Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X_FT,Odd_12_FT,Odd_X2_FT,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4
Sx1j2794,JAPAN 2,ROUND 37,2025-11-23,01:00,Oita Trinita,Chiba,5.0,2.1,2.4,1.44,2.63,3.25,1.33,9.0,1.07,4.75,3.4,1.76,1.08,8.0,1.36,3.0,2.2,1.65,4.0,1.22,9.0,1.07,2.0,1.73,1.95,1.3,1.18,8.0,6.0,7.5,13.0,11.0,6.5,9.0,17.0,23.0,17.0,19.0,34.0,51.0,41.0,51.0,67.0,1250.0
KCcr4Tvh,JAPAN 2,ROUND 37,2025-11-23,01:05,V-Varen Nagasaki,Mito,2.6,2.2,4.33,1.36,3.0,2.75,1.4,7.0,1.1,1.86,3.4,4.0,1.05,11.0,1.29,3.5,1.9,1.9,3.25,1.33,6.5,1.11,1.73,2.0,1.22,1.3,1.83,10.0,12.0,21.0,41.0,7.5,6.5,13.0,29.0,9.5,9.0,15.0,41.0,17.0,15.0,26.0,51.0,201.0
no2lneJ6,JAPAN 2,ROUND 37,2025-11-23,02:00,Iwaki,Renofa Yamaguchi,2.88,2.1,3.75,1.4,2.75,3.0,1.36,8.0,1.08,2.15,3.4,3.05,1.06,10.0,1.33,3.25,2.05,1.75,3.75,1.25,8.0,1.08,1.83,1.83,1.36,1.3,1.67,9.5,9.0,15.0,34.0,7.5,6.5,12.0,26.0,10.0,9.5,15.0,34.0,21.0,19.0,29.0,51.0,301.0
U70HkUPb,JAPAN 2,ROUND 37,2025-11-23,02:00,Iwata,Montedio Yamagata,2.75,2.25,3.6,1.33,3.25,2.63,1.44,6.5,1.11,2.1,3.5,3.05,1.04,13.0,1.22,4.0,1.8,2.0,3.0,1.36,5.5,1.14,1.67,2.1,1.36,1.29,1.67,12.0,11.0,17.0,34.0,9.0,7.0,11.0,23.0,11.0,9.0,13.0,29.0,21.0,17.0,23.0,41.0,151.0
vHKetQno,JAPAN 2,ROUND 37,2025-11-23,02:00,Imabari,Hokkaido Consadole Sapporo,2.75,2.25,3.75,1.36,3.0,2.63,1.44,7.0,1.1,2.05,3.5,3.25,1.04,13.0,1.25,3.75,1.8,2.0,3.0,1.36,5.5,1.14,1.73,2.0,1.33,1.29,1.7,11.0,11.0,17.0,34.0,8.5,6.5,12.0,26.0,11.0,9.0,13.0,34.0,19.0,17.0,26.0,41.0,201.0
2LbPm8fB,JAPAN 2,ROUND 37,2025-11-23,02:00,Fujieda MYFC,Sagan Tosu,3.4,2.2,3.1,1.36,3.0,2.75,1.4,7.0,1.1,2.7,3.4,2.4,1.05,11.0,1.29,3.5,1.9,1.9,3.25,1.33,6.5,1.11,1.73,2.0,1.53,1.3,1.4,11.0,9.0,12.0,23.0,9.5,6.5,10.0,19.0,15.0,11.0,13.0,29.0,29.0,21.0,29.0,41.0,201.0
tlatlHlf,JAPAN 2,ROUND 37,2025-11-23,02:00,Blaublitz,Vegalta Sendai,4.75,2.1,2.5,1.44,2.63,3.25,1.33,9.0,1.07,3.8,3.6,1.81,1.07,9.0,1.4,2.75,2.2,1.65,4.0,1.22,9.0,1.07,2.0,1.73,1.91,1.29,1.25,8.5,6.0,8.0,15.0,9.5,7.0,9.0,17.0,19.0,13.0,19.0,34.0,41.0,34.0,41.0,67.0,1250.0
Yu78ijen,JAPAN 2,ROUND 37,2025-11-23,02:00,Kofu,Toyama,3.2,2.1,3.5,1.44,2.63,3.25,1.33,9.0,1.07,2.4,3.3,2.75,1.07,8.5,1.36,3.0,2.1,1.7,3.75,1.25,8.0,1.08,1.83,1.83,1.4,1.33,1.53,8.5,8.5,13.0,29.0,7.5,6.0,11.0,23.0,12.0,10.0,15.0,34.0,23.0,21.0,34.0,51.0,301.0
80jcpZmJ,JAPAN 2,ROUND 37,2025-11-23,02:00,Omiya Ardija,Tokushima,3.0,2.2,3.6,1.4,2.75,2.75,1.4,8.0,1.08,2.25,3.25,3.05,1.06,9.5,1.3,3.4,2.0,1.8,3.4,1.3,7.0,1.1,1.73,2.0,1.36,1.33,1.57,9.5,10.0,15.0,34.0,8.0,6.0,12.0,26.0,11.0,9.5,13.0,34.0,21.0,19.0,29.0,51.0,201.0
SvCxQQ3s,SOUTH KOREA 2,ROUND 39,2025-11-23,02:00,Suwon Bluewings,Gimpo FC,2.3,2.38,4.33,1.3,3.4,2.5,1.5,6.0,1.13,1.73,3.5,4.0,1.03,15.0,1.2,4.33,1.67,2.15,2.63,1.44,5.0,1.17,1.62,2.2,1.2,1.25,1.91,13.0,15.0,23.0,41.0,9.0,7.0,15.0,34.0,9.5,8.5,13.0,34.0,15.0,13.0,21.0,41.0,151.0
