Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X_FT,Odd_12_FT,Odd_X2_FT,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4
Im35aHRG,TURKEY 2,ROUND 10,2025-10-20,10:00,Serik Spor,Amedspor,5.5,2.38,2.1,1.33,3.25,2.63,1.44,6.5,1.11,5.25,3.8,1.53,1.04,13.0,1.25,3.75,1.8,2.0,3.0,1.36,5.5,1.14,1.83,1.83,2.25,1.22,1.14,12.0,7.5,7.5,11.0,15.0,7.5,8.5,13.0,29.0,17.0,17.0,26.0,51.0,41.0,41.0,51.0,251.0
r5RjxWCF,BELGIUM 1,ROUND 11,2025-10-20,10:00,St. Liege,Antwerp,2.5,2.2,4.33,1.36,3.0,2.75,1.4,7.0,1.1,1.91,3.3,4.1,1.05,11.0,1.25,3.75,1.9,1.9,3.25,1.33,6.5,1.11,1.75,2.0,1.22,1.33,1.83,10.0,12.0,21.0,41.0,7.5,6.5,13.0,34.0,9.5,8.5,13.0,41.0,17.0,15.0,26.0,41.0,201.0
vsbMYe95,ROMANIA 1,ROUND 13,2025-10-20,12:00,FC Hermannstadt,Csikszereda M. Ciuc,2.25,2.25,5.0,1.36,3.0,2.75,1.4,7.0,1.1,1.67,3.6,5.0,1.05,11.0,1.29,3.5,1.95,1.85,3.4,1.3,6.5,1.11,1.83,1.83,1.17,1.29,2.15,11.0,13.0,26.0,51.0,7.0,7.0,15.0,41.0,8.0,8.5,15.0,41.0,13.0,13.0,26.0,51.0,251.0
v9bLsjaU,UKRAINE 1,ROUND 9,2025-10-20,12:00,Kudrivka,Metalist 1925,5.1,2.1,2.22,1.4,2.5,2.71,1.4,6.8,1.07,4.8,3.6,1.65,1.05,8.3,1.3,2.92,1.88,1.72,3.05,1.28,6.3,1.09,1.87,1.75,2.18,1.24,1.17,9.5,6.0,7.0,11.5,11.25,6.7,7.7,12.5,24.0,14.5,16.0,26.0,75.0,45.0,50.0,80.0,700.0
KQC8aey0,ISRAEL 1,ROUND 7,2025-10-20,14:00,Beitar Jerusalem,SC Ashdod,1.95,2.6,5.5,1.25,3.75,2.2,1.62,5.0,1.17,1.5,4.5,5.25,1.02,19.0,1.17,5.0,1.53,2.4,2.25,1.57,4.0,1.22,1.67,2.1,1.17,1.18,2.5,19.0,19.0,29.0,51.0,9.5,9.0,17.0,41.0,8.5,8.5,15.0,34.0,11.0,11.0,21.0,41.0,151.0
UNdQ9OSH,DENMARK 1,ROUND 12,2025-10-20,14:00,Sonderjyske,Fredericia,2.3,2.4,4.33,1.29,3.5,2.38,1.53,5.5,1.14,1.76,4.0,3.9,1.03,15.0,1.18,4.5,1.62,2.25,2.5,1.5,4.33,1.2,1.62,2.2,1.25,1.22,1.95,17.0,15.0,23.0,41.0,9.5,8.0,13.0,29.0,10.0,8.5,13.0,29.0,15.0,13.0,21.0,41.0,151.0
zoLR4FiC,POLAND 1,ROUND 12,2025-10-20,14:00,Wisla Plock,Termalica B-B.,2.6,2.25,4.0,1.36,3.0,2.63,1.44,7.0,1.1,2.0,3.5,3.6,1.05,11.0,1.25,3.75,1.83,1.98,3.0,1.36,6.0,1.13,1.7,2.05,1.29,1.29,1.8,12.0,12.0,19.0,41.0,8.0,6.5,12.0,29.0,10.0,8.5,13.0,34.0,17.0,15.0,23.0,41.0,201.0
AJm3OLJ7,SWEDEN 1,ROUND 27,2025-10-20,14:00,Degerfors,Halmstad,2.5,2.2,4.5,1.4,2.75,3.0,1.36,8.0,1.08,1.86,3.5,3.9,1.06,9.5,1.3,3.4,2.05,1.75,3.5,1.29,7.0,1.1,1.91,1.91,1.25,1.29,1.91,9.5,11.0,21.0,41.0,7.0,6.5,13.0,34.0,8.5,8.5,15.0,41.0,17.0,15.0,29.0,51.0,301.0
Gvw9CBGd,TURKEY 1,ROUND 9,2025-10-20,14:00,Eyupspor,Kasimpasa,3.1,2.1,3.6,1.44,2.63,3.25,1.33,9.0,1.07,2.32,3.2,3.05,1.07,8.5,1.33,3.25,2.1,1.7,3.75,1.25,8.0,1.08,1.83,1.83,1.36,1.36,1.53,8.5,9.0,15.0,34.0,7.5,6.0,12.0,26.0,11.0,9.5,15.0,34.0,23.0,21.0,29.0,51.0,251.0
MZlVFxCc,TURKEY 2,ROUND 10,2025-10-20,14:00,Istanbulspor AS,Bandirmaspor,3.25,2.2,3.2,1.36,3.0,2.75,1.4,7.0,1.1,2.55,3.3,2.45,1.05,11.0,1.29,3.5,1.9,1.9,3.25,1.33,6.5,1.11,1.73,2.0,1.5,1.3,1.44,11.0,9.0,13.0,26.0,9.0,6.5,10.0,21.0,13.0,10.0,13.0,29.0,26.0,21.0,29.0,41.0,201.0
