Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X_FT,Odd_12_FT,Odd_X2_FT,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4
rVjCHsPb,MEXICO 2,APERTURA,2025-10-12,00:00,Dorados de Sinaloa,Atlante,5.0,2.25,2.12,1.27,2.95,2.4,1.44,4.8,1.09,5.1,3.85,1.57,1.02,11.0,1.22,3.45,1.65,1.98,2.55,1.39,5.0,1.14,1.7,1.91,2.3,1.22,1.15,12.0,7.1,7.4,11.0,14.5,7.2,7.6,11.25,29.0,15.0,14.0,21.0,80.0,45.0,40.0,55.0,400.0
Ukilurie,SOUTH KOREA 2,ROUND 34,2025-10-12,02:00,Busan,Bucheon FC 1995,2.63,2.1,4.33,1.4,2.75,3.0,1.36,8.0,1.08,1.95,3.3,3.5,1.06,10.0,1.33,3.25,2.05,1.75,3.75,1.25,8.0,1.08,1.83,1.83,1.25,1.3,1.73,9.5,10.0,19.0,41.0,7.0,6.5,13.0,29.0,9.5,9.0,15.0,41.0,17.0,17.0,29.0,51.0,301.0
rZhts4Mr,SOUTH KOREA 2,ROUND 34,2025-10-12,02:00,Jeonnam,Ansan Greeners,2.1,2.3,5.5,1.33,3.25,2.63,1.44,6.5,1.11,1.57,4.0,5.0,1.04,12.0,1.25,3.75,1.8,2.0,3.0,1.36,6.0,1.13,1.83,1.83,1.17,1.22,2.3,12.0,15.0,29.0,51.0,7.0,8.0,17.0,41.0,7.5,8.5,17.0,41.0,12.0,13.0,26.0,51.0,251.0
b1H9nQbL,SOUTH KOREA 2,ROUND 34,2025-10-12,02:00,Suwon Bluewings,Cheonan City,1.83,2.63,6.5,1.25,3.75,2.2,1.62,5.0,1.17,1.4,5.0,5.5,1.02,19.0,1.17,5.0,1.53,2.4,2.25,1.57,4.0,1.22,1.73,2.0,1.13,1.14,2.63,19.0,19.0,34.0,67.0,9.0,10.0,17.0,41.0,8.0,8.5,19.0,41.0,10.0,11.0,21.0,51.0,201.0
QHpcwML7,SOUTH KOREA 2,ROUND 34,2025-10-12,04:30,Seongnam,Incheon,4.0,2.05,2.88,1.5,2.5,3.4,1.3,10.0,1.06,3.4,2.9,2.2,1.08,8.0,1.36,3.0,2.25,1.62,4.0,1.22,9.0,1.07,1.91,1.8,1.67,1.4,1.3,7.5,7.0,10.0,21.0,9.0,6.0,9.5,21.0,17.0,13.0,15.0,34.0,41.0,29.0,41.0,51.0,351.0
IBXr1PDE,SOUTH KOREA 2,ROUND 34,2025-10-12,04:30,Asan,Gyeongnam,2.1,2.4,5.5,1.3,3.4,2.5,1.5,6.0,1.13,1.55,4.0,5.0,1.04,13.0,1.22,4.0,1.7,2.1,2.75,1.4,5.0,1.17,1.8,1.91,1.14,1.2,2.25,13.0,15.0,29.0,51.0,8.0,8.0,17.0,41.0,8.0,8.5,17.0,41.0,12.0,12.0,23.0,51.0,201.0
MXcbbJSF,SPAIN 3,GROUP 2,2025-10-12,07:00,Sabadell,Teruel,2.75,1.91,4.33,1.53,2.38,3.75,1.25,8.5,1.05,2.0,3.2,3.3,1.08,7.0,1.5,2.5,2.5,1.5,4.5,1.17,8.5,1.05,2.25,1.57,1.25,1.29,1.67,7.0,8.0,17.0,41.0,5.5,7.0,13.0,34.0,8.5,10.0,21.0,41.0,17.0,21.0,41.0,81.0,200.0
IyNdfARs,SPAIN 3,GROUP 2,2025-10-12,07:00,Torremolinos,UD Ibiza,4.33,1.95,2.88,1.53,2.38,3.5,1.29,8.5,1.05,3.25,3.1,2.05,1.1,6.5,1.5,2.5,2.5,1.5,4.5,1.17,8.5,1.05,2.2,1.62,1.62,1.29,1.25,7.0,6.0,9.0,19.0,8.0,6.5,10.0,21.0,15.0,13.0,21.0,41.0,41.0,34.0,41.0,81.0,1000.0
fL2HHHPp,SPAIN 3,GROUP 1,2025-10-12,07:00,Real Madrid B,Pontevedra,2.88,2.0,4.0,1.5,2.5,3.4,1.3,8.0,1.06,2.15,2.9,3.3,1.08,7.0,1.36,3.0,2.2,1.65,4.0,1.22,7.5,1.07,2.0,1.73,1.25,1.3,1.57,7.0,9.0,17.0,34.0,6.5,6.0,13.0,29.0,9.5,10.0,17.0,41.0,21.0,21.0,34.0,51.0,600.0
Kbf3uLHi,SPAIN 3,GROUP 1,2025-10-12,07:00,Osasuna B,Racing Club Ferrol,4.0,1.95,2.88,1.5,2.5,3.5,1.29,8.5,1.05,3.1,3.0,2.15,1.1,6.5,1.5,2.5,2.5,1.5,4.5,1.17,8.5,1.05,2.1,1.67,1.57,1.3,1.29,7.0,6.5,9.5,21.0,8.0,6.5,10.0,21.0,15.0,13.0,19.0,41.0,34.0,34.0,41.0,67.0,200.0
