Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X,Odd_12,Odd_X2,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4,Goals_H_HT,Goals_A_HT,Goals_H_FT,Goals_A_FT,Goals_Min_H,Goals_Min_A,xG_H,xG_A
4IjdAtcJ,JAPAN 2,ROUND 18,2025-06-01,02:00,Iwaki,Kumamoto,3.2,2.1,3.4,1.4,2.82,2.67,1.44,6.0,1.11,2.55,3.25,2.63,1.07,7.6,1.31,3.25,1.91,1.83,3.2,1.32,5.6,1.12,1.8,1.91,1.44,1.33,1.5,9.5,8.5,13.0,26.0,8.5,6.0,10.0,21.0,13.0,10.0,15.0,29.0,26.0,21.0,29.0,51.0,251.0,1,0,5,1,"[18, 65, 75, 86, 90]",[90],0,0
hd83Pkdm,JAPAN 1,ROUND 19,2025-06-01,03:03,Cerezo Osaka,Shimizu S-Pulse,3.1,2.3,3.1,1.37,3.05,2.57,1.5,5.8,1.13,2.55,3.6,2.5,1.04,10.75,1.23,4.25,1.7,2.18,2.62,1.5,4.65,1.2,1.57,2.25,1.5,1.29,1.5,15.0,11.0,15.0,26.0,11.0,7.0,10.0,19.0,15.0,10.0,12.0,23.0,26.0,19.0,23.0,41.0,126.0,2,1,4,2,"[13, 18, 54, 70]","[4, 89]",2.27,1.05
vkCSNxLr,JAPAN 1,ROUND 19,2025-06-01,03:03,Shonan Bellmare,Okayama,3.2,2.0,3.75,1.52,2.47,3.25,1.33,7.7,1.08,2.4,3.1,3.1,1.1,7.0,1.45,2.77,2.32,1.62,4.25,1.23,8.25,1.08,2.0,1.75,1.36,1.36,1.53,7.5,8.0,13.0,34.0,7.0,6.0,12.0,29.0,11.0,10.0,17.0,41.0,23.0,21.0,34.0,51.0,401.0,0,1,1,1,[65],[37],0.50,0.80
27wruxKk,CHINA 2,ROUND 11,2025-06-01,04:00,Yanbian Longding,Suzhou Dongwu,3.15,2.02,3.25,1.44,2.42,0.0,0.0,0.0,0.0,2.55,3.2,2.62,0.0,0.0,1.38,2.57,2.1,1.57,3.55,1.21,0.0,0.0,1.87,1.75,1.47,1.3,1.5,8.0,7.3,12.0,29.0,7.2,6.2,10.25,25.0,11.75,10.0,16.0,40.0,27.0,23.0,37.0,90.0,800.0,1,1,2,1,"[16, 62]",[44],0.50,1.21
6su27Hz2,JAPAN 1,ROUND 19,2025-06-01,04:04,Urawa Reds,Yokohama FC,2.88,1.95,4.33,1.6,2.32,3.55,1.28,8.5,1.06,2.15,3.0,3.7,1.12,6.5,1.5,2.6,2.5,1.55,4.65,1.2,9.0,1.07,2.1,1.67,1.29,1.36,1.67,6.5,8.5,17.0,41.0,6.0,6.0,13.0,34.0,9.0,9.5,19.0,41.0,21.0,21.0,41.0,67.0,501.0,0,1,2,1,"[53, 83]",[43],1.67,0.44
rNdBpbdS,CHINA 2,ROUND 11,2025-06-01,04:30,Shaanxi Union,Shenzhen Juniors,1.65,2.7,6.8,0.0,0.0,1.85,1.75,0.0,0.0,1.29,5.0,8.75,0.0,0.0,1.22,3.45,1.32,2.85,1.75,1.85,2.6,1.38,1.55,2.15,1.07,1.14,3.5,22.0,37.0,80.0,250.0,11.75,11.5,27.0,90.0,9.0,8.75,16.5,55.0,10.0,9.75,18.0,50.0,250.0,2,1,3,2,"[26, 32, 61]","[19, 90]",2.55,1.27
fkn1VNUa,SOUTH KOREA 2,ROUND 14,2025-06-01,04:30,Asan,Gimpo FC,3.2,2.1,3.5,1.42,2.72,2.85,1.39,6.4,1.09,2.45,3.1,2.7,1.08,7.1,1.37,2.92,2.07,1.7,3.65,1.26,6.5,1.09,1.83,1.83,1.4,1.33,1.5,8.5,8.5,13.0,29.0,8.0,6.0,11.0,23.0,12.0,10.0,15.0,34.0,23.0,21.0,34.0,51.0,301.0,1,0,2,0,"[31, 88]",[],0,0
zsBUsnXG,ESTONIA 2,ROUND 14,2025-06-01,06:30,Viimsi JK,Tammeka U21,1.27,3.8,13.0,0.0,0.0,1.55,2.07,0.0,0.0,1.05,9.25,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83,1.78,0.0,0.0,1.01,1.03,4.55,37.0,80.0,250.0,0.0,15.5,25.0,70.0,300.0,8.5,13.5,40.0,175.0,6.5,10.5,30.0,120.0,450.0,2,0,4,0,"[1, 40, 70, 75]",[],0,0
8f9xtQ1T,ESTONIA 2,ROUND 14,2025-06-01,07:00,Elva,Levadia U21,2.47,2.35,3.35,0.0,0.0,2.02,1.57,0.0,0.0,2.02,3.65,2.95,0.0,0.0,0.0,0.0,0.0,0.0,2.05,1.62,0.0,0.0,0.0,0.0,1.32,1.24,1.75,17.0,12.5,16.5,32.0,10.25,6.9,9.25,17.5,11.25,7.6,9.5,18.0,17.0,11.75,14.5,26.0,110.0,2,2,2,2,"[10, 14]","[25, 28]",0,0
KOFVFfIa,SOUTH KOREA 1,ROUND 17,2025-06-01,07:00,Daegu,Gwangju FC,4.0,2.2,2.63,1.42,2.72,2.82,1.4,6.4,1.1,3.5,3.5,2.05,1.06,7.7,1.31,3.25,1.91,1.83,3.2,1.32,5.6,1.12,1.73,2.0,1.73,1.29,1.29,11.0,8.0,10.0,19.0,11.0,6.5,9.0,17.0,19.0,12.0,13.0,26.0,41.0,26.0,34.0,41.0,201.0,0,1,1,1,[67],[44],0,0
