Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X,Odd_12,Odd_X2,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4
SxBFpD0l,USA 2,-,2025-07-13,00:00,Sacramento Republic,El Paso,2.65,1.9,4.85,1.58,2.2,3.75,1.22,7.86,1.03,1.83,3.3,4.0,1.07,6.5,1.4,2.65,2.28,1.54,4.1,1.18,8.0,1.05,1.98,1.75,1.24,1.29,1.93,6.5,9.75,21.0,65.0,6.1,6.5,14.0,45.0,8.0,8.5,17.5,55.0,15.0,16.0,32.0,100.0,900.0
EiCfEdq3,MEXICO 1,APERTURA,2025-07-13,00:05,Cruz Azul,Mazatlan FC,1.57,2.75,11.0,1.3,3.15,2.23,1.57,5.8,1.12,1.22,6.25,15.0,1.01,16.0,1.15,4.5,1.52,2.33,2.38,1.5,4.1,1.19,2.25,1.57,1.03,1.13,4.0,13.0,29.0,51.0,201.0,7.5,12.0,34.0,101.0,6.0,10.0,29.0,81.0,7.0,11.0,34.0,81.0,501.0
bgZDw1uA,SOUTH KOREA 2,ROUND 20,2025-07-13,07:00,Ansan Greeners,Seoul E-Land,4.33,2.1,2.75,1.4,2.75,2.85,1.36,7.37,1.03,3.5,3.3,2.05,1.06,9.0,1.33,3.0,2.02,1.68,3.5,1.24,6.5,1.07,1.91,1.8,1.73,1.33,1.29,8.5,6.5,9.0,19.0,9.5,6.5,9.0,19.0,17.0,13.0,17.0,29.0,41.0,29.0,41.0,51.0,351.0
xvo5uNAc,SOUTH KOREA 2,ROUND 20,2025-07-13,07:00,Bucheon FC 1995,Gimpo FC,2.75,2.1,4.33,1.42,2.6,3.15,1.32,7.2,1.04,2.0,3.25,3.6,1.06,9.0,1.36,2.85,2.1,1.63,3.8,1.21,7.0,1.06,1.91,1.8,1.29,1.33,1.8,8.5,9.5,17.0,41.0,6.5,6.5,13.0,34.0,9.0,9.0,17.0,41.0,17.0,17.0,29.0,51.0,351.0
AXhJHJIj,SOUTH KOREA 2,ROUND 20,2025-07-13,07:00,Incheon,Asan,2.25,2.1,6.0,1.38,2.75,2.75,1.38,7.06,1.04,1.65,3.6,5.0,1.05,9.5,1.29,3.2,1.9,1.79,3.25,1.28,6.0,1.09,2.1,1.67,1.17,1.29,2.2,8.5,12.0,26.0,51.0,6.0,7.0,17.0,41.0,7.0,9.0,19.0,51.0,12.0,15.0,34.0,67.0,1250.0
KvriGZFF,ESTONIA 1,ROUND 20,2025-07-13,08:30,Tallinna Kalev,Harju JK Laagri,3.2,2.27,2.65,1.23,3.8,2.08,1.65,5.4,1.13,2.77,3.55,2.15,1.01,17.0,1.1,4.9,1.43,2.43,2.14,1.55,3.55,1.2,1.5,2.42,1.65,1.25,1.36,15.5,8.75,10.0,16.0,10.0,6.1,7.1,11.25,13.0,8.0,8.75,14.0,24.0,14.5,16.0,24.0,110.0
W44LAmKj,SWEDEN 1,ROUND 15,2025-07-13,09:00,GAIS,Hammarby,3.1,2.1,3.5,1.4,2.7,2.8,1.38,6.75,1.07,2.45,3.3,2.88,1.05,10.5,1.32,3.45,2.06,1.76,3.7,1.28,8.0,1.08,1.8,1.95,1.4,1.33,1.53,9.0,8.5,13.0,29.0,7.5,6.5,11.0,23.0,11.0,10.0,15.0,34.0,23.0,21.0,29.0,51.0,301.0
CKNlG9dT,SWEDEN 1,ROUND 15,2025-07-13,09:00,Brommapojkarna,Oster,1.95,2.5,6.0,1.27,3.4,2.3,1.55,5.1,1.14,1.48,4.5,5.75,1.01,17.0,1.17,5.1,1.57,2.4,2.48,1.54,4.5,1.2,1.7,2.05,1.14,1.18,2.63,17.0,19.0,34.0,67.0,9.0,9.0,17.0,41.0,8.0,8.5,15.0,41.0,11.0,11.0,21.0,41.0,151.0
d017FJd5,NORWAY 1,ROUND 13,2025-07-13,09:30,Bryne,Valerenga,3.1,2.3,3.1,1.3,3.15,2.5,1.47,5.8,1.09,2.55,3.4,2.6,1.01,14.0,1.21,4.2,1.74,2.04,3.05,1.36,6.1,1.11,1.62,2.2,1.5,1.3,1.5,13.0,11.0,15.0,26.0,10.0,6.5,10.0,19.0,13.0,10.0,12.0,26.0,26.0,19.0,26.0,41.0,151.0
feHnplGq,FINLAND 2,-,2025-07-13,10:00,Klubi 04,JIPPO,2.85,2.4,2.82,1.22,3.49,2.05,1.67,4.51,1.13,2.42,3.8,2.42,1.01,17.0,1.12,5.2,1.43,2.6,2.08,1.64,3.45,1.26,1.39,2.57,1.53,1.23,1.53,19.5,13.5,15.5,26.0,13.0,7.9,9.25,15.5,15.5,9.25,10.5,17.5,26.0,15.5,17.5,28.0,120.0
lSHfgWY7,FINLAND 1,-,2025-07-13,10:00,Gnistan,Haka,2.75,2.38,3.5,1.28,3.5,2.3,1.54,6.5,1.11,2.1,3.6,2.8,1.03,14.0,1.18,4.1,1.58,2.18,2.5,1.45,4.35,1.16,1.57,2.25,1.36,1.25,1.62,15.0,12.0,17.0,34.0,10.0,7.5,11.0,21.0,12.0,9.0,13.0,26.0,21.0,15.0,21.0,41.0,151.0
OChorJum,FINLAND 2,-,2025-07-13,11:00,JJK Jyvaskyla,OLS Oulu,3.5,2.5,2.5,1.21,3.65,2.02,1.68,4.3,1.18,3.0,3.8,2.0,1.02,21.0,1.11,5.2,1.42,2.6,2.07,1.66,3.4,1.26,1.44,2.63,1.67,1.22,1.33,21.0,13.0,13.0,21.0,15.0,8.5,9.0,15.0,21.0,12.0,11.0,19.0,34.0,21.0,23.0,29.0,81.0
ILS2NQ3d,SWEDEN 1,ROUND 15,2025-07-13,11:30,Varnamo,Djurgarden,4.5,2.3,2.3,1.32,3.05,2.55,1.46,5.8,1.1,4.1,3.9,1.75,1.02,14.0,1.24,4.0,1.81,2.0,3.15,1.36,6.25,1.12,1.75,2.0,2.0,1.25,1.22,13.0,8.0,9.0,15.0,13.0,7.5,8.5,13.0,21.0,13.0,15.0,23.0,41.0,34.0,34.0,51.0,201.0
