Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X_FT,Odd_12_FT,Odd_X2_FT,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4
pStOJndM,MEXICO 1,APERTURA,2025-09-29,00:05,Club Tijuana,Cruz Azul,3.4,2.6,2.6,1.22,4.0,2.05,1.75,4.33,1.2,3.1,3.9,2.05,1.02,21.0,1.11,6.5,1.4,2.88,2.0,1.73,3.4,1.3,1.4,2.75,1.7,1.25,1.36,21.0,13.0,15.0,21.0,17.0,8.5,9.5,15.0,21.0,12.0,11.0,17.0,34.0,21.0,21.0,29.0,81.0
OneLWRiD,TURKEY 2,ROUND 8,2025-09-29,08:30,Keciorengucu,Pendikspor,2.88,2.25,3.4,1.33,3.25,2.63,1.44,6.5,1.11,2.45,3.5,2.7,1.04,12.0,1.25,3.75,1.8,2.0,3.0,1.36,5.5,1.14,1.67,2.1,1.4,1.29,1.57,12.0,11.0,17.0,34.0,9.0,7.0,11.0,23.0,12.0,9.0,13.0,29.0,21.0,17.0,23.0,41.0,151.0
jJWcThoL,TURKEY 2,ROUND 8,2025-09-29,11:00,Vanspor FK,Amedspor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UDZzvUgK,EGYPT 1,ROUND 9,2025-09-29,11:00,El Ismaily,National Bank Egypt,6.1,2.0,2.25,1.5,2.4,3.1,1.32,6.9,1.07,6.1,3.2,1.65,1.11,5.5,1.5,2.42,2.42,1.5,4.35,1.18,7.5,1.06,2.3,1.55,2.2,1.3,1.14,5.5,4.85,6.4,12.0,11.25,6.6,8.75,16.5,35.0,20.0,22.0,40.0,150.0,90.0,100.0,150.0,101.0
lbG7Y7Hs,EGYPT 1,ROUND 9,2025-09-29,11:00,El Gouna,Ceramica Cleopatra,4.5,1.88,2.82,1.57,2.25,3.45,1.26,7.6,1.05,3.85,2.9,2.12,1.13,5.1,1.57,2.25,2.65,1.42,4.85,1.14,8.25,1.04,2.22,1.6,1.72,1.36,1.27,5.1,5.2,8.5,19.5,7.8,5.9,9.5,22.0,18.5,14.0,20.0,45.0,60.0,45.0,70.0,150.0,101.0
p4fujZff,GREECE 1,ROUND 5,2025-09-29,12:00,Atromitos,AEL Larissa,2.63,2.1,4.5,1.44,2.63,3.25,1.33,9.0,1.07,1.91,3.3,3.9,1.07,9.0,1.36,3.0,2.15,1.67,4.0,1.22,9.0,1.07,1.95,1.8,1.25,1.33,1.8,8.5,9.0,19.0,41.0,6.5,6.5,13.0,34.0,8.5,9.0,17.0,41.0,17.0,17.0,34.0,67.0,401.0
xrX6tnI8,UKRAINE 1,ROUND 7,2025-09-29,12:00,Veres-Rivne,Polissya Zhytomyr,4.15,1.95,2.75,1.47,2.32,3.0,1.27,7.6,1.04,3.65,2.95,2.1,1.08,6.6,1.42,2.47,2.2,1.53,3.7,1.19,7.8,1.05,1.9,1.72,1.7,1.34,1.24,7.1,5.6,8.5,18.0,8.5,5.5,8.5,18.0,17.5,11.5,14.5,32.0,50.0,35.0,40.0,80.0,700.0
xzoOftR0,ROMANIA 1,ROUND 11,2025-09-29,12:00,Metaloglobus Bucharest,FC Botosani,4.33,2.2,2.63,1.4,2.75,3.0,1.36,8.0,1.08,3.5,3.5,2.0,1.06,9.5,1.33,3.25,2.03,1.78,3.5,1.29,7.0,1.1,1.83,1.83,1.8,1.29,1.29,9.5,7.0,9.5,17.0,10.0,6.5,9.0,17.0,17.0,13.0,15.0,29.0,41.0,29.0,41.0,51.0,301.0
SYQwnhI0,FINLAND 1,CHAMPIONSHIP GROUP,2025-09-29,13:00,HJK,Ilves,2.6,2.6,3.25,1.22,4.0,2.0,1.73,4.33,1.2,2.1,3.75,2.9,1.01,23.0,1.11,6.5,1.4,2.88,2.0,1.73,3.4,1.3,1.4,2.75,1.4,1.25,1.7,23.0,17.0,21.0,34.0,15.0,8.5,12.0,21.0,15.0,9.5,11.0,21.0,21.0,15.0,17.0,26.0,81.0
69PfoUfM,POLAND 1,ROUND 10,2025-09-29,13:00,Zaglebie,Arka Gdynia,2.63,2.2,4.0,1.36,3.0,2.75,1.4,7.0,1.1,0.0,0.0,0.0,1.05,11.0,1.29,3.5,1.9,1.9,3.25,1.33,6.5,1.11,1.75,2.0,1.3,1.3,1.8,11.0,11.0,19.0,41.0,8.0,6.5,12.0,29.0,10.0,9.0,15.0,34.0,19.0,17.0,26.0,41.0,201.0
