Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X,Odd_12,Odd_X2,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4,Goals_H_HT,Goals_A_HT,Goals_H_FT,Goals_A_FT,Goals_Min_H,Goals_Min_A,xG_H,xG_A
Ycj9294T,MEXICO 2,CLAUSURA ,2025-01-26,00:00,Tampico Madero,Tapatio,2.55,2.12,3.9,1.4,2.5,2.52,1.4,0.0,0.0,2.0,3.3,3.5,0.0,0.0,1.31,2.9,1.9,1.72,3.1,1.27,0.0,0.0,1.75,1.85,1.29,1.28,1.78,9.25,10.25,19.0,50.0,7.0,6.4,12.0,32.0,9.25,8.5,14.5,40.0,18.0,16.5,28.0,70.0,600.0,0,0,1,0,[76],[],0,0
4Ibh6i54,MEXICO 2,CLAUSURA ,2025-01-26,00:05,Celaya,Venados,2.02,2.27,5.4,1.4,2.55,2.35,1.47,0.0,0.0,1.52,3.95,5.5,0.0,0.0,1.2,3.6,1.6,2.05,2.42,1.44,0.0,0.0,1.7,1.93,1.13,1.21,2.45,12.5,16.5,35.0,110.0,8.0,7.9,17.5,55.0,8.0,7.9,15.5,50.0,11.5,11.25,22.0,65.0,450.0,0,0,1,1,[70],[87],0,0
pOOhbLog,MEXICO 1,CLAUSURA ,2025-01-26,00:10,Monterrey,Pachuca,2.4,2.25,4.5,1.36,3.0,2.63,1.44,7.0,1.1,1.8,3.8,4.0,1.04,13.0,1.25,3.75,1.83,2.03,3.0,1.36,6.0,1.13,1.75,2.0,1.22,1.25,1.95,12.0,12.0,21.0,41.0,7.5,7.5,13.0,29.0,9.0,8.5,15.0,34.0,15.0,15.0,23.0,51.0,201.0,1,1,2,3,"[28, 73]","[41, 62, 69]",1.46,1.57
jufU6y2t,ARGENTINA 1,APERTURA ,2025-01-26,00:30,Platense,River Plate,6.5,1.91,2.5,1.62,2.2,4.0,1.22,13.0,1.04,6.0,3.3,1.7,1.11,6.5,1.57,2.25,2.7,1.44,6.0,1.13,15.0,1.03,2.63,1.44,2.1,1.33,1.13,5.5,4.5,6.5,13.0,10.0,7.0,9.5,19.0,29.0,21.0,26.0,41.0,67.0,51.0,67.0,101.0,501.0,1,0,1,1,[12],[87],0.23,0.64
pzi3iYUg,COLOMBIA 1,APERTURA ,2025-01-26,00:30,Atl. Nacional,Once Caldas,2.2,2.1,6.0,1.44,2.63,3.25,1.33,10.0,1.06,1.6,3.8,6.0,1.07,8.5,1.36,3.0,2.1,1.7,3.75,1.25,8.0,1.08,2.1,1.67,1.13,1.25,2.3,8.5,13.0,29.0,67.0,5.5,7.5,19.0,51.0,6.5,8.5,21.0,51.0,11.0,15.0,34.0,67.0,101.0,1,0,4,0,"[45, 47, 51, 57]",[],1.76,0.30
MNtZAQTk,AUSTRALIA 1,ROUND 16,2025-01-26,03:00,WS Wanderers,Auckland FC,3.25,2.3,2.88,1.3,3.4,2.5,1.5,6.0,1.13,2.88,3.6,2.38,1.03,15.0,1.2,4.5,1.62,2.3,2.63,1.5,4.5,1.2,1.53,2.38,1.53,1.29,1.4,15.0,11.0,13.0,23.0,12.0,7.0,9.5,17.0,17.0,11.0,11.0,21.0,29.0,21.0,23.0,34.0,126.0,0,0,0,1,[],[90],1.77,2.20
dO9lkkjT,TURKEY 1,ROUND 21,2025-01-26,07:30,Rizespor,Adana Demirspor,1.73,2.63,7.5,1.25,3.75,2.2,1.62,5.0,1.17,1.3,5.25,9.5,1.02,19.0,1.14,5.5,1.48,2.6,2.2,1.62,3.75,1.25,1.83,1.83,1.07,1.17,3.4,17.0,23.0,41.0,101.0,9.0,10.0,23.0,51.0,7.5,9.0,19.0,51.0,9.0,11.0,23.0,51.0,201.0,1,0,3,2,"[30, 47, 69]","[52, 84]",3.68,0.87
lCqynnaU,TURKEY 2,ROUND 21,2025-01-26,07:30,Ankaragucu,Erzurumspor,2.6,2.1,4.5,1.4,2.75,3.0,1.36,8.0,1.08,1.85,3.2,4.33,1.06,10.0,1.3,3.4,2.03,1.78,3.5,1.29,7.0,1.1,1.8,1.91,1.2,1.36,1.91,9.0,12.0,21.0,41.0,7.0,6.5,15.0,34.0,9.0,9.0,15.0,41.0,15.0,15.0,29.0,51.0,251.0,0,1,1,2,[57],"[18, 70]",1.63,1.83
0jDg4TEb,TURKEY 2,ROUND 21,2025-01-26,07:30,Bandirmaspor,Keciorengucu,2.75,2.2,4.0,1.4,2.75,2.75,1.4,8.0,1.08,2.0,3.3,3.5,1.05,11.0,1.29,3.5,1.9,1.9,3.25,1.33,6.5,1.11,1.73,2.0,1.29,1.33,1.8,11.0,11.0,19.0,41.0,8.0,6.5,13.0,29.0,10.0,9.0,13.0,34.0,19.0,17.0,26.0,41.0,201.0,0,1,1,2,[87],"[17, 55]",1.45,1.77
IiJOgg9t,SPAIN 4,GROUP 2 ,2025-01-26,07:30,Subiza,Eibar B,4.8,1.98,2.47,1.47,2.32,0.0,0.0,0.0,0.0,4.4,3.25,1.8,0.0,0.0,1.39,2.57,2.12,1.57,3.55,1.21,0.0,0.0,1.98,1.65,1.95,1.28,1.19,7.7,5.6,7.4,14.0,10.25,6.4,8.5,16.5,24.0,15.0,18.0,35.0,75.0,50.0,60.0,100.0,900.0,0,0,0,1,[],[71],0,0
