Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X_FT,Odd_12_FT,Odd_X2_FT,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4
nBgZ3H0C,TURKEY 2,ROUND 6,2025-09-19,08:30,Serik Spor,Bandirmaspor,4.33,2.2,2.5,1.36,3.0,2.75,1.4,7.0,1.1,3.4,3.9,1.9,1.05,11.0,1.3,3.4,1.95,1.85,3.4,1.3,7.0,1.1,1.83,1.83,1.91,1.25,1.3,11.0,7.5,9.0,17.0,10.0,7.5,9.0,15.0,19.0,12.0,17.0,26.0,41.0,29.0,34.0,51.0,251.0
rc3C2wzp,CHINA 1,ROUND 25,2025-09-19,08:35,Wuhan Three Towns,Henan Songshan Longmen,3.6,2.4,2.6,1.29,3.5,2.25,1.57,5.5,1.14,3.6,3.4,2.01,1.03,15.0,1.17,5.0,1.6,2.3,2.38,1.53,4.33,1.2,1.5,2.5,1.73,1.3,1.29,15.0,11.0,12.0,19.0,15.0,7.0,9.0,15.0,21.0,13.0,11.0,21.0,41.0,23.0,26.0,34.0,101.0
4rQPBsDc,CHINA 1,ROUND 25,2025-09-19,09:00,Yunnan Yukun,Dalian Yingbo,2.3,2.4,4.5,1.3,3.4,2.38,1.53,6.0,1.13,1.71,3.9,4.2,1.03,15.0,1.2,4.33,1.65,2.2,2.63,1.44,4.5,1.18,1.62,2.2,1.22,1.25,2.0,15.0,15.0,23.0,41.0,9.0,7.5,13.0,29.0,9.5,8.5,13.0,34.0,15.0,13.0,21.0,41.0,151.0
rm4qMbGt,TURKEY 2,ROUND 6,2025-09-19,11:00,Umraniyespor,Igdir FK,5.0,2.1,2.4,1.44,2.63,3.0,1.36,9.0,1.07,4.33,3.5,1.75,1.07,9.0,1.33,3.25,2.08,1.73,3.75,1.25,8.0,1.08,2.0,1.73,2.0,1.29,1.2,9.0,6.5,8.0,15.0,11.0,7.0,8.5,15.0,21.0,15.0,17.0,29.0,51.0,41.0,41.0,51.0,351.0
42hhKxog,TURKEY 2,ROUND 6,2025-09-19,11:00,Istanbulspor AS,Corum,3.5,2.2,3.0,1.36,3.0,2.75,1.4,7.0,1.1,2.8,3.6,2.25,1.05,11.0,1.29,3.5,1.9,1.9,3.25,1.33,6.5,1.11,1.73,2.0,0.0,0.0,0.0,11.0,8.5,11.0,21.0,9.5,7.0,9.5,19.0,15.0,11.0,15.0,26.0,29.0,23.0,29.0,51.0,201.0
zREA04uo,FINLAND 2,-,2025-09-19,11:00,JIPPO,Ekenas,2.27,2.32,4.0,1.25,3.1,2.25,1.5,4.5,1.11,1.75,3.9,3.75,1.02,13.0,1.19,3.75,1.57,2.12,2.35,1.47,3.75,1.19,1.57,2.1,1.23,1.22,2.0,14.5,13.0,21.0,50.0,8.5,7.5,12.0,28.0,9.0,7.9,12.5,29.0,14.0,12.0,19.5,45.0,250.0
6DBh2qyn,EGYPT 1,ROUND 7,2025-09-19,11:00,Wadi Degla,El Gaish,3.35,1.72,4.4,1.75,1.98,4.0,1.2,8.75,1.04,2.52,2.5,3.55,1.19,4.15,1.75,1.95,3.2,1.3,6.0,1.1,9.5,1.03,2.4,1.5,1.3,1.47,1.52,4.15,6.5,16.5,60.0,5.1,5.4,14.0,50.0,10.25,11.0,22.0,80.0,30.0,32.0,65.0,175.0,101.0
27czSVjJ,FINLAND 2,CHAMPIONSHIP GROUP,2025-09-19,11:30,KPV Kokkola,Mikkeli,2.6,2.3,3.2,1.22,3.3,2.1,1.53,4.1,1.13,2.1,3.6,2.8,1.01,15.0,1.13,4.3,1.5,2.4,2.15,1.55,3.75,1.22,1.44,2.5,1.35,1.24,1.65,16.0,10.25,13.5,24.0,9.0,6.2,8.25,15.0,10.25,7.1,8.75,16.0,16.0,11.0,13.5,24.0,100.0
jV0epYNp,FINLAND 2,RELEGATION GROUP,2025-09-19,11:30,Atlantis,Keski-Uusimaa,2.33,2.48,3.55,0.0,0.0,2.07,1.66,0.0,0.0,1.83,3.8,3.35,0.0,0.0,1.12,5.1,1.44,2.55,2.12,1.63,3.5,1.25,1.43,2.5,1.25,1.2,1.83,10.0,8.0,10.0,17.0,7.0,5.75,7.0,11.0,7.0,5.8,7.0,10.5,8.0,7.5,8.5,14.0,0.0
xWWN98Ib,FINLAND 2,-,2025-09-19,11:30,SalPa,Lahti,7.0,2.42,1.78,1.23,3.15,2.35,1.47,4.5,1.11,8.0,4.75,1.32,1.02,12.0,1.21,3.55,1.62,2.02,2.47,1.42,3.95,1.15,1.98,1.65,3.25,1.15,1.08,12.5,6.6,5.9,7.6,19.0,9.0,8.25,10.5,50.0,23.0,21.0,27.0,175.0,90.0,75.0,100.0,800.0
hl6pqp3C,FINLAND 1,RELEGATION GROUP,2025-09-19,12:00,Haka,AC Oulu,3.1,2.38,3.0,1.3,3.4,2.38,1.53,6.0,1.13,2.5,3.6,2.4,1.03,15.0,1.2,4.33,1.67,2.15,2.63,1.44,5.0,1.17,1.57,2.25,1.53,1.29,1.5,15.0,11.0,15.0,26.0,11.0,7.5,9.5,19.0,15.0,10.0,12.0,23.0,26.0,19.0,23.0,41.0,126.0
j7OUOw9b,SAUDI ARABIA 1,ROUND 3,2025-09-19,12:15,Al Qadisiya,Al Khaleej,1.83,2.5,6.0,1.29,3.5,2.38,1.53,5.0,1.14,1.42,4.5,6.0,1.03,10.0,1.17,4.5,1.6,2.3,2.5,1.5,4.33,1.2,1.83,1.83,1.11,1.17,2.75,15.0,19.0,34.0,67.0,8.0,9.0,19.0,41.0,7.5,9.0,19.0,41.0,10.0,12.0,23.0,51.0,600.0
veTv6QHN,FINLAND 2,-,2025-09-19,12:30,JaPS,TPS,3.9,2.5,2.15,1.15,3.75,1.88,1.72,3.3,1.17,3.8,4.0,1.72,1.01,18.0,1.09,5.0,1.35,2.72,1.83,1.78,2.75,1.34,1.37,2.65,2.05,1.21,1.23,22.0,13.0,12.0,16.0,19.0,8.75,8.25,11.25,27.0,12.5,10.75,14.5,55.0,26.0,23.0,28.0,120.0
pdzW7nmB,FINLAND 2,-,2025-09-19,12:30,KaPa,SJK Akatemia,2.42,2.6,3.1,1.12,4.2,1.75,1.85,2.95,1.21,2.05,4.05,2.82,1.01,25.0,1.06,5.6,1.27,3.1,1.65,1.98,2.4,1.44,1.28,3.05,1.36,1.21,1.72,29.0,19.5,22.0,37.0,17.5,9.75,11.0,18.5,17.0,9.5,10.0,17.0,23.0,13.0,14.0,22.0,80.0
6cPOkf0N,FINLAND 2,RELEGATION GROUP,2025-09-19,12:30,Inter Turku 2,Jazz Pori,1.85,3.05,4.1,0.0,0.0,1.58,2.18,0.0,0.0,1.47,4.8,4.5,0.0,0.0,0.0,0.0,1.16,4.4,1.45,2.5,2.02,1.68,1.26,3.25,1.15,1.13,2.4,20.0,16.0,18.0,26.0,10.5,7.5,8.5,14.0,8.0,6.5,7.0,10.5,8.0,6.75,7.5,10.5,0.0
CMCwNHwB,SAUDI ARABIA 1,ROUND 3,2025-09-19,12:35,Al Fayha,Al Shabab,4.0,2.25,2.5,1.33,3.25,2.63,1.44,6.0,1.11,3.5,3.6,1.91,1.04,9.0,1.25,3.75,1.8,2.0,2.75,1.4,5.0,1.14,1.73,2.0,1.8,1.29,1.29,12.0,8.5,10.0,17.0,12.0,7.0,9.0,15.0,19.0,13.0,15.0,23.0,41.0,29.0,34.0,41.0,151.0
Gp4htNDl,AUSTRIA 2,ROUND 7,2025-09-19,13:00,A. Lustenau,Floridsdorfer AC,2.72,2.05,3.9,1.44,2.6,2.85,1.37,6.3,1.09,2.07,3.35,3.35,1.06,7.1,1.31,3.15,1.91,1.8,3.15,1.31,5.5,1.11,1.75,1.95,1.33,1.29,1.75,7.1,10.0,18.0,45.0,7.4,6.4,11.5,29.0,9.75,8.5,14.0,37.0,19.0,16.5,27.0,65.0,500.0
bTLrivS6,AUSTRIA 2,ROUND 7,2025-09-19,13:00,SK Rapid II,Admira,5.1,2.35,2.05,1.33,3.05,2.42,1.5,5.1,1.13,5.2,4.25,1.53,1.04,8.75,1.2,4.0,1.62,2.15,2.5,1.47,4.15,1.19,1.72,2.0,2.47,1.2,1.17,8.75,8.0,7.9,11.25,16.5,8.25,8.25,11.5,32.0,16.5,16.0,22.0,90.0,50.0,45.0,65.0,450.0
b5wd0r5K,AUSTRIA 2,ROUND 7,2025-09-19,13:00,Stripfing,Bregenz,2.25,2.42,3.95,1.27,3.4,2.15,1.62,4.4,1.17,1.78,3.95,3.8,1.03,9.5,1.15,4.7,1.47,2.5,2.15,1.62,3.45,1.26,1.5,2.42,1.27,1.22,2.05,9.5,17.0,26.0,55.0,10.75,8.5,13.0,28.0,10.75,8.5,12.5,27.0,16.0,12.5,18.0,37.0,200.0
hEwGChtC,CYPRUS 1,ROUND 4,2025-09-19,13:00,Ol. Nicosia,Ypsonas,3.1,2.02,3.4,1.47,2.57,2.95,1.36,6.8,1.08,2.55,3.1,2.82,1.09,6.5,1.42,2.77,2.2,1.62,3.85,1.23,7.0,1.08,1.88,1.82,1.45,1.34,1.53,6.5,7.5,14.0,37.0,7.3,6.3,11.25,29.0,13.0,10.25,16.5,45.0,30.0,25.0,40.0,90.0,900.0
IFuNkZrQ,FINLAND 2,CHAMPIONSHIP GROUP,2025-09-19,13:00,JJK Jyvaskyla,KuPS Akatemia,2.4,2.65,3.15,0.0,0.0,1.85,1.83,0.0,0.0,1.92,3.8,3.14,0.0,0.0,1.08,6.25,1.3,3.1,1.8,1.88,2.8,1.37,1.32,2.95,1.3,1.2,1.66,12.5,9.0,10.5,15.0,8.0,6.25,7.0,9.5,8.0,6.25,6.75,9.0,9.0,7.5,8.0,11.0,0.0
0joCzDt4,POLAND 1,ROUND 9,2025-09-19,13:00,GKS Katowice,Cracovia,3.0,2.3,3.25,1.33,3.25,2.5,1.5,6.5,1.11,2.5,3.4,2.75,1.04,13.0,1.22,4.0,1.75,2.05,2.75,1.4,5.5,1.14,1.62,2.2,1.4,1.3,1.5,13.0,11.0,15.0,29.0,10.0,6.5,10.0,21.0,13.0,10.0,12.0,26.0,23.0,19.0,23.0,41.0,151.0
Q14hsOXO,FINLAND 1,RELEGATION GROUP,2025-09-19,13:00,KTP,Jaro,2.75,2.4,3.25,1.25,3.75,2.25,1.57,5.5,1.14,2.2,3.75,2.7,1.03,17.0,1.17,5.0,1.53,2.4,2.38,1.53,4.0,1.22,1.5,2.5,1.44,1.25,1.67,19.0,13.0,17.0,29.0,12.0,8.0,10.0,19.0,13.0,9.5,12.0,23.0,23.0,17.0,21.0,34.0,101.0
I909xuDD,AUSTRIA 2,ROUND 7,2025-09-19,13:00,Hertha Wels,Liefering,3.4,2.18,2.8,1.35,2.95,2.5,1.47,5.3,1.12,2.87,3.45,2.27,1.04,8.25,1.23,3.75,1.7,2.05,2.62,1.44,4.45,1.17,1.57,2.25,1.62,1.28,1.42,8.25,10.0,13.0,24.0,10.75,6.8,9.0,16.5,16.0,10.25,12.0,22.0,35.0,22.0,27.0,45.0,300.0
nHIAe5vg,GERMANY 2,ROUND 6,2025-09-19,13:30,Arminia Bielefeld,Greuther Furth,2.4,2.5,3.75,1.25,3.75,2.2,1.62,5.0,1.17,1.9,3.5,3.9,1.03,17.0,1.14,5.5,1.53,2.4,2.2,1.62,3.75,1.25,1.44,2.63,1.25,1.29,1.91,17.0,17.0,23.0,41.0,12.0,7.5,13.0,26.0,12.0,9.0,11.0,29.0,17.0,13.0,19.0,29.0,101.0
