Id,Date,Time,League,Round,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X_FT,Odd_12_FT,Odd_X2_FT
AXtCtxP8,2025-12-02,02:00,WORLD FRIENDLY WOM,-,Japan W,Canada W,2.1,2.18,5.1,1.57,3.7,4.9,1.31,3.15,2.45,1.39,5.6,1.11,1.04,11.0,1.25,3.55,1.75,1.87,2.95,1.35,5.2,1.12,1.77,1.95,1.15,1.22,2.15
YRZcVmuB,2025-12-02,05:30,BANGLADESH CUP,-,Arambagh,Bangladesh Police,6.0,2.15,2.0,6.0,3.9,1.45,1.39,2.45,2.66,1.36,0.0,0.0,0.0,0.0,1.29,3.05,1.9,1.72,3.25,1.25,0.0,0.0,2.17,1.62,2.37,1.2,1.11
x0tkX9Ab,2025-12-02,05:30,BANGLADESH CUP,-,Fortis,Mohammedan,3.0,1.95,3.5,2.3,3.15,2.82,1.47,2.22,0.0,0.0,0.0,0.0,0.0,0.0,1.4,2.6,2.18,1.53,4.0,1.16,0.0,0.0,2.02,1.71,1.35,1.3,1.5
K4D2qbR0,2025-12-02,06:30,WORLD FRIENDLY WOM,-,Australia W,New Zealand W,1.44,3.2,9.5,1.12,7.0,13.0,1.14,4.8,1.95,1.75,4.0,1.2,1.01,21.0,1.07,7.0,1.33,3.0,1.95,1.75,3.3,1.29,1.95,1.75,1.03,1.07,5.0
2ZB1fT23,2025-12-02,08:00,WORLD FRIENDLY WOM,-,Wales W,Switzerland W,3.75,2.2,2.6,3.3,3.3,2.0,1.33,3.0,2.75,1.4,7.0,1.07,1.01,11.0,1.25,3.6,1.85,1.85,3.3,1.29,6.5,1.08,1.65,2.1,1.73,1.3,1.3
djGi09A4,2025-12-02,09:00,ETHIOPIA 1,Round 8,Mechal,Dire Dawa,2.52,1.83,5.3,1.8,2.95,4.6,1.57,2.02,0.0,0.0,0.0,0.0,0.0,0.0,1.52,2.22,2.4,1.45,4.5,1.14,0.0,0.0,2.27,1.56,1.17,1.32,1.82
vqg95J5k,2025-12-02,09:00,WORLD FRIENDLY WOM,-,Serbia W,Czech Republic W,3.1,2.1,3.1,2.45,3.1,2.63,1.33,3.0,2.88,1.36,7.5,1.06,1.02,10.0,1.25,3.6,1.85,1.85,3.3,1.29,6.5,1.08,1.65,2.1,1.4,1.3,1.5
hI90bmuH,2025-12-02,09:00,ETHIOPIA 1,Round 8,St. George,Arba Menche,2.72,1.85,4.55,2.02,2.85,3.85,1.53,2.1,3.23,1.23,0.0,0.0,1.09,5.1,1.55,2.2,2.27,1.5,5.0,1.11,0.0,0.0,2.32,1.54,1.22,1.34,1.65
QsdXBCHN,2025-12-02,09:00,ROMANIA CUP,Round 2,CSC Dumbravita,CSM Slatina,3.3,2.0,3.3,2.5,3.0,2.7,1.4,2.75,3.2,1.3,8.0,1.05,1.05,8.0,1.33,3.0,2.2,1.6,4.0,1.2,8.0,1.05,1.85,1.85,1.47,1.33,1.47
n14Dz6Al,2025-12-02,09:00,WORLD FIFA ARAB CUP,Round 1,Morocco,Comoros,1.64,2.57,7.5,1.27,5.0,8.0,1.22,3.4,2.2,1.6,4.4,1.14,1.02,15.0,1.17,4.4,1.55,2.28,2.28,1.55,4.0,1.21,1.91,1.7,1.06,1.11,2.75
bkTyPBBF,2025-12-02,09:00,HONG KONG 1,Round 10,Kitchee,Eastern District,1.73,2.63,6.0,1.3,4.75,7.0,1.22,3.75,2.25,1.57,5.0,1.14,1.01,17.0,1.14,5.5,1.5,2.4,2.38,1.57,4.2,1.22,1.75,2.0,1.09,1.17,2.92
IZHfOYi3,2025-12-02,09:30,WORLD FRIENDLY WOM,-,Bosnia & Herzegovina W,Greece W,2.88,2.1,3.6,2.2,3.1,3.0,1.36,2.88,3.0,1.33,8.0,1.05,1.03,9.0,1.3,3.2,2.0,1.73,3.6,1.25,7.5,1.06,1.8,1.91,1.33,1.3,1.62
Y9MuTu7r,2025-12-02,09:30,WORLD FRIENDLY WOM,-,Poland W,Latvia W,1.14,5.0,21.0,1.02,18.0,56.0,1.07,7.0,1.57,2.25,2.88,1.36,1.01,45.0,1.01,11.0,1.13,5.2,1.4,2.75,1.95,1.75,2.6,1.44,1.01,1.01,9.6
zujCgcaf,2025-12-02,10:00,TANZANIA 1,Round 4,Tanzania Prisons,Young Africans,10.1,2.45,1.61,14.0,5.5,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66,2.1,0.0,0.0,0.0,0.0,2.9,1.33,3.2,1.09,1.03
zoR5RMn2,2025-12-02,10:30,NETHERLANDS 1,Round 14,Ajax,Groningen,2.5,2.28,3.8,2.05,3.6,3.5,1.3,3.0,2.45,1.45,5.33,1.1,1.03,13.0,1.22,4.1,1.75,2.05,2.88,1.4,5.5,1.14,1.62,2.2,1.25,1.25,1.73
lYrBRaSb,2025-12-02,10:30,BULGARIA 1,Round 18,Montana,Lok. Sofia,4.0,2.05,2.88,3.5,3.05,2.1,1.44,2.63,3.25,1.33,9.0,1.07,1.08,8.0,1.36,3.0,2.15,1.67,3.75,1.25,9.0,1.07,1.83,1.83,1.67,1.36,1.29
CdcYYsM5,2025-12-02,11:00,EUROPA U19 WOM,Qualification,Switzerland U19 W,Italy U19 W,4.5,2.4,2.0,4.6,3.9,1.6,1.22,3.8,2.25,1.57,5.5,1.11,1.01,13.0,1.14,4.8,1.57,2.25,2.4,1.5,4.5,1.17,1.57,2.25,4.6,3.9,1.6
YsfCTnpQ,2025-12-02,11:00,EUROPA U19 WOM,Qualification,Wales U19 W,France U19 W,12.0,3.2,1.4,18.0,8.0,1.08,1.17,4.5,2.1,1.65,4.8,1.14,0.0,0.0,1.08,6.5,1.4,2.75,2.1,1.65,0.0,0.0,2.4,1.5,18.0,8.0,1.08
vqaQz4ig,2025-12-02,11:00,EUROPA U19 WOM,Qualification,Northern Ireland U19 W,Belarus U19 W,4.33,2.3,2.25,4.0,3.75,1.7,1.29,3.3,2.55,1.45,6.5,1.08,1.01,11.0,1.2,4.0,1.73,2.0,2.88,1.36,5.5,1.11,1.65,2.1,4.0,3.75,1.7
