Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X,Odd_12,Odd_X2,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4
A7Rf09J5,SOUTH KOREA 1,ROUND 23,2025-07-22,07:30,Pohang,Suwon FC,2.5,2.2,4.33,1.37,3.02,2.8,1.42,6.94,1.09,1.85,3.5,3.6,1.02,11.0,1.28,3.48,1.88,1.88,3.2,1.32,6.4,1.09,1.8,1.91,1.25,1.25,1.8,11.0,11.0,19.0,41.0,7.5,7.0,13.0,29.0,9.0,8.5,15.0,34.0,17.0,15.0,26.0,51.0,251.0
v1YAdRIU,SOUTH KOREA 1,ROUND 23,2025-07-22,07:30,Anyang,Daegu,2.75,2.2,3.75,1.37,3.02,2.8,1.42,6.94,1.09,2.15,3.3,3.1,1.02,11.0,1.28,3.48,1.84,1.93,3.2,1.32,6.4,1.09,1.67,2.1,1.36,1.33,1.67,11.0,11.0,17.0,34.0,8.5,6.5,12.0,26.0,11.0,9.0,13.0,34.0,21.0,17.0,26.0,41.0,201.0
rZv2bmlI,SOUTH KOREA 1,ROUND 23,2025-07-22,07:30,Gwangju FC,Gimcheon Sangmu,2.75,2.2,4.0,1.37,3.02,2.8,1.42,6.94,1.09,2.05,3.4,3.25,1.02,11.0,1.28,3.48,1.88,1.88,3.2,1.32,6.4,1.09,1.73,2.0,1.33,1.3,1.73,11.0,11.0,17.0,41.0,8.0,6.5,12.0,26.0,10.0,9.0,15.0,34.0,19.0,17.0,26.0,41.0,201.0
b9HwVbdE,EUROPA CHAMPIONS LEAGUE,QUALIFICATION,2025-07-22,12:00,KuPS (Fin),Kairat Almaty (Kaz),3.1,1.91,3.75,1.56,2.38,3.4,1.3,8.59,1.06,2.5,2.9,2.9,1.1,6.29,1.49,2.5,2.46,1.53,4.48,1.18,8.59,1.05,2.1,1.67,1.36,1.4,1.53,6.5,7.5,13.0,34.0,6.5,6.0,13.0,29.0,10.0,11.0,19.0,41.0,23.0,23.0,41.0,67.0,1250.0
QBPZssgo,NORWAY 2,ROUND 6,2025-07-22,13:00,Egersund,Aalesund,4.33,2.2,2.6,1.35,2.95,2.57,1.44,6.81,1.07,4.0,3.4,1.91,1.03,11.0,1.29,3.51,1.9,1.9,3.25,1.33,6.46,1.1,1.73,2.0,1.83,1.3,1.22,10.0,7.5,9.5,17.0,12.0,6.5,9.0,15.0,21.0,13.0,15.0,26.0,41.0,29.0,41.0,51.0,201.0
2PMAWw3F,EUROPA CHAMPIONS LEAGUE,QUALIFICATION,2025-07-22,13:00,Lincoln Red Imps (Gib),Crvena zvezda (Srb),12.0,3.2,1.4,1.2,4.26,1.92,1.85,3.77,1.24,13.0,8.5,1.13,1.01,15.0,1.11,6.39,1.35,3.1,1.88,1.88,2.85,1.41,2.1,1.67,5.5,1.05,1.01,26.0,11.0,7.5,7.0,34.0,17.0,11.0,11.0,67.0,34.0,29.0,29.0,151.0,81.0,67.0,81.0,1250.0
pzP89SY2,EUROPA CHAMPIONS LEAGUE,QUALIFICATION,2025-07-22,13:00,Noah (Arm),Ferencvaros (Hun),3.75,2.05,2.88,1.47,2.62,3.08,1.34,7.42,1.07,3.0,3.3,2.2,1.08,7.71,1.38,2.95,2.1,1.71,3.71,1.26,6.96,1.09,1.91,1.8,1.62,1.33,1.36,8.5,7.0,10.0,21.0,8.5,6.5,10.0,21.0,15.0,12.0,17.0,34.0,34.0,26.0,41.0,51.0,900.0
dzlSMSNG,EUROPA CHAMPIONS LEAGUE,QUALIFICATION,2025-07-22,14:00,Hamrun (Mlt),Dyn. Kyiv (Ukr),6.5,2.5,1.8,1.3,3.33,2.33,1.58,5.14,1.14,7.5,4.75,1.36,1.02,12.0,1.2,4.36,1.61,2.28,2.48,1.52,4.28,1.21,1.83,1.83,3.0,1.17,1.08,15.0,8.0,7.0,9.0,21.0,9.5,8.5,12.0,41.0,21.0,19.0,23.0,81.0,51.0,51.0,51.0,151.0
KdRVgKfc,EUROPA CHAMPIONS LEAGUE,QUALIFICATION,2025-07-22,14:00,Pafos (Cyp),Maccabi Tel Aviv (Isr),3.1,2.05,3.25,1.44,2.73,2.94,1.37,6.91,1.08,2.5,3.25,2.8,1.07,7.84,1.35,3.1,2.04,1.75,3.53,1.29,6.74,1.1,1.83,1.83,1.4,1.33,1.5,8.5,8.5,13.0,26.0,8.0,6.5,11.0,23.0,12.0,10.0,15.0,34.0,23.0,21.0,34.0,51.0,151.0
hAPwhbP9,EUROPA CHAMPIONS LEAGUE,QUALIFICATION,2025-07-22,14:00,Plzen (Cze),Servette (Sui),1.83,2.4,6.5,1.31,3.25,2.43,1.54,5.48,1.13,1.4,4.75,6.0,1.03,11.0,1.21,4.25,1.67,2.16,2.62,1.47,4.63,1.18,1.91,1.8,1.11,1.17,2.75,15.0,17.0,34.0,67.0,7.5,9.5,19.0,41.0,7.0,9.0,21.0,41.0,9.5,12.0,26.0,51.0,151.0
QJ1INGll,EUROPA CHAMPIONS LEAGUE,QUALIFICATION,2025-07-22,14:00,RFS (Lat),Malmo FF (Swe),4.0,2.2,2.5,1.4,2.8,2.77,1.43,6.62,1.09,3.7,3.4,1.91,1.06,8.29,1.31,3.35,1.94,1.83,3.35,1.31,6.21,1.11,1.8,1.91,1.8,1.3,1.29,10.0,7.5,9.5,17.0,11.0,6.5,9.0,17.0,19.0,13.0,15.0,26.0,41.0,29.0,41.0,51.0,700.0
WCxJejPH,EUROPA CHAMPIONS LEAGUE,QUALIFICATION,2025-07-22,14:00,FC Copenhagen (Den),Drita (Kos),1.4,3.1,13.0,1.22,4.01,2.02,1.77,4.0,1.22,1.11,8.5,17.0,1.01,14.0,1.13,5.69,1.41,2.85,2.0,1.78,3.25,1.33,2.5,1.5,1.01,1.05,6.0,21.0,41.0,81.0,151.0,9.0,17.0,41.0,126.0,6.5,12.0,34.0,101.0,6.0,12.0,41.0,101.0,251.0
4Gq79Clg,EUROPA CHAMPIONS LEAGUE,QUALIFICATION,2025-07-22,15:00,Shkendija (Mkd),FCSB (Rou),5.5,2.05,2.25,1.51,2.5,3.4,1.3,7.54,1.08,4.75,3.5,1.67,1.06,7.97,1.41,2.82,2.22,1.64,3.95,1.22,7.4,1.07,2.2,1.62,2.0,1.22,1.13,8.0,5.5,7.0,12.0,11.0,7.5,9.0,17.0,23.0,17.0,21.0,34.0,51.0,41.0,51.0,81.0,1000.0
dEdG3xop,EUROPA CHAMPIONS LEAGUE,QUALIFICATION,2025-07-22,15:15,Slovan Bratislava (Svk),Zrinjski (Bih),2.0,2.38,5.5,1.33,3.25,2.6,1.48,5.98,1.12,1.53,3.9,5.75,1.01,12.0,1.25,3.74,1.78,2.0,2.8,1.4,5.06,1.15,1.83,1.83,1.13,1.25,2.38,12.0,17.0,34.0,51.0,7.5,8.0,19.0,41.0,7.5,8.5,17.0,41.0,11.0,13.0,26.0,51.0,700.0
CnWN5UmI,EUROPA CHAMPIONS LEAGUE,QUALIFICATION,2025-07-22,15:30,Lech Poznan (Pol),Breidablik (Ice),1.8,2.6,6.5,1.29,3.5,2.3,1.6,4.69,1.18,1.36,4.75,7.0,1.02,11.0,1.17,4.62,1.54,2.38,2.36,1.57,3.89,1.23,1.83,1.83,1.08,1.17,3.0,17.0,21.0,41.0,81.0,8.5,9.5,21.0,51.0,7.5,9.0,19.0,51.0,9.0,11.0,23.0,51.0,151.0
Ue0Sy8Cj,EUROPA CONFERENCE LEAGUE,QUALIFICATION,2025-07-22,15:30,FC Ballkani (Kos),Floriana (Mlt),1.83,2.4,6.5,1.33,3.25,2.5,1.51,5.97,1.12,1.38,4.5,7.0,1.02,11.0,1.22,3.92,1.69,2.12,2.74,1.43,4.54,1.18,2.0,1.73,1.08,1.17,3.0,13.0,19.0,41.0,81.0,7.0,9.0,21.0,51.0,7.0,9.0,21.0,51.0,9.0,12.0,26.0,51.0,600.0
zJ0dxVBC,EUROPA CHAMPIONS LEAGUE,QUALIFICATION,2025-07-22,15:45,Rijeka (Cro),Ludogorets (Bul),3.0,1.95,3.75,1.53,2.46,3.51,1.29,7.92,1.07,2.25,2.9,3.2,1.09,6.5,1.43,2.74,2.4,1.55,4.08,1.21,7.97,1.06,2.0,1.73,1.29,1.3,1.53,7.0,8.5,15.0,34.0,6.5,6.0,13.0,29.0,10.0,10.0,17.0,41.0,21.0,21.0,34.0,51.0,900.0
O6JbeCE4,EUROPA CHAMPIONS LEAGUE,QUALIFICATION,2025-07-22,15:45,Rangers (Sco),Panathinaikos (Gre),2.38,2.25,4.0,1.35,3.1,2.53,1.5,5.79,1.13,1.9,3.7,4.1,1.02,11.0,1.22,3.95,1.72,2.08,2.77,1.42,4.76,1.16,1.73,2.0,1.22,1.29,1.83,11.0,13.0,21.0,41.0,8.0,7.0,15.0,29.0,9.5,9.0,15.0,34.0,15.0,15.0,23.0,41.0,151.0
02wUe86r,COLOMBIA 1,CLAUSURA,2025-07-22,17:00,Dep. Pasto,America De Cali,4.35,1.85,3.0,1.6,2.12,3.95,1.18,0.0,0.0,3.5,3.15,2.18,1.08,6.75,1.55,2.33,2.85,1.38,6.4,1.09,0.0,0.0,2.33,1.52,1.62,1.33,1.28,6.25,5.3,8.0,19.0,6.75,5.8,9.5,25.0,14.0,12.5,20.0,51.0,41.0,41.0,71.0,161.0,0.0
GU1c1UrL,COLOMBIA 1,CLAUSURA,2025-07-22,17:00,Bucaramanga,Once Caldas,2.1,2.2,5.8,1.38,2.7,2.95,1.32,7.0,1.03,1.5,4.1,6.4,1.02,10.5,1.3,3.3,2.02,1.73,3.85,1.23,8.0,1.05,2.08,1.65,1.1,1.21,2.38,10.0,13.0,34.0,101.0,5.5,7.0,17.0,61.0,6.25,7.5,18.0,67.0,9.5,13.0,31.0,101.0,0.0
ILdWrQBU,COLOMBIA 1,CLAUSURA,2025-07-22,18:00,Alianza,Deportes Tolima,3.4,1.95,3.6,1.52,2.35,3.45,1.27,11.0,1.01,2.6,3.1,2.88,1.09,6.94,1.46,2.65,2.55,1.52,4.98,1.16,11.0,1.03,2.1,1.67,1.4,1.36,1.5,7.0,7.0,13.0,29.0,6.5,6.0,11.0,26.0,11.0,11.0,19.0,41.0,26.0,23.0,41.0,67.0,1250.0
6uhzx4cJ,COPA SUDAMERICANA,PLAY OFFS,2025-07-22,19:00,Cerro Largo (Uru),Central Cordoba (Arg),5.0,1.83,2.88,1.65,2.1,3.92,1.21,12.0,1.01,4.33,2.8,2.15,1.14,5.45,1.66,2.23,3.02,1.37,6.22,1.11,15.0,1.01,2.38,1.53,1.67,1.4,1.2,5.0,5.0,8.5,19.0,8.0,6.0,11.0,23.0,19.0,17.0,21.0,41.0,51.0,41.0,51.0,101.0,351.0
zP58LLsn,BRAZIL 2,ROUND 18,2025-07-22,19:00,Operario-PR,Atletico GO,3.4,1.91,4.0,1.62,2.26,3.77,1.24,10.0,1.03,2.5,2.88,3.2,1.13,5.69,1.59,2.31,2.8,1.42,5.55,1.14,12.0,1.02,2.25,1.57,1.36,1.4,1.5,5.5,7.0,13.0,34.0,6.0,6.0,13.0,34.0,10.0,11.0,21.0,51.0,23.0,26.0,41.0,81.0,251.0
4O32PUrK,BRAZIL 2,ROUND 18,2025-07-22,20:00,Athletico-PR,Ferroviaria,2.38,2.0,6.5,1.53,2.33,3.51,1.26,9.27,1.03,1.62,3.5,6.25,1.11,6.33,1.53,2.5,2.5,1.51,4.85,1.17,9.58,1.05,2.5,1.5,1.13,1.29,2.25,6.5,11.0,29.0,67.0,4.75,7.5,21.0,51.0,6.0,9.5,26.0,67.0,11.0,17.0,41.0,101.0,251.0
8nFPWslf,BOLIVIA 1,ROUND 15,2025-07-22,20:00,Tomayapo,Nacional Potosi,2.88,2.25,3.5,1.32,3.0,2.52,1.44,6.39,1.07,2.25,3.25,3.0,1.01,9.99,1.24,3.54,1.74,1.93,2.8,1.36,5.27,1.11,1.62,2.2,1.36,1.33,1.62,12.0,11.0,17.0,34.0,9.0,6.5,11.0,23.0,12.0,9.5,12.0,29.0,21.0,17.0,23.0,41.0,151.0
8pxt3Tdn,COLOMBIA 1,CLAUSURA,2025-07-22,20:10,Santa Fe,Aguilas,2.63,1.95,5.0,1.52,2.35,3.7,1.23,11.0,1.01,1.91,2.9,4.75,1.1,6.46,1.52,2.55,2.6,1.48,5.48,1.14,13.0,1.02,2.25,1.57,1.18,1.4,1.83,6.0,9.5,21.0,51.0,5.5,6.0,17.0,41.0,7.5,9.5,21.0,51.0,15.0,19.0,41.0,81.0,151.0
nFgnmU5K,COPA SUDAMERICANA,PLAY OFFS,2025-07-22,21:30,America De Cali (Col),Bahia (Bra),3.6,2.0,3.25,1.5,2.4,3.37,1.28,9.87,1.02,3.0,2.9,2.63,1.1,6.75,1.46,2.65,2.4,1.58,4.46,1.2,9.97,1.04,2.0,1.73,1.44,1.4,1.36,7.0,7.0,12.0,26.0,8.0,5.5,11.0,23.0,13.0,12.0,15.0,41.0,29.0,26.0,41.0,51.0,351.0
