Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X,Odd_12,Odd_X2,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4
WdtFSWhD,CHINA 1,ROUND 23,2025-08-29,08:00,Qingdao Hainiu,Henan Songshan Longmen,4.75,2.63,2.0,1.22,4.0,2.0,1.73,4.33,1.2,4.75,4.75,1.49,1.02,21.0,1.13,6.0,1.4,2.88,2.0,1.73,3.4,1.3,1.5,2.5,2.3,1.18,1.18,23.0,11.0,10.0,13.0,21.0,9.5,8.5,11.0,29.0,15.0,13.0,17.0,51.0,34.0,29.0,34.0,101.0
zuSH0kmJ,UKRAINE 1,ROUND 4,2025-08-29,09:30,SC Poltava,FK Zorya Luhansk,3.75,1.93,3.0,1.5,2.27,3.33,1.28,7.8,1.04,3.15,2.92,2.32,1.09,6.4,1.44,2.42,2.25,1.5,3.8,1.18,8.0,1.05,1.91,1.7,1.57,1.34,1.3,6.9,5.8,9.5,22.0,7.5,5.5,9.0,21.0,14.5,10.5,15.0,35.0,40.0,29.0,40.0,80.0,800.0
6az14Xmf,UKRAINE 1,ROUND 4,2025-08-29,12:00,Kudrivka,Karpaty Lviv,4.3,2.18,2.35,1.38,2.57,2.47,1.42,5.6,1.11,3.95,3.6,1.8,1.03,9.0,1.25,3.25,1.72,1.88,2.7,1.35,5.0,1.14,1.7,1.93,1.95,1.25,1.22,11.0,7.3,8.5,14.0,11.25,6.6,7.7,13.0,20.0,12.5,13.5,22.0,55.0,32.0,35.0,55.0,400.0
EPZdFVbT,EGYPT 1,ROUND 5,2025-08-29,12:00,Arab Contractors,Ceramica Cleopatra,5.0,1.83,2.72,1.62,2.15,3.65,1.24,8.0,1.05,4.25,2.87,2.02,1.14,4.85,1.62,2.15,2.8,1.38,5.2,1.13,8.75,1.04,2.37,1.52,1.78,1.37,1.23,4.8,4.85,7.8,18.0,7.8,6.0,9.75,22.0,21.0,16.5,23.0,50.0,80.0,65.0,90.0,175.0,101.0
rVOwsJre,FINLAND 2,-,2025-08-29,12:30,PK-35,JIPPO,3.2,2.27,2.75,1.25,3.25,2.15,1.55,4.4,1.13,2.82,3.5,2.22,1.02,14.0,1.19,3.7,1.52,2.22,2.22,1.52,3.5,1.21,1.45,2.4,1.62,1.26,1.42,15.0,10.25,12.5,22.0,12.5,7.0,8.5,15.0,17.5,9.75,10.5,18.5,35.0,19.0,20.0,32.0,175.0
4pDnucD7,FINLAND 2,-,2025-08-29,12:30,JaPS,Ekenas,3.35,2.35,2.55,1.23,3.35,2.15,1.55,4.3,1.14,3.0,3.75,2.05,1.02,15.0,1.15,4.7,1.5,2.27,2.15,1.55,3.4,1.23,1.45,2.37,1.72,1.24,1.33,16.5,10.5,11.75,19.0,13.0,7.4,8.25,13.5,18.0,10.25,11.0,17.5,35.0,20.0,22.0,35.0,175.0
fBBFbb2M,SAUDI ARABIA 1,ROUND 1,2025-08-29,12:50,Al Hilal,Al Riyadh,1.36,3.5,10.0,1.14,5.0,1.67,2.1,3.25,1.33,1.13,9.5,15.0,1.01,17.0,1.06,8.0,1.22,4.0,1.57,2.25,2.25,1.57,1.83,1.83,1.01,1.04,5.5,34.0,41.0,67.0,151.0,15.0,19.0,41.0,81.0,9.0,12.0,29.0,51.0,8.0,11.0,26.0,51.0,600.0
js3Z3KlS,POLAND 1,ROUND 7,2025-08-29,13:00,Arka Gdynia,Wisla Plock,3.4,2.1,3.25,1.44,2.63,3.25,1.33,9.0,1.07,2.63,3.1,2.5,1.07,9.0,1.33,3.25,2.1,1.7,3.75,1.25,8.0,1.08,1.8,1.95,1.44,1.33,1.4,9.0,8.0,12.0,26.0,8.0,6.0,10.0,21.0,13.0,10.0,15.0,34.0,29.0,23.0,34.0,51.0,301.0
CdcMABgR,CYPRUS 1,ROUND 2,2025-08-29,13:00,Chloraka,Paralimni,3.1,2.07,3.3,1.42,2.72,2.8,1.4,6.3,1.1,2.57,3.15,2.77,1.08,6.9,1.37,2.95,2.07,1.7,3.6,1.27,6.4,1.09,1.8,1.91,1.47,1.34,1.53,6.9,7.8,14.5,35.0,7.8,6.3,11.0,27.0,13.5,10.25,15.5,40.0,30.0,24.0,35.0,80.0,700.0
j15xJgGN,AUSTRIA 2,ROUND 5,2025-08-29,13:00,Hertha Wels,Austria Vienna (Am),3.0,2.02,3.6,1.47,2.52,2.95,1.35,6.5,1.08,2.32,3.2,2.95,1.07,6.7,1.35,2.95,2.02,1.7,3.45,1.27,6.0,1.09,1.8,1.9,1.4,1.31,1.6,6.7,8.5,14.5,35.0,7.4,6.2,10.5,26.0,11.0,9.25,14.5,35.0,23.0,19.5,32.0,70.0,600.0
lWoM3Kam,DENMARK 2,ROUND 8,2025-08-29,13:00,Aarhus Fremad,Aalborg,3.0,2.4,3.0,1.25,3.75,2.25,1.57,5.0,1.17,2.4,3.75,2.45,1.03,17.0,1.17,5.0,1.53,2.4,2.25,1.57,4.0,1.22,1.5,2.5,1.5,1.25,1.53,19.0,13.0,15.0,26.0,12.0,8.0,10.0,17.0,15.0,10.0,12.0,21.0,26.0,17.0,21.0,34.0,101.0
WIZKXhKG,TURKEY 2,ROUND 4,2025-08-29,13:00,Vanspor FK,Bandirmaspor,3.6,2.05,3.2,1.44,2.63,3.25,1.33,9.0,1.07,2.7,3.3,2.35,1.06,10.0,1.36,3.0,2.1,1.7,3.75,1.25,8.0,1.08,1.83,1.83,1.53,1.3,1.4,9.0,7.5,11.0,23.0,8.0,6.5,10.0,21.0,13.0,11.0,17.0,34.0,29.0,23.0,34.0,51.0,351.0
ry2UKFoB,AUSTRIA 2,ROUND 5,2025-08-29,13:00,First Vienna,A. Lustenau,2.85,2.1,3.55,1.42,2.67,2.77,1.39,6.1,1.09,2.22,3.4,2.95,1.06,7.3,1.3,3.2,1.9,1.82,3.15,1.31,5.4,1.12,1.75,1.98,1.4,1.29,1.65,7.3,9.25,15.0,35.0,7.9,6.5,10.75,25.0,10.75,9.0,14.0,32.0,21.0,18.0,28.0,65.0,500.0
f7m5NKS9,GERMANY 2,ROUND 4,2025-08-29,13:30,Nurnberg,Paderborn,3.5,2.3,2.75,1.3,3.4,2.5,1.5,6.0,1.13,3.0,3.75,2.15,1.03,15.0,1.2,4.33,1.67,2.15,2.63,1.44,5.0,1.17,1.62,2.2,1.67,1.25,1.36,15.0,9.5,12.0,21.0,12.0,7.5,9.0,17.0,17.0,11.0,13.0,23.0,34.0,21.0,26.0,41.0,151.0
fiTtnk2S,ESTONIA 1,ROUND 26,2025-08-29,13:30,Levadia,Narva,2.07,2.22,5.1,1.27,2.95,2.37,1.42,5.0,1.09,1.55,3.8,5.0,1.02,11.0,1.22,3.5,1.7,1.93,2.83,1.33,4.0,1.16,1.82,1.88,1.14,1.21,2.37,11.5,11.0,21.0,60.0,5.8,6.0,12.0,32.0,6.0,6.3,11.5,32.0,8.5,9.0,16.5,45.0,250.0
04jDLbcM,GERMANY 2,ROUND 4,2025-08-29,13:30,Hertha Berlin,Elversberg,2.75,2.3,3.5,1.3,3.4,2.5,1.5,6.0,1.13,2.2,3.4,3.2,1.04,13.0,1.2,4.33,1.7,2.1,2.63,1.44,5.0,1.17,1.57,2.25,1.36,1.3,1.67,13.0,13.0,17.0,34.0,10.0,6.5,12.0,23.0,12.0,9.0,12.0,29.0,21.0,17.0,23.0,41.0,126.0
6NCdLSpT,ITALY 1,ROUND 2,2025-08-29,13:30,Cremonese,Sassuolo,3.2,2.1,3.4,1.4,2.75,3.0,1.36,8.0,1.08,2.6,3.2,2.75,1.07,9.0,1.33,3.4,2.1,1.73,3.75,1.29,7.0,1.1,1.8,1.95,1.4,1.36,1.5,9.5,9.0,13.0,29.0,8.5,6.0,11.0,23.0,12.0,10.0,13.0,34.0,26.0,21.0,29.0,51.0,251.0
8Y1N1bUa,DENMARK 2,ROUND 8,2025-08-29,14:00,Kolding IF,Hillerod,2.5,2.3,4.0,1.33,3.25,2.63,1.44,6.5,1.11,1.86,3.6,3.8,1.04,13.0,1.22,4.0,1.75,2.05,2.75,1.4,5.5,1.14,1.67,2.1,1.25,1.29,1.91,12.0,13.0,21.0,41.0,8.5,7.0,13.0,29.0,10.0,8.5,13.0,34.0,17.0,15.0,23.0,41.0,151.0
zyneJyOF,PORTUGAL 2,ROUND 4,2025-08-29,14:00,Leiria,Torreense,3.1,2.0,3.75,1.5,2.5,3.4,1.3,10.0,1.06,2.35,3.2,3.1,1.08,8.0,1.44,2.63,2.35,1.57,4.33,1.2,10.0,1.06,2.0,1.73,1.36,1.36,1.57,7.5,8.0,15.0,34.0,6.5,6.0,12.0,29.0,10.0,10.0,17.0,41.0,21.0,21.0,34.0,67.0,351.0
MBKAhCXr,CYPRUS 1,ROUND 2,2025-08-29,14:00,Apollon,Ypsonas,2.0,2.22,6.2,1.42,2.75,2.82,1.4,6.3,1.1,1.5,4.0,6.5,1.07,7.3,1.36,3.0,2.05,1.72,3.55,1.27,6.4,1.1,2.2,1.6,1.13,1.23,2.65,7.3,13.0,40.0,175.0,5.4,8.25,23.0,90.0,6.4,9.25,25.0,100.0,10.25,15.0,40.0,175.0,1250.0
b7OUQ1oJ,DENMARK 1,ROUND 7,2025-08-29,14:00,Vejle,Viborg,3.25,2.2,3.1,1.36,3.0,2.63,1.44,7.0,1.1,2.57,3.5,2.5,1.05,11.0,1.25,3.75,1.85,1.95,3.25,1.33,6.0,1.13,1.7,2.05,1.5,1.29,1.44,11.0,9.5,13.0,26.0,9.5,6.5,10.0,21.0,13.0,10.0,13.0,26.0,26.0,21.0,29.0,41.0,201.0
Gb5VaxaC,DENMARK 2,ROUND 8,2025-08-29,14:00,Hvidovre IF,Hobro,2.75,2.25,3.75,1.33,3.25,2.63,1.44,6.5,1.11,2.05,3.5,3.25,1.04,13.0,1.22,4.0,1.73,2.08,2.75,1.4,5.5,1.14,1.67,2.1,1.33,1.29,1.7,12.0,11.0,17.0,34.0,9.0,7.0,12.0,23.0,11.0,9.0,13.0,29.0,19.0,17.0,23.0,41.0,151.0
29Sjg4FU,SPAIN 3,GROUP 1,2025-08-29,14:15,Real Madrid B,Lugo,2.75,2.0,4.0,1.44,2.63,3.25,1.33,8.0,1.06,2.05,3.0,3.4,1.08,7.0,1.4,2.75,2.25,1.62,4.0,1.22,7.5,1.07,1.91,1.8,1.25,1.3,1.62,7.5,9.5,17.0,41.0,6.5,6.0,13.0,34.0,9.5,9.5,17.0,41.0,19.0,19.0,34.0,51.0,900.0
Qau5ATet,FRANCE 3,ROUND 4,2025-08-29,14:30,Fleury-Merogis,Caen,3.1,1.95,3.5,1.47,2.32,3.2,1.3,7.2,1.05,2.42,3.15,2.8,1.08,7.0,1.39,2.55,2.15,1.55,3.6,1.2,7.4,1.06,1.88,1.72,1.37,1.31,1.53,7.8,7.1,12.0,30.0,6.5,5.8,10.0,24.0,10.25,9.25,15.0,37.0,23.0,21.0,35.0,80.0,600.0
MRYD87Qh,FRANCE 3,ROUND 4,2025-08-29,14:30,Le Puy-en-Velay,Bourg en Bresse,2.92,1.91,3.9,1.52,2.22,3.33,1.28,7.8,1.04,2.2,3.05,3.25,1.09,6.6,1.44,2.42,2.27,1.5,3.85,1.17,8.0,1.05,1.98,1.65,1.29,1.32,1.65,7.1,7.4,14.5,40.0,5.7,5.7,11.25,30.0,8.75,8.75,16.5,45.0,19.0,19.5,37.0,90.0,600.0
lvQU4PPH,FRANCE 3,ROUND 4,2025-08-29,14:30,Valenciennes,Rouen,2.9,1.91,3.95,1.5,2.25,3.2,1.3,8.0,1.04,2.22,3.05,3.25,1.06,7.0,1.42,2.47,2.2,1.53,3.7,1.19,7.6,1.06,1.91,1.7,1.29,1.32,1.62,7.3,7.4,14.5,40.0,6.1,5.7,11.0,30.0,9.25,8.5,15.5,45.0,20.0,18.5,32.0,80.0,800.0
d4Tx33fU,FRANCE 3,ROUND 4,2025-08-29,14:30,Versailles,Villefranche,2.52,1.95,4.65,1.5,2.27,3.2,1.3,7.4,1.04,1.87,3.2,4.1,1.08,6.0,1.4,2.55,2.15,1.55,3.6,1.2,7.6,1.05,1.98,1.65,1.21,1.29,1.88,7.5,8.75,19.0,60.0,5.5,6.0,13.5,40.0,7.5,8.0,16.5,55.0,14.5,15.5,32.0,90.0,151.0
SOyM6oe5,FRANCE 3,ROUND 4,2025-08-29,14:30,Sochaux,Stade Briochin,2.27,2.05,5.2,1.45,2.37,3.0,1.33,7.0,1.06,1.65,3.55,4.85,1.07,7.6,1.37,2.65,2.07,1.6,3.45,1.22,7.0,1.07,2.05,1.62,1.16,1.25,2.15,8.25,10.25,23.0,75.0,5.3,6.7,15.5,50.0,6.4,8.0,18.5,60.0,11.0,14.0,32.0,110.0,151.0
