Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X,Odd_12,Odd_X2,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4,Goals_H_HT,Goals_A_HT,Goals_H_FT,Goals_A_FT,Goals_Min_H,Goals_Min_A,xG_H,xG_A
0OGeOprm,MEXICO 2,CLAUSURA ,2025-02-13,00:00,Atletico La Paz,Celaya,4.9,2.37,2.02,0.0,0.0,2.25,1.5,0.0,0.0,5.0,4.15,1.55,0.0,0.0,1.19,3.75,1.57,2.12,2.35,1.47,3.65,1.19,1.65,1.98,2.4,1.2,1.15,14.0,8.25,8.0,11.5,16.5,8.25,8.25,11.5,32.0,16.0,15.5,22.0,90.0,45.0,45.0,60.0,400.0,1,1,2,3,"[43, 73]","[29, 66, 90]",0,0
EX5Ign8T,COPA LIBERTADORES,QUALIFICATION ,2025-02-13,00:30,Alianza Lima (Per),Nacional Asuncion (Par),2.25,2.05,7.0,1.53,2.38,3.5,1.29,11.0,1.05,1.57,3.4,6.0,1.08,8.0,1.44,2.63,2.35,1.57,4.5,1.18,11.0,1.05,2.38,1.53,1.11,1.29,2.2,7.0,12.0,29.0,67.0,5.0,7.0,21.0,51.0,6.5,9.5,23.0,67.0,11.0,17.0,41.0,81.0,0.0,1,1,3,1,"[11, 50, 55]",[15],3.38,0.73
fkhwVH85,ARGENTINA 1,APERTURA ,2025-02-13,01:15,Godoy Cruz,River Plate,6.5,2.05,2.25,1.5,2.5,3.4,1.3,10.0,1.06,5.75,3.75,1.62,1.08,8.0,1.4,2.75,2.25,1.62,4.33,1.2,10.0,1.06,2.2,1.62,2.25,1.25,1.14,8.0,5.5,6.5,11.0,12.0,7.5,9.0,15.0,29.0,19.0,21.0,34.0,67.0,51.0,51.0,81.0,501.0,0,0,0,0,[],[],0.52,0.67
ABNrvoRa,COLOMBIA 1,APERTURA ,2025-02-13,01:30,Santa Fe,Atl. Nacional,3.75,1.91,3.4,1.57,2.25,3.75,1.25,13.0,1.04,3.0,2.8,2.63,1.13,6.0,1.53,2.38,2.7,1.44,5.5,1.14,13.0,1.04,2.1,1.67,1.44,1.4,1.36,6.0,6.5,11.0,26.0,7.0,5.5,11.0,26.0,13.0,12.0,17.0,41.0,29.0,29.0,41.0,67.0,1250.0,2,2,2,2,"[15, 37]","[25, 32]",2.07,2.12
dEGjo99C,TURKEY 2,ROUND 24,2025-02-13,08:00,Pendikspor,Boluspor,2.88,2.05,4.33,1.5,2.5,3.4,1.3,10.0,1.06,2.05,3.3,3.6,1.08,8.0,1.4,2.75,2.3,1.6,4.33,1.2,10.0,1.06,2.0,1.73,1.29,1.33,1.73,8.0,9.0,17.0,41.0,6.5,6.5,13.0,34.0,9.0,9.5,17.0,41.0,19.0,19.0,34.0,51.0,351.0,1,0,1,0,[16],[],1.73,0.51
MF8SYCgo,EGYPT 1,ROUND 13,2025-02-13,11:00,Modern Sport,El Gaish,3.8,1.72,3.75,1.72,2.0,4.0,1.2,8.75,1.04,3.05,2.52,2.85,1.2,4.1,1.8,1.91,3.35,1.28,6.2,1.09,9.75,1.02,2.5,1.47,1.42,1.45,1.38,4.1,5.3,11.75,37.0,5.8,5.5,12.5,40.0,13.0,12.5,23.0,80.0,40.0,40.0,70.0,200.0,101.0,0,0,0,0,[],[],0.67,0.93
4vKbqmvP,TURKEY 2,ROUND 24,2025-02-13,11:00,Sanliurfaspor,Sakaryaspor,3.6,2.05,3.2,1.44,2.63,3.25,1.33,9.0,1.07,2.88,3.2,2.45,1.07,9.0,1.36,3.0,2.15,1.67,3.75,1.25,9.0,1.07,1.83,1.83,1.53,1.36,1.4,9.0,8.0,12.0,23.0,8.5,6.0,10.0,21.0,13.0,11.0,15.0,29.0,29.0,23.0,34.0,51.0,251.0,0,0,0,1,[],[63],0.98,1.58
p6gI4EEL,SAUDI ARABIA 1,ROUND 20,2025-02-13,11:10,Al Okhdood,Damac,3.1,2.1,3.2,1.4,2.75,2.75,1.4,7.0,1.08,2.55,3.3,2.63,1.05,8.5,1.29,3.5,1.9,1.9,3.25,1.33,5.5,1.13,1.73,2.0,1.44,1.33,1.5,11.0,9.5,13.0,26.0,9.0,6.5,11.0,21.0,13.0,10.0,13.0,29.0,23.0,21.0,29.0,41.0,151.0,0,0,0,0,[],[],1.74,0.31
Oj596zp9,SAUDI ARABIA 1,ROUND 20,2025-02-13,12:25,Al Shabab,Al Qadisiya,3.6,2.3,2.5,1.3,3.4,2.38,1.53,5.0,1.14,3.3,3.7,1.95,1.03,10.0,1.17,4.5,1.57,2.35,2.38,1.53,4.33,1.2,1.53,2.38,1.8,1.29,1.33,15.0,10.0,11.0,19.0,15.0,7.5,9.0,15.0,21.0,13.0,12.0,21.0,34.0,23.0,29.0,34.0,126.0,1,0,2,3,"[16, 68]","[49, 83, 90]",1.50,1.33
jXHdvZVN,EGYPT 1,ROUND 13,2025-02-13,14:00,Enppi,Al Ittihad,4.15,1.75,3.35,1.7,2.05,3.85,1.22,8.5,1.04,3.35,2.6,2.52,1.17,4.4,1.7,2.02,3.05,1.33,5.6,1.11,9.25,1.03,2.32,1.53,1.52,1.44,1.33,4.4,5.4,10.5,29.0,6.4,5.5,10.75,30.0,15.0,13.0,21.0,60.0,50.0,45.0,70.0,175.0,101.0,0,0,1,1,[90],[52],1.95,1.09
GIZEowLh,TURKEY 2,ROUND 24,2025-02-13,14:00,Ankaragucu,Karagumruk,2.88,2.1,3.75,1.4,2.75,3.0,1.36,8.0,1.08,2.15,3.4,3.1,1.05,11.0,1.29,3.5,1.95,1.85,3.4,1.3,6.5,1.11,1.73,2.0,1.36,1.3,1.67,10.0,10.0,15.0,34.0,8.0,6.5,11.0,26.0,11.0,9.0,15.0,34.0,21.0,17.0,26.0,51.0,201.0,0,0,0,1,[],[81],0.13,1.76
