Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X,Odd_12,Odd_X2,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4,Goals_H_HT,Goals_A_HT,Goals_H_FT,Goals_A_FT,Goals_Min_H,Goals_Min_A,xG_H,xG_A
UXZyXrmf,MEXICO 1,CLAUSURA ,2025-01-19,00:00,Atlas,Club Leon,3.4,2.0,3.5,1.5,2.5,3.4,1.3,10.0,1.06,2.6,3.2,2.8,1.08,8.0,1.4,2.75,2.25,1.62,4.33,1.2,10.0,1.06,1.95,1.8,1.4,1.36,1.5,8.0,8.0,13.0,29.0,7.5,6.0,11.0,23.0,12.0,10.0,15.0,34.0,26.0,23.0,34.0,51.0,351.0,0,0,1,2,[63],"[82, 90]",0.60,1.33
8SMvYNrg,GREECE 2,ROUND 16,2025-01-19,06:45,Kifisia,Kalamata,2.8,1.83,4.85,1.6,2.25,3.5,1.28,8.0,1.06,2.1,2.75,4.4,1.14,5.1,1.57,2.3,2.7,1.42,5.0,1.15,8.75,1.05,2.15,1.62,1.23,1.42,1.75,5.1,9.0,25.0,90.0,5.2,5.8,16.0,60.0,9.0,10.0,20.0,75.0,22.0,24.0,50.0,150.0,700.0,0,0,1,0,[64],[],0,0
MVnXfgMi,TURKEY 1,ROUND 20,2025-01-19,07:30,Goztepe,Antalyaspor,2.2,2.38,5.0,1.33,3.25,2.63,1.44,6.5,1.11,1.6,3.8,5.25,1.04,13.0,1.22,4.0,1.7,2.1,2.63,1.44,5.0,1.17,1.73,2.0,1.17,1.25,2.3,13.0,17.0,29.0,51.0,8.0,7.5,17.0,41.0,8.0,8.5,15.0,41.0,12.0,13.0,23.0,41.0,201.0,1,0,1,0,[8],[],3.65,0.39
6mbccL1E,TURKEY 2,ROUND 20,2025-01-19,07:30,Igdir FK,Boluspor,2.3,2.2,5.5,1.44,2.63,3.0,1.36,9.0,1.07,1.67,4.0,4.75,1.06,10.0,1.33,3.25,2.05,1.75,3.5,1.29,8.0,1.08,2.0,1.73,1.18,1.22,2.15,10.0,11.0,23.0,51.0,6.5,7.5,15.0,41.0,7.5,8.5,19.0,41.0,12.0,15.0,29.0,67.0,700.0,0,0,0,1,[],[90],0.89,1.14
S4gIZH97,TURKEY 2,ROUND 20,2025-01-19,07:30,Keciorengucu,Sakaryaspor,2.88,2.1,3.6,1.4,2.75,3.0,1.36,8.0,1.08,2.25,3.3,3.1,1.05,11.0,1.25,3.75,1.9,1.9,3.25,1.33,6.5,1.11,1.73,2.0,1.36,1.33,1.62,10.0,10.0,15.0,34.0,8.0,6.5,12.0,26.0,11.0,9.5,13.0,34.0,21.0,19.0,26.0,41.0,201.0,1,2,2,3,"[17, 63]","[12, 35, 88]",2.25,1.80
pCtdV8Wa,PORTUGAL 2,ROUND 18,2025-01-19,08:00,Vizela,Leiria,2.75,2.05,4.33,1.44,2.63,3.25,1.33,10.0,1.06,2.05,3.4,3.6,1.07,9.0,1.36,3.0,2.2,1.65,4.0,1.22,9.0,1.07,1.91,1.8,1.29,1.3,1.73,8.5,9.5,17.0,41.0,6.5,6.5,13.0,29.0,9.5,9.0,17.0,41.0,19.0,19.0,29.0,51.0,351.0,0,0,1,0,[58],[],0,0
bm2X2dn2,SPAIN 3,GROUP 1 ,2025-01-19,08:00,Andorra,Ath Bilbao B,2.4,2.0,5.0,1.5,2.5,3.5,1.29,8.0,1.06,1.73,3.4,4.1,1.07,7.5,1.4,2.75,2.3,1.6,4.33,1.2,8.0,1.06,2.2,1.62,1.17,1.25,1.91,7.5,9.5,21.0,51.0,5.5,7.0,15.0,41.0,7.5,9.5,21.0,51.0,13.0,17.0,34.0,81.0,900.0,0,0,0,2,[],"[69, 89]",0,0
vcKewZTi,SPAIN 3,GROUP 1 ,2025-01-19,08:00,Unionistas,Celta Vigo B,2.63,2.0,4.33,1.5,2.5,3.4,1.3,8.0,1.06,1.91,3.0,4.0,1.08,7.0,1.36,3.0,2.25,1.62,4.0,1.22,7.5,1.07,2.0,1.73,1.17,1.3,1.73,7.5,10.0,21.0,41.0,6.5,6.0,15.0,34.0,8.5,9.5,17.0,41.0,17.0,19.0,34.0,51.0,800.0,2,1,2,1,"[8, 32]",[12],0,0
tUOpHrDk,SPAIN 3,GROUP 1 ,2025-01-19,08:00,Zamora,Osasuna B,2.25,2.1,5.5,1.44,2.63,3.25,1.33,7.5,1.07,1.62,3.5,5.25,1.06,8.0,1.33,3.25,2.08,1.73,3.75,1.25,7.0,1.08,2.1,1.67,1.11,1.22,2.1,8.5,13.0,26.0,51.0,6.0,7.0,19.0,41.0,7.0,9.0,19.0,51.0,12.0,15.0,34.0,67.0,800.0,0,0,1,0,[81],[],0,0
IJ5M9QFU,SPAIN 3,GROUP 2 ,2025-01-19,08:00,Alcoyano,UD Ibiza,3.25,1.83,3.75,1.62,2.2,4.0,1.22,9.0,1.04,2.35,2.88,2.88,1.11,6.0,1.53,2.38,2.63,1.44,5.0,1.14,9.0,1.04,2.2,1.62,1.33,1.33,1.5,6.0,7.0,13.0,34.0,6.0,6.0,13.0,29.0,10.0,11.0,21.0,41.0,23.0,26.0,41.0,81.0,101.0,1,0,1,0,[36],[],0,0
