Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X_FT,Odd_12_FT,Odd_X2_FT,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4
pSCemGAC,EGYPT 1,ROUND 7,2025-09-17,11:00,Arab Contractors,Pharco,2.9,1.83,4.55,1.62,2.18,3.5,1.26,7.8,1.05,2.18,2.75,3.95,1.15,4.85,1.6,2.2,2.75,1.39,5.1,1.13,8.5,1.04,2.25,1.57,1.26,1.39,1.7,4.85,7.9,19.5,65.0,5.1,5.6,14.0,50.0,8.75,9.75,19.5,70.0,21.0,24.0,50.0,150.0,101.0
GWzcxdP1,BOSNIA 1,ROUND 2,2025-09-17,11:00,Zrinjski,Sloga Doboj,1.6,2.5,10.75,1.33,3.0,2.4,1.44,6.0,1.08,1.19,5.7,14.0,1.01,11.78,1.22,3.45,1.65,1.98,2.55,1.39,5.33,1.11,2.57,1.38,1.03,1.1,3.3,11.5,26.0,100.0,500.0,5.7,11.75,45.0,250.0,4.75,9.75,37.0,200.0,5.7,11.75,45.0,250.0,101.0
xCvUBZtK,ESTONIA 1,ROUND 28,2025-09-17,11:15,Narva,Kalju,3.3,2.15,2.8,1.29,2.85,2.35,1.42,5.0,1.09,2.77,3.3,2.22,1.03,11.0,1.2,3.5,1.65,1.98,2.6,1.36,4.3,1.12,1.61,2.2,1.6,1.27,1.36,12.0,7.3,9.25,16.5,8.5,5.4,7.0,12.5,12.0,7.8,9.0,16.0,23.0,15.5,18.0,29.0,150.0
G6gZkhK0,ESTONIA 1,ROUND 28,2025-09-17,11:30,Harju JK Laagri,Kuressaare,2.27,2.32,3.85,1.22,3.3,2.1,1.53,4.2,1.13,1.78,3.7,3.65,1.01,15.0,1.13,4.2,1.52,2.22,2.22,1.52,3.5,1.2,1.49,2.45,1.24,1.23,1.93,15.0,11.5,17.5,37.0,7.6,6.2,9.5,20.0,8.0,6.6,9.25,19.5,11.75,9.75,14.0,27.0,120.0
Sndyyi8F,SPAIN 3,GROUP 1,2025-09-17,12:00,Real Madrid B,Racing Club Ferrol,4.0,2.2,2.4,1.36,3.0,2.63,1.44,6.5,1.1,4.0,3.1,1.85,1.06,8.0,1.29,3.5,1.93,1.88,3.25,1.33,6.0,1.11,1.73,2.0,1.8,1.29,1.17,10.0,8.0,9.5,15.0,13.0,6.5,9.0,15.0,21.0,15.0,13.0,26.0,41.0,34.0,41.0,41.0,151.0
fmDL2DBG,CZECH 1,ROUND 2,2025-09-17,12:00,Ostrava,Teplice,2.05,2.4,5.5,1.3,3.4,2.38,1.53,6.0,1.13,1.57,4.33,5.25,1.03,15.0,1.2,4.33,1.65,2.2,2.63,1.44,4.5,1.18,1.75,2.0,1.17,1.2,2.3,15.0,17.0,29.0,51.0,8.5,8.5,17.0,41.0,8.0,8.5,15.0,41.0,12.0,12.0,21.0,41.0,201.0
CYnrlWlD,ESTONIA 1,ROUND 28,2025-09-17,13:00,Levadia,Flora,2.45,2.07,4.2,1.37,2.5,2.45,1.39,5.4,1.08,1.88,3.25,3.7,1.03,9.6,1.23,3.25,1.78,1.82,2.75,1.32,4.7,1.1,1.71,2.02,1.23,1.28,1.82,10.0,8.25,14.5,35.0,6.1,5.2,9.25,23.0,7.4,6.4,10.0,25.0,12.5,10.5,16.0,35.0,200.0
SUz8x0so,CYPRUS 1,ROUND 1,2025-09-17,13:00,Omonia,AEK Larnaca,3.0,2.1,3.35,1.42,2.75,2.77,1.42,6.2,1.1,2.37,3.4,2.85,1.06,8.0,1.27,3.5,1.82,1.93,2.95,1.37,5.2,1.14,1.65,2.12,1.44,1.3,1.6,8.0,9.75,16.5,37.0,8.25,6.9,10.75,24.0,13.0,9.75,13.5,30.0,26.0,20.0,29.0,60.0,450.0
MqG06D4s,ESTONIA 1,ROUND 28,2025-09-17,13:30,Tallinna Kalev,Paide,7.6,2.8,1.57,1.16,3.85,1.85,1.7,3.6,1.17,9.75,5.5,1.21,1.01,18.0,1.1,4.7,1.37,2.55,1.91,1.7,3.0,1.27,1.92,1.8,3.05,1.11,1.05,18.5,7.4,5.8,6.2,24.0,9.25,7.2,7.7,55.0,22.0,15.5,17.0,175.0,70.0,50.0,50.0,250.0
0zLZTIeC,USA 2,-,2025-09-17,13:30,Birmingham,Tampa Bay,2.72,2.18,3.55,1.37,2.87,2.55,1.45,5.4,1.12,2.1,3.4,3.05,1.05,8.0,1.24,3.65,1.72,2.0,2.72,1.4,4.6,1.16,1.62,2.18,1.36,1.28,1.72,8.0,11.5,18.0,40.0,8.75,6.8,10.75,24.0,11.0,8.75,12.5,28.0,20.0,16.0,23.0,50.0,300.0
