Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X,Odd_12,Odd_X2,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4
AqPKHe7T,JAPAN 1,ROUND 5,2025-07-02,07:00,Vissel Kobe,Sanfrecce Hiroshima,3.25,2.05,3.5,1.44,2.63,3.05,1.33,7.5,1.05,2.55,3.2,2.8,1.04,9.5,1.33,3.15,2.16,1.66,4.1,1.22,9.0,1.05,1.95,1.8,1.4,1.36,1.5,8.0,8.0,13.0,29.0,7.5,6.0,11.0,23.0,12.0,10.0,15.0,34.0,26.0,21.0,34.0,51.0,351.0
YDpiybDM,FINLAND 1,-,2025-07-02,12:00,HJK,Jaro,1.67,2.88,8.5,1.22,3.8,2.07,1.68,4.4,1.17,1.27,5.75,9.0,1.01,20.0,1.1,5.8,1.42,2.65,2.17,1.61,3.9,1.21,1.91,1.91,1.07,1.13,3.75,19.0,26.0,51.0,101.0,9.5,12.0,26.0,51.0,7.5,9.5,21.0,51.0,8.5,10.0,23.0,51.0,251.0
QBPVTF5d,FINLAND 1,-,2025-07-02,12:00,Ilves,KTP,1.4,3.6,11.0,1.11,5.4,1.66,2.1,3.05,1.33,1.13,9.5,12.0,1.01,30.0,1.01,11.0,1.17,4.4,1.54,2.33,2.3,1.54,1.8,1.95,1.05,1.07,6.0,34.0,41.0,67.0,151.0,15.0,21.0,34.0,67.0,9.5,11.0,29.0,51.0,8.5,10.0,23.0,51.0,201.0
4dyNVyyp,FINLAND 1,-,2025-07-02,12:00,Inter Turku,Mariehamn,1.53,3.1,10.0,1.19,4.1,1.96,1.76,4.1,1.2,1.18,7.0,13.0,1.01,23.0,1.07,6.75,1.35,2.95,1.98,1.73,3.4,1.27,1.91,1.91,1.04,1.1,4.5,23.0,34.0,51.0,151.0,11.0,13.0,34.0,67.0,7.5,10.0,23.0,51.0,8.0,10.0,23.0,51.0,251.0
hIHHiJc3,FINLAND 1,-,2025-07-02,12:00,VPS,Haka,2.4,2.4,4.0,1.25,3.55,2.2,1.58,4.8,1.14,1.9,3.8,3.6,1.01,13.0,1.13,5.1,1.5,2.4,2.35,1.52,4.35,1.18,1.57,2.25,1.29,1.25,1.91,15.0,13.0,21.0,41.0,9.5,7.5,12.0,26.0,11.0,8.5,13.0,29.0,17.0,13.0,21.0,41.0,126.0
M3UPzsHM,FINLAND 2,-,2025-07-02,12:00,Keski-Uusimaa,Rovaniemi,2.1,2.75,4.0,1.14,4.9,2.05,1.66,3.7,1.23,1.73,4.1,3.4,1.02,21.0,1.1,5.5,1.38,2.75,1.97,1.73,3.15,1.3,1.5,2.5,1.29,1.2,1.91,21.0,17.0,23.0,41.0,12.0,9.0,13.0,26.0,12.0,9.0,13.0,26.0,17.0,13.0,19.0,34.0,101.0
vLAdVKvp,FINLAND 2,-,2025-07-02,12:30,Mikkeli,Inter Turku 2,2.5,2.63,3.4,1.17,4.4,1.84,1.84,3.7,1.23,1.95,4.1,2.7,1.01,23.0,1.08,6.25,1.3,3.1,1.79,1.89,2.75,1.38,1.36,3.0,1.4,1.2,1.73,26.0,17.0,21.0,34.0,15.0,9.5,11.0,19.0,15.0,9.5,12.0,21.0,21.0,15.0,17.0,29.0,81.0
CY84Tb9d,FINLAND 2,-,2025-07-02,12:30,OLS Oulu,KPV Kokkola,2.1,2.6,4.5,1.23,3.7,2.12,1.62,4.2,1.18,1.55,4.5,4.0,1.02,21.0,1.12,5.1,1.43,2.6,2.08,1.65,3.35,1.26,1.53,2.38,1.2,1.17,2.25,23.0,19.0,26.0,51.0,11.0,10.0,15.0,29.0,10.0,8.5,15.0,29.0,13.0,12.0,19.0,41.0,126.0
Stiii213,FINLAND 2,-,2025-07-02,13:00,Atlantis,Tampere Utd,3.0,2.4,3.0,1.23,3.7,2.2,1.58,4.7,1.15,2.4,3.75,2.35,1.01,17.0,1.13,4.8,1.46,2.48,2.18,1.58,3.7,1.22,1.5,2.5,1.53,1.22,1.5,17.0,12.0,15.0,26.0,12.0,8.0,10.0,17.0,15.0,10.0,12.0,21.0,26.0,19.0,21.0,34.0,101.0
4IWFLcJb,PERU 1,APERTURA,2025-07-02,17:00,Juan Pablo II,FBC Melgar,4.5,2.1,2.6,1.41,2.65,2.95,1.34,7.0,1.06,4.0,3.2,2.0,1.03,10.0,1.29,3.4,2.0,1.75,3.65,1.25,8.0,1.06,1.91,1.8,1.8,1.36,1.22,8.0,6.5,9.0,17.0,10.0,6.0,9.0,17.0,19.0,15.0,15.0,29.0,41.0,34.0,41.0,51.0,301.0
8nyiwClf,ARGENTINA COPA,1/16-FINALS,2025-07-02,18:45,Racing Club,San Martin S.J.,2.2,2.05,6.7,1.48,2.48,3.2,1.3,8.0,1.05,1.65,3.45,6.6,1.06,8.0,1.38,2.9,2.28,1.61,4.6,1.18,10.5,1.03,2.25,1.6,1.13,1.29,2.32,6.7,11.75,40.0,175.0,5.1,7.2,24.0,110.0,6.8,9.0,24.0,120.0,12.5,16.5,45.0,175.0,251.0
2gCaNq3N,USA 2,-,2025-07-02,21:00,Birmingham,Charleston,4.3,2.3,2.27,1.3,3.15,2.48,1.47,5.6,1.1,3.95,3.8,1.72,1.02,13.0,1.2,4.1,1.64,2.1,2.65,1.42,4.6,1.15,1.7,2.05,2.1,1.23,1.24,8.25,8.25,8.75,14.0,13.5,7.6,8.25,13.0,23.0,13.5,14.5,23.0,60.0,35.0,37.0,60.0,400.0
ITK60UTi,ARGENTINA COPA,1/16-FINALS,2025-07-02,21:15,Platense,Ind. Rivadavia,3.3,1.75,4.25,1.66,2.1,4.1,1.19,12.0,1.02,2.42,2.77,3.4,1.11,6.25,1.63,2.23,3.15,1.34,7.5,1.08,14.0,1.01,2.37,1.52,1.33,1.42,1.57,4.7,6.6,16.5,55.0,5.3,6.1,15.0,55.0,10.5,11.75,25.0,90.0,28.0,32.0,70.0,200.0,251.0
