Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X,Odd_12,Odd_X2,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4,Goals_H_HT,Goals_A_HT,Goals_H_FT,Goals_A_FT,Goals_Min_H,Goals_Min_A,xG_H,xG_A
0hbjpfDG,ARGENTINA 1,APERTURA ,2025-02-04,00:30,Argentinos Jrs,Platense,3.25,1.73,5.5,1.9,1.9,6.0,1.13,21.0,1.02,2.2,2.7,4.2,1.2,4.33,1.83,1.83,4.0,1.25,10.0,1.06,23.0,1.01,3.0,1.36,1.22,1.44,1.67,4.33,6.5,19.0,51.0,4.5,6.5,19.0,51.0,8.5,12.0,29.0,81.0,21.0,29.0,51.0,151.0,101.0,0,0,1,0,[90],[],1.55,0.46
t4sQkwSs,ARGENTINA 1,APERTURA ,2025-02-04,00:30,Belgrano,Ind. Rivadavia,2.63,1.95,5.0,1.57,2.25,3.75,1.25,11.0,1.05,1.9,3.3,4.5,1.1,7.0,1.5,2.5,2.5,1.5,5.0,1.17,11.0,1.05,2.2,1.62,1.18,1.33,1.91,7.0,9.0,21.0,51.0,5.5,6.5,15.0,41.0,7.5,9.5,21.0,51.0,15.0,19.0,41.0,81.0,101.0,0,3,0,3,[],"[7, 17, 45]",1.05,1.76
IJ3D7DjL,COLOMBIA 1,APERTURA ,2025-02-04,01:30,Llaneros,U. Magdalena,3.2,1.91,4.33,1.57,2.25,3.75,1.25,13.0,1.04,2.3,2.8,3.5,1.11,6.5,1.5,2.5,2.6,1.48,5.5,1.14,13.0,1.04,2.1,1.67,1.29,1.4,1.57,6.0,8.0,15.0,41.0,6.0,5.5,13.0,34.0,9.5,10.0,19.0,51.0,21.0,23.0,41.0,67.0,800.0,2,0,2,0,"[45, 45]",[],0.47,0.36
0GKf0s3t,SAUDI ARABIA 2,ROUND 20,2025-02-04,09:55,Al Taee,Al Ain,2.2,2.12,5.2,1.43,2.65,2.7,1.41,0.0,0.0,1.65,3.5,5.0,0.0,0.0,1.32,3.1,1.99,1.73,3.4,1.27,0.0,0.0,2.0,1.65,1.16,1.25,2.18,8.25,11.5,28.0,100.0,5.7,6.9,17.0,60.0,6.9,8.5,19.0,65.0,12.0,15.0,35.0,110.0,800.0,2,1,3,2,"[19, 27, 90]","[32, 90]",0,0
fFD3bLXh,SAUDI ARABIA 2,ROUND 20,2025-02-04,10:15,Neom SC,Al Jubail,1.7,2.3,10.25,1.4,2.52,2.4,1.51,0.0,0.0,1.23,4.9,13.5,0.0,0.0,1.23,3.75,1.72,2.01,2.8,1.39,0.0,0.0,2.25,1.5,1.04,1.13,4.05,11.0,32.0,120.0,700.0,6.1,10.5,40.0,250.0,5.4,9.25,29.0,175.0,6.8,11.5,37.0,175.0,101.0,1,1,2,2,"[5, 50]","[22, 90]",0,0
pGSH2VLM,ROMANIA 1,ROUND 25,2025-02-04,11:00,Gloria Buzau,FC Botosani,3.6,2.0,3.4,1.5,2.5,3.5,1.29,11.0,1.05,2.88,2.9,2.7,1.08,8.0,1.4,2.75,2.3,1.6,4.33,1.2,10.0,1.06,1.91,1.8,1.44,1.4,1.4,7.5,7.5,12.0,26.0,8.0,5.5,11.0,23.0,13.0,11.0,15.0,34.0,29.0,26.0,41.0,51.0,351.0,0,1,0,2,[],"[14, 72]",0.29,1.82
SSBBda25,SAUDI ARABIA 2,ROUND 20,2025-02-04,12:20,Al-Faisaly,Al Hazem,4.15,2.1,2.5,1.39,2.55,2.6,1.44,0.0,0.0,3.7,3.4,1.9,0.0,0.0,1.26,3.5,1.82,1.89,3.0,1.34,0.0,0.0,1.72,1.9,1.87,1.27,1.24,10.0,7.4,9.25,16.5,10.75,6.7,8.25,15.0,20.0,12.5,14.5,26.0,55.0,35.0,40.0,65.0,500.0,0,0,0,1,[],[49],0,0
SfMzJj63,ROMANIA 1,ROUND 25,2025-02-04,13:00,FC Rapid Bucuresti,Unirea Slobozia,1.91,2.4,7.5,1.36,3.0,2.63,1.44,7.0,1.1,1.36,4.75,7.5,1.04,12.0,1.25,3.75,1.75,2.05,3.0,1.36,5.5,1.14,2.1,1.67,1.1,1.18,3.0,12.0,17.0,41.0,81.0,6.5,9.5,23.0,51.0,6.5,9.0,23.0,51.0,8.5,12.0,29.0,67.0,1000.0,1,1,2,1,"[23, 90]",[6],2.67,1.09
SxDFZ1as,ISRAEL 2,ROUND 22,2025-02-04,14:00,H. Akko,Nof Hagalil,2.8,2.12,3.45,1.43,2.65,2.65,1.42,0.0,0.0,2.18,3.4,2.95,0.0,0.0,1.27,3.4,1.85,1.86,3.05,1.33,0.0,0.0,1.7,1.93,1.38,1.27,1.65,10.5,9.75,15.5,35.0,8.0,6.6,10.75,25.0,10.75,9.0,14.0,32.0,21.0,17.5,27.0,60.0,450.0,0,0,2,0,"[67, 90]",[],0,0
tO9CtGeR,ISRAEL 2,ROUND 22,2025-02-04,14:00,Hap. Ramat Gan,Bnei Yehuda,2.72,2.22,3.35,1.38,2.6,2.32,1.55,0.0,0.0,2.15,3.65,2.85,0.0,0.0,1.18,4.3,1.6,2.2,2.45,1.49,0.0,0.0,1.6,2.07,1.36,1.25,1.65,13.0,10.75,15.5,32.0,9.25,7.1,10.5,22.0,11.5,9.0,13.0,28.0,21.0,16.0,24.0,50.0,350.0,0,0,2,0,"[66, 90]",[],0,0
