Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X,Odd_12,Odd_X2,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4,Goals_H_HT,Goals_A_HT,Goals_H_FT,Goals_A_FT,Goals_Min_H,Goals_Min_A,xG_H,xG_A
YVFg00dl,AUSTRALIA 1,ROUND 15,2025-01-17,03:00,Western United,Newcastle Jets,2.2,2.5,4.5,1.25,3.75,2.2,1.62,5.0,1.17,1.67,4.33,4.33,1.02,19.0,1.14,5.5,1.44,2.75,2.1,1.73,3.5,1.3,1.5,2.5,1.2,1.2,2.15,21.0,19.0,26.0,51.0,11.0,9.0,15.0,29.0,11.0,8.5,13.0,29.0,15.0,12.0,19.0,34.0,101.0,2,0,3,1,"[17, 37, 54]",[58],2.03,1.33
6LVE7r4E,AUSTRALIA 1,ROUND 15,2025-01-17,05:35,WS Wanderers,Central Coast Mariners,2.5,2.3,4.0,1.33,3.25,2.63,1.44,6.5,1.11,1.95,3.7,3.75,1.04,13.0,1.2,4.5,1.67,2.2,2.63,1.5,4.5,1.2,1.62,2.2,1.25,1.29,1.8,13.0,13.0,21.0,41.0,9.0,7.0,12.0,26.0,10.0,8.5,13.0,29.0,17.0,15.0,21.0,41.0,151.0,0,1,1,3,[85],"[14, 69, 90]",1.98,2.33
t8HA7I3l,ENGLAND U21,-,2025-01-17,09:00,Southampton U21,Newcastle Utd U21,2.1,2.6,3.9,1.17,3.85,1.9,1.72,3.75,1.19,1.65,4.2,3.75,0.0,0.0,1.19,3.75,1.34,2.75,1.88,1.72,2.92,1.3,1.4,2.55,1.22,1.19,2.15,22.0,20.0,29.0,60.0,13.0,9.75,14.0,29.0,11.5,8.75,12.5,26.0,15.5,11.5,16.5,35.0,175.0,2,1,4,2,"[6, 41, 78, 90]","[13, 85]",0,0
dIIofWzo,SAUDI ARABIA 2,ROUND 17,2025-01-17,09:30,Al-Faisaly,Ohod,2.1,2.15,5.7,1.47,2.5,0.0,0.0,0.0,0.0,1.57,3.6,5.8,0.0,0.0,1.34,3.0,2.05,1.69,3.6,1.25,0.0,0.0,2.02,1.62,1.13,1.24,2.35,8.5,13.0,35.0,120.0,5.6,7.2,19.0,70.0,6.5,8.25,20.0,75.0,10.75,14.0,35.0,120.0,900.0,0,0,0,1,[],[73],0,0
CQ0YHZSi,SAUDI ARABIA 2,ROUND 17,2025-01-17,09:55,Abha,Al Ain,2.57,2.0,4.35,1.53,2.37,2.7,1.41,0.0,0.0,1.98,3.05,3.9,0.0,0.0,1.39,2.8,2.19,1.6,3.9,1.21,0.0,0.0,1.93,1.7,1.22,1.32,1.8,7.4,9.5,21.0,65.0,5.8,6.0,13.5,40.0,8.25,8.75,16.5,50.0,17.5,18.5,35.0,100.0,900.0,0,0,0,0,[],[],0,0
QgYp1mxI,ISRAEL 2,ROUND 19,2025-01-17,10:00,Bnei Yehuda,Hapoel Kfar Saba,2.25,2.18,4.6,1.46,2.55,2.5,1.48,0.0,0.0,1.7,3.7,4.4,0.0,0.0,1.24,3.7,1.75,1.96,2.85,1.38,0.0,0.0,1.72,1.88,1.19,1.23,2.12,11.25,13.0,26.0,70.0,7.3,7.3,14.5,40.0,8.0,8.25,15.0,45.0,13.0,13.0,25.0,65.0,500.0,1,1,1,1,[36],[31],0,0
4vpx3975,ISRAEL 2,ROUND 19,2025-01-17,10:00,H. Ironi Rishon,M. Herzliya,3.1,2.02,3.3,1.46,2.55,2.65,1.42,0.0,0.0,2.57,3.0,2.72,0.0,0.0,1.31,3.15,1.97,1.74,3.35,1.28,0.0,0.0,1.65,1.98,1.44,1.33,1.47,8.75,8.25,14.0,35.0,8.5,5.8,9.75,24.0,13.5,9.5,12.5,32.0,30.0,21.0,28.0,55.0,450.0,1,0,2,0,"[44, 49]",[],0,0
YJygaR6U,ISRAEL 2,ROUND 19,2025-01-17,10:00,Hapoel Afula,Maccabi Jaffa,2.9,2.05,3.5,0.0,0.0,2.6,1.43,0.0,0.0,2.32,3.1,2.95,0.0,0.0,1.27,3.45,1.85,1.85,3.05,1.33,0.0,0.0,1.62,2.02,1.34,1.31,1.57,9.75,9.75,16.0,37.0,8.25,6.1,10.25,25.0,12.0,9.0,12.5,30.0,25.0,18.5,26.0,55.0,400.0,1,1,2,2,"[45, 71]","[16, 81]",0,0
vNsBlAhC,ISRAEL 2,ROUND 19,2025-01-17,10:00,Nof Hagalil,Hapoel Umm al-Fahm,2.2,2.25,4.45,0.0,0.0,2.4,1.51,0.0,0.0,1.7,3.75,4.3,0.0,0.0,1.21,3.9,1.68,2.07,2.65,1.42,0.0,0.0,1.65,2.0,1.19,1.23,2.12,12.5,14.0,26.0,70.0,8.0,7.5,14.0,37.0,8.75,8.0,14.0,40.0,13.5,12.5,22.0,55.0,400.0,1,0,2,1,"[15, 85]",[81],0,0
pE9ZY1Np,SAUDI ARABIA 1,ROUND 15,2025-01-17,10:15,Al Khaleej,Al Orubah,2.3,2.05,5.5,1.44,2.63,3.4,1.3,8.0,1.06,1.67,3.6,4.75,1.07,7.5,1.36,3.0,2.15,1.67,4.0,1.22,7.5,1.07,2.1,1.67,1.17,1.29,2.1,8.5,11.0,23.0,51.0,6.0,7.5,17.0,41.0,7.0,9.0,21.0,51.0,12.0,17.0,34.0,67.0,1000.0,2,0,3,0,"[22, 32, 90]",[],1.77,0.81
