Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X_FT,Odd_12_FT,Odd_X2_FT,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4
fushpt6d,MEXICO 1,APERTURA,2025-10-23,00:00,Club Tijuana,Toluca,3.25,2.6,2.6,1.22,4.0,2.0,1.73,4.33,1.2,3.2,3.6,2.1,1.02,19.0,1.11,6.5,1.44,2.7,2.0,1.73,3.4,1.3,1.4,2.75,1.67,1.29,1.36,21.0,13.0,15.0,21.0,17.0,7.5,9.5,15.0,21.0,12.0,10.0,19.0,34.0,21.0,23.0,26.0,67.0
UgRB4AiB,MEXICO 1,APERTURA,2025-10-23,00:00,Atlas,Club Leon,3.1,2.3,3.2,1.33,3.25,2.5,1.5,6.0,1.13,2.5,3.5,2.57,1.04,13.0,1.2,4.33,1.7,2.1,2.63,1.44,5.0,1.17,1.57,2.25,1.44,1.29,1.5,13.0,11.0,15.0,26.0,11.0,6.5,10.0,21.0,15.0,10.0,12.0,26.0,26.0,19.0,23.0,41.0,126.0
YPhqn2yp,MEXICO 1,APERTURA,2025-10-23,00:05,UNAM Pumas,Atl. San Luis,2.5,2.2,4.33,1.36,3.0,2.75,1.4,7.0,1.1,1.86,3.7,3.8,1.05,11.0,1.29,3.5,1.9,1.9,3.25,1.33,6.5,1.11,1.8,1.95,1.25,1.29,1.83,11.0,12.0,21.0,41.0,7.5,7.0,13.0,29.0,9.0,8.5,15.0,34.0,17.0,15.0,26.0,51.0,201.0
WE9jzwxe,SAUDI ARABIA 1,ROUND 6,2025-10-23,11:55,Al Riyadh,Al Kholood,3.75,2.2,2.6,1.36,3.0,2.63,1.44,6.5,1.1,3.3,3.7,2.05,1.05,8.5,1.29,3.5,1.88,1.93,3.25,1.33,5.5,1.13,1.73,2.0,1.73,1.29,1.33,11.0,8.0,10.0,17.0,11.0,7.0,9.0,17.0,17.0,12.0,15.0,26.0,34.0,26.0,34.0,51.0,600.0
hUcaYG67,SAUDI ARABIA 1,ROUND 6,2025-10-23,12:00,Al Fayha,Al Taawon,3.4,2.05,3.0,1.44,2.63,3.0,1.36,7.5,1.07,2.88,3.4,2.38,1.07,7.5,1.36,3.0,2.15,1.67,3.75,1.25,7.0,1.08,1.83,1.83,1.53,1.3,1.4,9.0,7.5,11.0,21.0,8.5,6.5,10.0,21.0,13.0,11.0,15.0,34.0,29.0,23.0,34.0,51.0,600.0
YFmO7Hak,FINLAND 2,RELEGATION,2025-10-23,12:00,OLS Oulu,KaPa,2.55,2.42,3.2,1.17,3.85,1.95,1.67,3.45,1.19,2.1,3.8,2.85,1.01,21.0,1.08,5.2,1.35,2.7,1.85,1.75,2.77,1.33,1.34,2.75,1.4,1.23,1.7,21.0,16.0,20.0,35.0,14.0,8.25,10.5,18.5,14.5,9.0,10.0,18.0,22.0,13.5,15.0,25.0,110.0
U1XQRxiL,FINLAND 1,RELEGATION,2025-10-23,12:30,TPS,KTP,3.75,2.05,3.0,1.44,2.63,3.25,1.33,9.0,1.07,3.0,3.0,2.25,1.07,8.5,1.36,3.0,2.15,1.67,3.75,1.25,9.0,1.07,1.91,1.91,1.53,1.33,1.33,8.5,7.5,11.0,21.0,9.0,6.0,9.5,21.0,15.0,12.0,15.0,34.0,34.0,26.0,41.0,51.0,301.0
8URZtwBN,DENMARK 2,ROUND 14,2025-10-23,13:30,Hvidovre IF,Koge,2.2,2.4,5.0,1.3,3.4,2.38,1.53,6.0,1.13,1.57,3.8,4.75,1.03,15.0,1.2,4.33,1.67,2.15,2.63,1.44,5.0,1.17,1.67,2.1,1.18,1.25,2.25,13.0,17.0,29.0,51.0,8.5,7.5,17.0,41.0,8.5,8.5,13.0,41.0,13.0,12.0,21.0,41.0,151.0
p2P89d9D,EUROPA CONFERENCE LEAGUE,LEAGUE PHASE,2025-10-23,13:45,Breidablik,KuPS,2.63,2.38,3.5,1.29,3.5,2.38,1.53,5.5,1.14,2.1,3.9,3.0,1.03,17.0,1.18,4.5,1.6,2.3,2.5,1.5,4.33,1.2,1.53,2.38,1.36,1.25,1.7,15.0,13.0,19.0,34.0,10.0,7.5,11.0,21.0,12.0,9.0,12.0,26.0,21.0,15.0,21.0,41.0,126.0
2snosGTh,EUROPA CONFERENCE LEAGUE,LEAGUE PHASE,2025-10-23,13:45,Drita,Omonia,5.0,2.38,2.2,1.33,3.25,2.5,1.5,6.5,1.11,4.5,4.1,1.65,1.04,13.0,1.22,4.0,1.75,2.05,2.75,1.4,5.5,1.14,1.73,2.0,2.2,1.22,1.18,13.0,7.5,8.5,13.0,15.0,7.5,8.5,13.0,26.0,15.0,15.0,23.0,51.0,41.0,41.0,51.0,201.0
