Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X,Odd_12,Odd_X2,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4
xnPvnT2l,CZECH 2,ROUND 3,2025-07-30,12:00,Sparta Prague B,Slavia Prague B,5.0,2.5,2.1,1.25,3.41,2.22,1.56,5.33,1.11,4.5,3.9,1.55,1.01,15.0,1.16,4.41,1.56,2.22,2.43,1.47,4.23,1.17,1.67,2.1,2.25,1.22,1.17,17.0,9.0,9.0,13.0,17.0,8.5,8.5,12.0,29.0,15.0,15.0,21.0,51.0,34.0,34.0,41.0,151.0
6RGero2D,CZECH 2,ROUND 3,2025-07-30,12:30,Artis Brno,Jihlava,1.67,2.6,9.5,1.27,3.32,2.43,1.47,5.81,1.09,1.25,5.0,9.0,1.01,11.0,1.17,4.23,1.61,2.12,2.58,1.42,4.41,1.16,2.2,1.62,1.06,1.14,3.5,13.0,23.0,51.0,126.0,7.0,10.0,29.0,81.0,6.0,9.5,26.0,67.0,7.5,12.0,34.0,81.0,351.0
pbmEV7I7,CZECH 2,ROUND 3,2025-07-30,13:00,Chrudim,Zizkov,3.4,2.25,3.0,1.29,3.15,2.58,1.42,6.75,1.06,2.63,3.4,2.25,1.04,11.0,1.22,3.67,1.74,1.93,2.95,1.33,5.81,1.09,1.67,2.1,1.53,1.29,1.4,12.0,9.0,12.0,21.0,10.0,7.0,9.5,19.0,15.0,11.0,13.0,26.0,29.0,21.0,29.0,41.0,151.0
Qkr0XKF6,NORWAY 2,ROUND 15,2025-07-30,13:00,Skeid,Ranheim,3.5,2.4,2.63,1.27,3.45,2.25,1.57,5.38,1.12,3.1,3.5,2.1,1.01,15.0,1.16,4.98,1.59,2.38,2.4,1.55,4.35,1.2,1.5,2.5,1.7,1.29,1.36,15.0,11.0,12.0,21.0,13.0,7.0,9.0,15.0,19.0,12.0,11.0,21.0,34.0,23.0,26.0,34.0,101.0
4zfiZtof,NORWAY 2,ROUND 15,2025-07-30,13:00,Odd,Stabaek,2.75,2.5,3.2,1.23,3.7,2.18,1.61,4.89,1.14,2.25,3.5,2.9,1.01,17.0,1.14,5.48,1.55,2.4,2.25,1.65,3.77,1.26,1.44,2.63,1.4,1.29,1.62,17.0,15.0,19.0,29.0,13.0,7.5,11.0,21.0,15.0,9.5,11.0,23.0,23.0,15.0,21.0,29.0,81.0
dAjqy3Gs,NORWAY 2,ROUND 15,2025-07-30,13:00,Moss,Sogndal,3.1,2.4,3.0,1.27,3.45,2.25,1.57,5.38,1.12,2.6,3.5,2.5,1.01,15.0,1.16,4.98,1.59,2.38,2.4,1.55,4.03,1.23,1.5,2.5,1.5,1.29,1.5,15.0,12.0,15.0,26.0,12.0,7.0,10.0,19.0,15.0,10.0,11.0,21.0,26.0,19.0,23.0,34.0,101.0
xQ9CtPhK,NORWAY 2,ROUND 15,2025-07-30,13:00,Mjondalen,Asane,4.0,2.25,2.63,1.35,2.95,2.57,1.44,6.81,1.07,3.6,3.4,2.05,1.03,11.0,1.26,3.77,1.86,1.94,3.02,1.37,5.97,1.12,1.67,2.1,1.73,1.3,1.29,11.0,8.0,10.0,19.0,12.0,6.5,9.0,15.0,19.0,13.0,13.0,26.0,41.0,29.0,34.0,41.0,201.0
pWMQIL0D,NORWAY 2,ROUND 15,2025-07-30,13:00,Lyn,Aalesund,3.75,2.25,2.63,1.35,2.95,2.57,1.44,6.81,1.07,3.4,3.4,2.05,1.03,11.0,1.26,3.77,1.86,1.94,3.02,1.37,5.97,1.12,1.67,2.1,1.73,1.3,1.3,11.0,8.5,11.0,19.0,12.0,6.5,9.0,17.0,19.0,12.0,13.0,23.0,34.0,26.0,34.0,41.0,151.0
r7Q9M31l,NORWAY 2,ROUND 15,2025-07-30,13:00,Kongsvinger,Start,2.4,2.5,3.75,1.23,3.7,2.18,1.61,4.89,1.14,1.9,3.8,3.6,1.01,17.0,1.14,5.48,1.51,2.5,2.25,1.65,3.77,1.26,1.5,2.5,1.29,1.25,1.91,19.0,17.0,23.0,41.0,11.0,8.0,13.0,26.0,12.0,9.0,12.0,26.0,17.0,13.0,19.0,34.0,101.0
OIDyuCHF,NORWAY 2,ROUND 15,2025-07-30,13:00,Hodd,Egersund,2.75,2.3,3.5,1.31,3.15,2.47,1.48,5.86,1.1,2.2,3.75,2.88,1.02,13.0,1.23,4.03,1.75,2.08,2.8,1.42,5.48,1.14,1.62,2.2,1.4,1.25,1.67,15.0,11.0,17.0,29.0,9.5,7.5,11.0,21.0,12.0,9.0,13.0,26.0,21.0,17.0,23.0,41.0,151.0
