Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X_FT,Odd_12_FT,Odd_X2_FT,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4
na3GQBvI,MEXICO 2,APERTURA,2025-11-13,00:00,Zacatecas Mineros,Irapuato,2.52,2.15,3.85,1.3,2.8,2.47,1.42,5.2,1.08,1.98,3.45,3.4,1.04,10.0,1.24,3.3,1.72,1.9,2.65,1.36,5.0,1.13,1.62,2.05,1.27,1.27,1.8,11.25,10.5,18.0,45.0,7.9,6.4,11.0,27.0,9.75,7.9,12.0,30.0,16.5,14.0,21.0,50.0,300.0
2oOTt2aB,COLOMBIA 1,CLAUSURA,2025-11-13,21:00,Aguilas,Deportes Tolima,3.25,2.05,3.4,1.44,2.63,3.25,1.33,9.0,1.07,2.6,3.0,2.88,1.08,8.0,1.36,3.0,2.2,1.65,3.75,1.25,9.0,1.07,1.83,1.83,1.4,1.36,1.5,8.0,8.5,13.0,29.0,8.0,5.5,11.0,23.0,12.0,11.0,15.0,34.0,26.0,23.0,34.0,51.0,301.0
0GO2guqH,COLOMBIA 1,CLAUSURA,2025-11-13,21:00,Dep. Cali,Once Caldas,2.75,2.1,4.33,1.44,2.63,3.25,1.33,9.0,1.07,2.05,3.2,3.75,1.08,8.0,1.36,3.0,2.15,1.67,3.75,1.25,9.0,1.07,1.83,1.83,1.25,1.36,1.73,8.0,10.0,19.0,41.0,7.0,6.0,13.0,34.0,9.0,9.0,15.0,41.0,17.0,17.0,29.0,51.0,301.0
WzXocNqh,COLOMBIA 1,CLAUSURA,2025-11-13,21:00,Ind. Medellin,America De Cali,2.4,2.2,4.75,1.4,2.75,2.75,1.4,8.0,1.08,1.8,3.6,4.33,1.06,10.0,1.29,3.5,1.98,1.83,3.4,1.3,7.0,1.1,1.83,1.83,1.2,1.29,1.95,10.0,12.0,23.0,51.0,7.0,6.5,15.0,41.0,8.5,8.5,15.0,41.0,15.0,15.0,26.0,51.0,251.0
4Uv0ZJio,COLOMBIA 1,CLAUSURA,2025-11-13,21:00,Junior,Atl. Nacional,2.88,2.3,3.4,1.33,3.25,2.5,1.5,6.5,1.11,2.3,3.3,3.1,1.04,12.0,1.22,4.0,1.75,2.05,2.75,1.4,5.5,1.14,1.57,2.25,1.36,1.33,1.57,12.0,12.0,17.0,34.0,10.0,6.5,12.0,23.0,12.0,9.5,11.0,29.0,21.0,17.0,23.0,41.0,126.0
6JUKrOUb,COLOMBIA 1,CLAUSURA,2025-11-13,21:00,Llaneros,Envigado,2.05,2.25,6.5,1.4,2.75,3.0,1.36,8.0,1.08,1.5,3.9,7.0,1.07,9.0,1.3,3.4,2.05,1.75,3.5,1.29,7.0,1.1,2.1,1.67,1.1,1.25,2.5,9.0,15.0,34.0,81.0,6.0,7.5,21.0,51.0,6.5,8.5,21.0,51.0,10.0,13.0,34.0,67.0,151.0
fu12QtFU,COLOMBIA 1,CLAUSURA,2025-11-13,21:00,Santa Fe,Alianza,2.6,2.2,4.5,1.4,2.75,3.0,1.36,8.0,1.08,1.91,3.5,3.9,1.06,9.5,1.3,3.4,2.05,1.75,3.5,1.29,7.0,1.1,1.83,1.83,1.25,1.29,1.83,9.5,11.0,21.0,41.0,7.0,6.5,13.0,34.0,9.0,9.0,15.0,41.0,17.0,17.0,29.0,51.0,301.0
zaMyutUN,COLOMBIA 1,CLAUSURA,2025-11-13,21:00,U. Magdalena,Fortaleza,3.25,2.2,3.1,1.36,3.0,2.63,1.44,7.0,1.1,2.75,3.4,2.45,1.05,11.0,1.25,3.75,1.85,1.95,3.0,1.36,6.0,1.13,1.67,2.1,1.53,1.3,1.4,11.0,9.5,13.0,23.0,10.0,6.5,10.0,19.0,15.0,11.0,13.0,26.0,29.0,21.0,29.0,41.0,151.0
fFHBiJDT,COLOMBIA 1,CLAUSURA,2025-11-13,21:00,Dep. Pasto,Bucaramanga,4.75,2.1,2.6,1.44,2.63,3.25,1.33,9.0,1.07,4.2,3.3,1.9,1.07,9.0,1.36,3.0,2.15,1.67,4.0,1.22,9.0,1.07,2.0,1.73,1.91,1.33,1.22,8.0,6.5,8.5,15.0,11.0,6.5,9.0,17.0,21.0,15.0,17.0,34.0,41.0,41.0,41.0,51.0,351.0
bwXYrgfn,MEXICO 2,APERTURA,2025-11-13,22:15,Atl. Morelia,Cancun,2.57,2.1,3.9,1.39,2.57,2.71,1.4,5.6,1.07,1.98,3.4,3.45,1.04,9.0,1.27,3.1,1.82,1.8,2.87,1.31,4.9,1.09,1.7,1.93,1.27,1.27,1.78,10.25,10.0,17.5,45.0,7.1,6.3,11.0,28.0,9.0,8.0,13.0,32.0,16.5,14.5,24.0,55.0,400.0
