Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X_FT,Odd_12_FT,Odd_X2_FT,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4
vwxfFGJk,CHINA 1,ROUND 26,2025-09-26,07:00,Shanghai Shenhua,Meizhou Hakka,1.44,3.4,10.0,1.17,5.0,1.8,2.0,3.5,1.29,1.13,7.5,15.0,1.01,26.0,1.07,9.0,1.29,3.6,1.67,2.1,2.63,1.44,1.8,1.95,1.03,1.1,5.0,29.0,41.0,67.0,151.0,13.0,15.0,34.0,81.0,8.5,11.0,23.0,51.0,8.0,10.0,23.0,51.0,201.0
Cjz2Dfl2,CHINA 1,ROUND 26,2025-09-26,08:35,Beijing Guoan,Dalian Yingbo,1.83,2.75,6.0,1.22,4.0,2.1,1.67,4.5,1.18,1.41,4.75,6.5,1.02,19.0,1.13,6.0,1.44,2.7,2.0,1.73,3.5,1.29,1.62,2.2,1.11,1.18,2.63,21.0,23.0,41.0,67.0,10.0,9.5,19.0,41.0,9.0,8.5,15.0,41.0,11.0,11.0,19.0,41.0,126.0
dY6EIkQs,CHINA 1,ROUND 26,2025-09-26,09:00,Shanghai Port,Wuhan Three Towns,1.53,3.25,8.0,1.14,5.5,1.8,2.0,3.4,1.3,1.19,7.0,10.0,1.01,29.0,1.07,9.0,1.29,3.6,1.67,2.1,2.5,1.5,1.62,2.2,1.06,1.1,4.0,34.0,34.0,51.0,101.0,15.0,15.0,26.0,51.0,10.0,10.0,19.0,41.0,9.5,10.0,21.0,41.0,126.0
jZvsybt9,CHINA 1,ROUND 26,2025-09-26,09:00,Zhejiang Professional,Chengdu Rongcheng,4.5,2.5,2.2,1.25,3.75,2.2,1.62,5.0,1.17,4.5,4.0,1.66,1.03,17.0,1.14,5.5,1.5,2.5,2.2,1.62,3.75,1.25,1.53,2.38,2.1,1.22,1.18,19.0,10.0,10.0,15.0,19.0,8.0,8.5,12.0,26.0,15.0,12.0,19.0,51.0,34.0,29.0,34.0,101.0
px6q2OYQ,ROMANIA 1,ROUND 11,2025-09-26,12:00,FC Hermannstadt,FC Arges,3.1,2.0,3.75,1.5,2.5,3.4,1.3,10.0,1.06,2.3,3.1,3.1,1.08,8.0,1.44,2.63,2.35,1.57,4.5,1.18,11.0,1.05,2.0,1.73,0.0,0.0,0.0,7.5,8.0,15.0,34.0,6.5,6.0,12.0,29.0,10.0,10.0,17.0,41.0,21.0,21.0,34.0,67.0,301.0
6Lq4IZVI,UKRAINE 1,ROUND 7,2025-09-26,12:00,Kudrivka,Epitsentr,3.05,1.95,3.55,1.47,2.32,3.1,1.32,7.7,1.05,0.0,0.0,0.0,1.06,7.4,1.37,2.65,2.07,1.6,3.45,1.22,7.5,1.06,1.82,1.78,1.34,1.31,1.57,8.0,7.7,13.5,32.0,6.6,5.7,10.0,25.0,10.0,8.75,14.0,35.0,22.0,19.5,32.0,70.0,600.0
ChwBa5mg,FINLAND 1,RELEGATION GROUP,2025-09-26,12:00,VPS,Haka,2.5,2.4,3.75,1.29,3.5,2.25,1.57,5.5,1.14,1.95,3.6,3.4,1.03,15.0,1.17,5.0,1.57,2.35,2.38,1.53,4.33,1.2,1.53,2.38,1.3,1.29,1.8,17.0,15.0,21.0,41.0,10.0,7.5,12.0,23.0,12.0,9.0,12.0,26.0,19.0,15.0,21.0,34.0,101.0
lbWhpD6m,FINLAND 2,CHAMPIONSHIP GROUP,2025-09-26,12:30,Mikkeli,JJK Jyvaskyla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KElEKPWG,FINLAND 2,-,2025-09-26,12:30,Ekenas,KaPa,2.32,2.6,3.25,1.14,3.85,1.83,1.78,3.2,1.18,1.91,4.2,3.05,1.01,21.0,1.08,5.2,1.31,2.87,1.78,1.83,2.62,1.37,1.34,2.75,1.32,1.2,1.83,26.0,18.5,22.0,40.0,14.5,9.5,11.25,19.5,14.0,9.0,10.75,19.0,19.0,12.5,15.0,26.0,110.0
2a3dqMcB,SAUDI ARABIA 1,ROUND 4,2025-09-26,12:35,Al Hazem,Al Ahli SC,6.5,2.5,1.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,10.5,1.2,4.33,1.6,2.3,2.5,1.5,4.33,1.2,0.0,0.0,2.75,1.14,1.11,15.0,8.0,7.5,9.5,19.0,10.0,8.5,12.0,34.0,19.0,19.0,23.0,67.0,41.0,41.0,51.0,600.0
WIJxT0DU,SAUDI ARABIA 1,ROUND 4,2025-09-26,12:40,Damac,Al Ettifaq,3.25,2.1,3.0,1.4,2.75,2.75,1.4,7.0,1.08,2.7,3.3,2.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.91,0.0,0.0,0.0,10.0,8.5,12.0,23.0,9.0,6.5,10.0,21.0,13.0,11.0,15.0,29.0,29.0,23.0,34.0,51.0,700.0
