Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X,Odd_12,Odd_X2,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4
SM8Ebpxf,EUROPA CONFERENCE LEAGUE,QUALIFICATION,2025-07-31,12:30,Trnava (Svk),Hibernians (Mlt),1.5,2.88,11.0,1.24,3.69,2.08,1.69,4.34,1.18,1.17,6.5,12.0,1.01,12.0,1.15,5.06,1.46,2.63,2.14,1.68,3.44,1.28,2.25,1.57,1.02,1.1,4.5,17.0,29.0,51.0,151.0,8.5,13.0,34.0,81.0,6.5,11.0,29.0,67.0,7.0,12.0,34.0,81.0,1000.0
C66jJbaN,EUROPA CONFERENCE LEAGUE,QUALIFICATION,2025-07-31,13:00,Spaeri (Geo),Austria Vienna (Aut),10.0,2.6,1.62,1.3,3.2,2.38,1.54,4.99,1.14,11.0,5.5,1.2,1.03,10.0,1.21,4.12,1.67,2.16,2.57,1.47,4.38,1.19,2.5,1.5,3.75,1.1,1.02,13.0,7.0,5.5,7.0,23.0,12.0,10.0,12.0,51.0,34.0,29.0,34.0,151.0,81.0,81.0,81.0,1000.0
jgkOva44,EUROPA CONFERENCE LEAGUE,QUALIFICATION,2025-07-31,13:00,Sabah Baku (Aze),Petrocub (Mda),1.91,2.3,6.5,1.34,3.0,2.67,1.45,6.0,1.09,1.45,4.33,5.5,1.04,9.05,1.25,3.67,1.8,1.98,2.94,1.37,5.16,1.14,2.0,1.73,1.1,1.14,2.4,12.0,15.0,29.0,67.0,7.0,9.0,19.0,41.0,7.0,9.0,21.0,51.0,9.5,13.0,29.0,67.0,800.0
nyH5WiJD,EUROPA CONFERENCE LEAGUE,QUALIFICATION,2025-07-31,13:00,HJK (Fin),Arda (Bul),2.1,2.2,5.5,1.42,2.77,2.85,1.37,6.78,1.07,1.57,4.1,4.75,1.06,8.17,1.31,3.25,1.95,1.82,3.37,1.29,6.23,1.1,2.0,1.73,1.17,1.22,2.25,11.0,12.0,23.0,51.0,6.5,8.0,15.0,41.0,7.5,9.0,21.0,41.0,11.0,15.0,29.0,67.0,900.0
SCDt82I5,EUROPA CONFERENCE LEAGUE,QUALIFICATION,2025-07-31,13:00,Gyor (Hun),Pyunik Yerevan (Arm),2.25,2.2,4.75,1.36,2.9,2.67,1.45,6.13,1.09,1.65,3.5,5.0,1.05,8.5,1.27,3.58,1.82,1.95,2.94,1.37,5.36,1.13,1.83,1.83,1.14,1.29,2.2,11.0,15.0,26.0,51.0,6.5,7.0,17.0,41.0,8.5,8.0,15.0,41.0,13.0,15.0,23.0,51.0,151.0
OxfRxZvf,EUROPA CONFERENCE LEAGUE,QUALIFICATION,2025-07-31,13:00,FC Santa Coloma (And),Polissya Zhytomyr (Ukr),4.75,2.25,2.25,1.34,3.0,2.63,1.46,6.08,1.09,4.75,3.7,1.67,1.04,9.07,1.25,3.7,1.79,1.99,2.94,1.37,5.16,1.14,1.8,1.91,2.1,1.29,1.17,11.0,7.0,8.5,13.0,15.0,7.5,8.0,15.0,23.0,17.0,15.0,23.0,51.0,41.0,41.0,51.0,500.0
OOEhOZP0,EUROPA CONFERENCE LEAGUE,QUALIFICATION,2025-07-31,13:00,Dila Gori (Geo),Riga FC (Lat),3.25,2.1,3.0,1.38,2.8,2.77,1.42,6.59,1.08,2.7,3.1,2.55,1.05,8.63,1.3,3.35,1.93,1.84,3.25,1.31,5.99,1.11,1.73,2.0,1.5,1.36,1.44,10.0,9.0,13.0,23.0,9.0,6.0,10.0,21.0,15.0,10.0,13.0,29.0,29.0,23.0,29.0,41.0,151.0
reQsApgg,EUROPA CONFERENCE LEAGUE,QUALIFICATION,2025-07-31,13:00,Banga (Ltu),Rosenborg (Nor),7.5,2.5,1.73,1.29,3.28,2.4,1.53,5.25,1.12,7.5,5.25,1.33,1.03,10.0,1.2,4.19,1.66,2.18,2.63,1.46,4.45,1.18,2.1,1.67,3.25,1.14,1.07,15.0,7.0,6.5,8.5,19.0,10.0,9.0,12.0,41.0,21.0,23.0,29.0,81.0,51.0,51.0,67.0,900.0
ML3EPsHj,EUROPA LEAGUE,QUALIFICATION,2025-07-31,13:30,AEK Larnaca (Cyp),Celje (Slo),2.4,2.05,4.75,1.46,2.63,3.1,1.32,7.48,1.06,1.9,3.4,4.1,1.06,7.92,1.37,2.94,2.16,1.67,3.79,1.24,7.18,1.07,2.0,1.73,1.22,1.3,1.83,8.5,10.0,21.0,41.0,6.5,6.5,15.0,34.0,8.5,9.5,17.0,41.0,15.0,17.0,34.0,51.0,1000.0
CA0MNiBM,EUROPA CONFERENCE LEAGUE,QUALIFICATION,2025-07-31,13:45,AZ Alkmaar (Ned),Ilves (Fin),1.33,3.6,13.0,1.13,5.2,1.67,2.12,3.05,1.33,1.13,9.5,13.0,1.01,15.57,1.06,8.01,1.22,3.96,1.61,2.28,2.25,1.59,1.8,1.91,1.01,1.04,5.5,34.0,41.0,67.0,151.0,13.0,21.0,34.0,81.0,9.5,11.0,29.0,51.0,8.5,11.0,21.0,51.0,600.0
