Id,Date,Time,League,Round,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X_FT,Odd_12_FT,Odd_X2_FT
MwuOoIFs,2025-12-03,09:00,BOSNIA 1,Round 17,Prijedor,Zrinjski,8.0,2.2,1.83,8.5,4.1,1.33,1.4,2.75,3.2,1.3,8.0,1.06,1.06,8.5,1.4,2.88,2.2,1.65,4.2,1.22,8.0,1.07,2.63,1.44,2.72,1.21,1.09
rmlGfR1K,2025-12-03,09:00,WORLD FIFA ARAB CUP,Round 1,Algeria,Sudan,2.02,2.2,6.2,1.47,4.05,6.4,1.42,2.65,2.85,1.37,6.2,1.09,1.06,7.2,1.32,3.1,1.93,1.78,3.25,1.3,5.6,1.11,2.12,1.65,1.12,1.21,2.65
SCmiltPk,2025-12-03,11:30,WORLD FIFA ARAB CUP,Round 1,Iraq,Bahrain,2.77,1.95,4.05,2.12,3.1,3.4,1.5,2.27,2.8,1.28,6.8,1.04,1.06,7.0,1.39,2.55,2.12,1.57,3.55,1.21,6.0,1.05,1.88,1.72,1.27,1.31,1.7
jJWvrzF6,2025-12-03,12:00,BOSNIA 1,Round 17,Radnik Bijeljina,Borac Banja Luka,7.5,2.2,1.91,8.5,4.1,1.33,1.4,2.75,3.2,1.3,8.0,1.06,1.06,8.5,1.4,2.88,2.2,1.65,4.33,1.2,8.5,1.06,2.5,1.5,2.95,1.19,1.07
r5gpLeko,2025-12-03,14:00,WORLD FIFA ARAB CUP,Round 1,Jordan,United Arab Emirates,3.5,2.02,2.95,2.87,3.2,2.32,1.42,2.45,2.71,1.4,6.2,1.06,1.05,8.2,1.32,2.85,1.95,1.67,3.15,1.26,5.4,1.07,1.75,1.87,1.57,1.3,1.35
bqzmtEqJ,2025-12-03,14:30,BOSNIA 1,Round 17,Zeljeznicar,Siroki Brijeg,2.25,2.0,5.5,1.57,3.5,5.5,1.44,2.63,3.2,1.3,8.5,1.05,1.07,8.0,1.4,2.88,2.3,1.6,4.5,1.2,9.0,1.06,2.2,1.62,1.15,1.26,2.18
IacCXQF6,2025-12-03,15:00,SPAIN 1,Round 19,Ath Bilbao,Real Madrid,4.5,2.38,2.3,4.2,3.9,1.8,1.3,3.4,2.5,1.5,6.0,1.13,1.04,13.0,1.22,4.33,1.73,2.1,2.75,1.44,5.0,1.17,1.67,2.1,1.95,1.25,1.22
QiXLNWyi,2025-12-03,16:00,BOLIVIA 1,Round 27,Blooming,Academia del Balompie,1.73,2.75,7.0,1.3,4.75,8.0,1.25,3.75,2.2,1.62,5.0,1.17,1.02,17.0,1.14,5.5,1.5,2.5,2.2,1.62,3.75,1.25,1.8,1.91,1.08,1.18,3.25
MeC5HfRF,2025-12-03,16:30,ENGLAND 1,Round 14,Arsenal,Brentford,1.8,2.5,8.0,1.36,5.25,8.0,1.33,3.25,2.5,1.5,6.5,1.11,1.04,12.0,1.25,4.0,1.8,2.0,3.0,1.4,5.5,1.14,2.1,1.67,1.08,1.17,3.0
rToYZh3e,2025-12-03,16:30,BELGIUM CUP,1/8-finals,Royale Union SG,Waregem,1.62,2.5,10.0,1.18,5.5,14.0,1.3,3.2,2.63,1.44,6.0,1.1,1.03,12.0,1.22,4.1,1.8,2.0,3.1,1.36,6.0,1.13,2.63,1.44,1.02,1.1,4.0
MZYalhIl,2025-12-03,16:30,BELGIUM CUP,1/8-finals,Cercle Brugge KSV,Gent,2.88,2.3,3.4,2.2,3.4,2.8,1.3,3.4,2.5,1.5,6.0,1.13,1.04,13.0,1.22,4.0,1.7,2.1,2.63,1.44,5.0,1.17,1.57,2.25,1.36,1.29,1.57
WlSSezQE,2025-12-03,16:30,BELGIUM CUP,1/8-finals,Leuven,Club Brugge KV,6.0,2.4,2.0,5.75,3.9,1.5,1.33,3.25,2.5,1.5,6.0,1.13,1.04,12.0,1.22,4.0,1.73,2.08,2.75,1.4,5.5,1.14,1.83,1.83,2.38,1.22,1.13
A9CBkVzp,2025-12-03,16:30,AUSTRIA 1,Round 4,Sturm Graz,Tirol,2.2,2.3,5.5,1.57,3.8,5.5,1.33,3.25,2.63,1.44,6.5,1.11,1.05,11.0,1.25,3.75,1.8,2.0,3.0,1.36,6.0,1.13,1.8,1.95,1.14,1.25,2.25
lpBLrXPE,2025-12-03,16:30,ENGLAND 1,Round 14,Wolves,Nottingham,3.75,2.1,2.88,3.25,3.4,2.25,1.44,2.63,3.0,1.36,9.0,1.07,1.07,9.0,1.36,3.2,2.1,1.73,3.75,1.29,8.0,1.08,1.8,1.95,1.62,1.3,1.33
0Akh8jl2,2025-12-03,16:30,ENGLAND 1,Round 14,Burnley,Crystal Palace,5.0,2.2,2.38,4.5,3.8,1.75,1.4,2.75,3.0,1.36,8.0,1.08,1.06,9.5,1.33,3.4,2.0,1.8,3.75,1.29,7.0,1.1,1.95,1.8,2.0,1.25,1.18
EgipACJk,2025-12-03,16:30,ENGLAND 1,Round 14,Brighton,Aston Villa,2.75,2.2,3.75,2.15,3.5,3.4,1.36,3.0,2.63,1.44,7.0,1.1,1.05,11.0,1.29,3.75,1.88,1.98,3.2,1.36,6.0,1.13,1.7,2.05,1.3,1.29,1.67
z3rQyFYr,2025-12-03,16:30,BELGIUM CUP,1/8-finals,Antwerp,St. Truiden,3.1,2.2,3.4,2.38,3.25,2.7,1.36,3.0,2.75,1.4,7.0,1.1,1.05,11.0,1.29,3.5,1.9,1.9,3.25,1.33,6.5,1.11,1.73,2.0,1.4,1.3,1.5
8GCJOBYr,2025-12-03,17:15,ENGLAND 1,Round 14,Liverpool,Sunderland,1.8,2.63,7.0,1.36,5.25,7.0,1.25,3.75,2.25,1.57,5.5,1.14,1.02,17.0,1.17,5.0,1.57,2.38,2.38,1.57,4.33,1.22,1.8,1.95,1.1,1.17,3.0
