Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X,Odd_12,Odd_X2,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4
b5gsg1ZP,URUGUAY 1,TORNEO INTERMEDIO,2025-06-19,10:15,CA Cerro,Cerro Largo,3.75,1.83,3.6,1.6,2.25,3.6,1.26,8.25,1.05,2.7,3.1,2.6,1.14,5.2,1.6,2.27,2.72,1.42,5.1,1.14,9.0,1.04,2.38,1.53,1.5,1.36,1.44,5.2,6.3,13.0,37.0,6.3,6.0,12.0,35.0,13.0,12.0,21.0,60.0,37.0,35.0,60.0,150.0,0.0
vZPD4axo,FINLAND 1,-,2025-06-19,12:00,Inter Turku,KTP,1.53,3.1,10.0,1.22,4.0,1.95,1.8,3.8,1.24,1.2,7.0,12.0,1.02,11.0,1.12,5.6,1.39,2.87,1.93,1.82,3.0,1.36,1.91,1.91,1.05,1.1,4.33,21.0,34.0,51.0,151.0,11.0,13.0,29.0,67.0,7.5,10.0,23.0,51.0,8.0,10.0,26.0,51.0,251.0
vwpxryRO,URUGUAY 1,TORNEO INTERMEDIO,2025-06-19,12:30,Progreso,Boston River,4.0,2.0,3.1,1.5,2.5,3.0,1.35,6.9,1.08,3.2,3.2,2.3,1.1,6.1,1.44,2.65,2.3,1.57,4.1,1.21,7.3,1.07,2.0,1.73,1.57,1.36,1.36,7.5,6.5,10.0,21.0,8.0,6.0,10.0,21.0,15.0,12.0,17.0,34.0,34.0,29.0,41.0,67.0,351.0
Gtb2rGNs,FINLAND 2,-,2025-06-19,12:30,Lahti,Klubi 04,2.15,2.4,4.2,0.0,0.0,2.05,1.6,0.0,0.0,1.7,4.05,4.0,0.0,0.0,0.0,0.0,1.44,2.42,2.05,1.62,3.15,1.26,1.47,2.32,1.19,1.21,2.2,17.5,18.0,30.0,70.0,10.75,8.5,14.5,35.0,10.5,8.25,12.5,32.0,14.5,11.5,17.5,40.0,200.0
tS7iQY7D,FINLAND 2,-,2025-06-19,12:30,JIPPO,TPS,2.77,2.27,3.15,0.0,0.0,2.2,1.53,0.0,0.0,2.27,3.6,2.67,0.0,0.0,1.19,3.65,1.55,2.15,2.32,1.47,3.65,1.19,1.5,2.27,1.42,1.26,1.62,14.5,12.0,16.0,32.0,11.0,7.3,10.0,20.0,13.5,9.25,11.5,23.0,25.0,16.5,21.0,40.0,250.0
YLfwlx0K,FINLAND 2,-,2025-06-19,12:30,JaPS,Ekenas,3.75,2.32,2.37,0.0,0.0,2.1,1.57,0.0,0.0,3.7,3.95,1.78,0.0,0.0,1.19,3.7,1.47,2.35,2.1,1.57,3.25,1.25,1.47,2.32,1.87,1.24,1.27,17.0,10.5,10.75,15.5,16.5,8.25,8.5,12.5,25.0,13.0,12.5,18.5,55.0,28.0,28.0,40.0,200.0
p0KObO8N,WORLD - FIFA CLUB WORLD CUP,ROUND 2,2025-06-19,13:00,Palmeiras,Al Ahly,2.05,2.25,6.5,1.44,2.75,2.87,1.4,6.7,1.1,1.53,4.0,6.5,1.07,8.75,1.31,3.45,1.93,1.87,3.3,1.34,6.1,1.13,2.05,1.7,1.11,1.22,2.38,9.5,15.0,34.0,67.0,6.0,7.5,21.0,51.0,6.5,8.5,21.0,51.0,10.0,13.0,29.0,67.0,451.0
AchLoJRa,URUGUAY 1,TORNEO INTERMEDIO,2025-06-19,15:00,Liverpool M.,Penarol,4.33,2.05,2.88,1.47,2.57,2.92,1.37,6.6,1.09,3.5,3.25,2.1,1.09,6.5,1.4,2.8,2.15,1.65,3.8,1.24,6.8,1.08,2.0,1.73,1.7,1.33,1.29,8.0,6.5,9.0,19.0,9.0,6.5,9.5,19.0,17.0,13.0,17.0,34.0,41.0,34.0,41.0,51.0,351.0
4p1eg2Wp,WORLD - FIFA CLUB WORLD CUP,ROUND 2,2025-06-19,16:00,Inter Miami,FC Porto,4.0,2.5,2.38,1.3,3.45,2.22,1.65,4.7,1.18,3.8,3.9,1.9,1.04,11.75,1.18,4.85,1.57,2.45,2.35,1.6,3.95,1.25,1.53,2.38,1.91,1.25,1.25,17.0,11.0,11.0,17.0,15.0,8.0,8.5,13.0,23.0,13.0,12.0,19.0,41.0,26.0,26.0,34.0,101.0
YPvATA7t,ICELAND 2,ROUND 9,2025-06-19,16:15,Throttur,Fjolnir,2.1,2.62,3.85,0.0,0.0,1.87,1.75,0.0,0.0,1.65,4.4,3.85,0.0,0.0,0.0,0.0,1.33,2.77,1.82,1.78,2.7,1.35,1.39,2.55,1.22,1.19,2.15,24.0,21.0,30.0,60.0,13.5,10.0,14.0,28.0,12.0,9.0,12.5,25.0,15.5,11.5,16.0,32.0,150.0
