Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X,Odd_12,Odd_X2,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4
v9jufLuB,JAPAN 2,ROUND 25,2025-08-11,07:00,Renofa Yamaguchi,Kofu,3.4,1.95,3.75,1.56,2.22,3.67,1.22,11.0,1.01,2.55,2.9,3.0,1.07,6.28,1.47,2.43,2.52,1.44,4.84,1.13,11.0,1.04,2.1,1.67,1.36,1.4,1.5,6.0,7.5,13.0,34.0,6.5,5.5,12.0,29.0,11.0,11.0,17.0,41.0,26.0,26.0,41.0,67.0,151.0
E7GVXaDF,UKRAINE 1,ROUND 2,2025-08-11,12:00,FK Zorya Luhansk,FC Kudrivka,2.42,2.07,4.45,1.42,2.65,2.95,1.33,7.61,1.04,1.83,3.35,4.1,1.05,8.31,1.37,2.94,2.1,1.71,3.62,1.26,7.34,1.07,1.87,1.75,1.21,1.28,1.93,8.5,10.0,20.0,60.0,5.9,6.2,13.0,37.0,7.5,8.0,15.0,45.0,14.0,14.5,28.0,75.0,600.0
OjyFcTOi,ROMANIA 1,ROUND 5,2025-08-11,13:00,FC Botosani,FC Arges,3.0,2.0,4.0,1.52,2.33,3.25,1.29,7.25,1.06,2.25,2.9,3.5,1.06,6.0,1.4,2.54,2.3,1.5,4.25,1.15,10.0,1.04,2.0,1.73,1.25,1.37,1.58,7.0,8.5,17.0,41.0,6.5,6.0,13.0,34.0,9.5,10.0,17.0,41.0,21.0,21.0,34.0,67.0,351.0
dScRCxme,FINLAND 1,-,2025-08-11,13:00,HJK,Ilves,2.88,2.5,3.1,1.22,3.67,2.17,1.59,4.84,1.13,2.45,3.5,2.7,1.01,17.0,1.11,5.33,1.47,2.43,2.17,1.59,3.67,1.22,1.44,2.63,1.44,1.29,1.53,19.0,15.0,17.0,29.0,13.0,7.5,11.0,19.0,15.0,10.0,10.0,21.0,26.0,17.0,21.0,29.0,81.0
8YqLCW57,PORTUGAL 2,ROUND 1,2025-08-11,14:00,Oliveirense,SC Farense,4.5,2.38,2.3,1.27,3.32,2.47,1.48,5.81,1.09,4.5,3.4,1.73,1.01,13.0,1.19,4.31,1.71,2.1,2.67,1.45,4.93,1.15,1.67,2.1,1.87,1.25,1.13,13.0,8.5,9.5,15.0,15.0,7.0,8.5,13.0,23.0,15.0,13.0,23.0,51.0,34.0,34.0,41.0,151.0
ARqkNJJG,POLAND 2,ROUND 4,2025-08-11,14:00,Puszcza,KS Wieczysta Krakow,3.25,2.2,3.1,1.33,2.95,2.72,1.38,6.75,1.06,2.63,3.2,2.4,1.03,12.0,1.23,3.7,1.78,1.96,2.95,1.35,5.38,1.12,1.67,2.1,1.5,1.33,1.4,11.0,9.0,13.0,23.0,9.5,6.5,10.0,19.0,15.0,11.0,13.0,29.0,29.0,21.0,29.0,41.0,201.0
hn1AFdnl,POLAND 1,ROUND 4,2025-08-11,14:00,Lechia Gdansk,Motor Lublin,2.75,2.2,3.75,1.35,2.95,2.73,1.4,6.81,1.07,2.15,3.4,3.3,1.02,11.0,1.28,3.48,1.93,1.84,3.38,1.29,6.4,1.09,1.75,2.0,1.33,1.3,1.67,11.0,10.0,17.0,34.0,8.0,6.5,12.0,26.0,11.0,9.0,13.0,34.0,21.0,17.0,26.0,41.0,201.0
A9rw1h9F,SWEDEN 1,ROUND 19,2025-08-11,14:00,GAIS,Goteborg,2.63,2.2,4.0,1.35,2.95,2.73,1.4,6.81,1.07,2.05,3.5,3.5,1.02,11.0,1.25,3.74,1.84,1.93,3.2,1.32,5.92,1.11,1.67,2.05,1.25,1.25,1.69,11.0,11.0,19.0,41.0,8.0,6.5,12.0,26.0,10.0,9.0,13.0,34.0,19.0,17.0,26.0,41.0,201.0
lffU2Ev3,SWEDEN 1,ROUND 19,2025-08-11,14:00,Elfsborg,Varnamo,1.83,2.63,6.0,1.23,3.7,2.18,1.61,4.89,1.14,1.44,4.75,6.5,1.01,17.0,1.13,5.43,1.5,2.47,2.22,1.64,3.74,1.25,1.63,2.1,1.11,1.18,2.63,19.0,21.0,41.0,67.0,9.5,9.5,19.0,41.0,8.5,8.5,15.0,41.0,11.0,11.0,21.0,41.0,151.0
n5WQAkeL,DENMARK 1,ROUND 4,2025-08-11,14:00,Odense,Randers FC,3.25,2.38,2.88,1.28,3.35,2.35,1.52,5.86,1.1,2.9,3.5,2.3,1.01,13.0,1.18,4.27,1.64,2.12,2.57,1.44,4.89,1.14,1.5,2.38,1.57,1.29,1.4,15.0,11.0,13.0,23.0,12.0,7.0,9.5,17.0,17.0,11.0,11.0,21.0,29.0,21.0,26.0,34.0,126.0
YRV209xB,PORTUGAL 1,ROUND 1,2025-08-11,14:45,Estoril,Estrela,2.5,2.1,4.75,1.4,2.73,2.95,1.35,7.54,1.06,1.82,3.5,4.1,1.03,8.96,1.31,3.15,2.0,1.72,3.61,1.25,7.31,1.06,1.95,1.8,1.22,1.29,1.91,9.5,11.0,21.0,41.0,6.5,6.5,13.0,34.0,8.5,8.5,17.0,41.0,15.0,15.0,29.0,51.0,351.0
WhC161Lb,NETHERLANDS 2,ROUND 1,2025-08-11,15:00,Jong AZ,Waalwijk,3.5,2.4,2.63,1.27,3.45,2.25,1.57,5.38,1.12,3.1,3.8,2.1,1.01,15.0,1.15,4.93,1.57,2.36,2.38,1.54,3.99,1.22,1.5,2.5,1.73,1.25,1.36,17.0,11.0,13.0,21.0,15.0,7.5,9.0,15.0,19.0,12.0,12.0,21.0,34.0,21.0,26.0,34.0,101.0
buEg8Njn,NETHERLANDS 2,ROUND 1,2025-08-11,15:00,Jong PSV,FC Emmen,3.6,2.5,2.5,1.23,3.7,2.18,1.61,4.89,1.14,3.1,4.0,1.96,1.01,17.0,1.15,4.93,1.53,2.4,2.3,1.6,3.99,1.22,1.5,2.5,1.8,1.22,1.36,19.0,11.0,12.0,19.0,15.0,8.0,9.0,15.0,19.0,12.0,12.0,19.0,34.0,23.0,23.0,34.0,101.0
fZVBSQYr,BULGARIA 1,ROUND 4,2025-08-11,15:15,Arda,Lok. Plovdiv,2.75,1.95,4.75,1.51,2.32,3.67,1.22,11.0,1.01,2.0,3.2,4.0,1.06,6.75,1.47,2.43,2.43,1.47,4.84,1.13,11.0,1.01,2.2,1.62,1.22,1.36,1.8,7.0,8.0,17.0,41.0,5.5,6.5,15.0,41.0,8.5,9.5,21.0,51.0,17.0,21.0,41.0,81.0,251.0
WrZTZPWp,ROMANIA 1,ROUND 5,2025-08-11,15:30,Otelul,FC Rapid Bucuresti,4.0,2.1,2.88,1.44,2.57,3.15,1.29,8.62,1.03,3.5,3.2,2.15,1.05,8.79,1.36,2.98,2.16,1.67,3.74,1.25,8.79,1.05,1.8,1.8,1.67,1.36,1.29,8.5,7.0,9.5,19.0,9.5,6.0,9.5,19.0,17.0,13.0,15.0,29.0,41.0,29.0,41.0,51.0,301.0
GvytExSQ,TURKEY 1,ROUND 1,2025-08-11,15:30,Trabzonspor,Kocaelispor,2.05,2.38,6.0,1.31,3.15,2.57,1.44,6.34,1.08,1.5,3.9,5.0,1.03,12.0,1.23,3.7,1.72,2.0,2.95,1.35,5.38,1.12,1.8,1.8,1.14,1.22,2.38,12.0,15.0,29.0,51.0,7.0,8.0,17.0,41.0,7.5,8.5,17.0,41.0,11.0,13.0,26.0,51.0,301.0
