Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X,Odd_12,Odd_X2,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4
bPVGkAhM,FINLAND 2,-,2025-07-09,12:30,Ekenas,SalPa,1.83,2.42,6.2,1.26,3.5,2.25,1.55,4.75,1.15,1.4,4.35,6.9,1.01,13.0,1.16,4.5,1.55,2.25,2.38,1.5,4.0,1.2,1.75,1.85,1.1,1.18,2.87,13.5,20.0,50.0,175.0,7.8,8.75,21.0,75.0,7.3,8.0,17.5,60.0,9.75,10.75,23.0,75.0,500.0
2cx8iWN9,FINLAND 2,-,2025-07-09,12:30,KaPa,PK-35,3.75,2.42,2.27,1.21,4.0,1.87,1.81,4.0,1.2,3.6,3.95,1.78,1.01,20.0,1.09,6.0,1.33,2.95,1.87,1.82,2.9,1.35,1.39,2.57,1.98,1.22,1.25,21.0,12.5,12.5,17.5,19.5,8.75,8.75,12.5,28.0,12.5,11.5,16.5,55.0,27.0,24.0,32.0,150.0
fXYaghgc,FINLAND 2,-,2025-07-09,12:30,TPS,Klubi 04,2.1,2.62,3.85,1.18,4.3,1.82,1.86,3.7,1.24,1.7,4.25,3.8,1.01,23.0,1.07,6.5,1.29,3.2,1.74,1.95,2.63,1.41,1.38,2.6,1.22,1.19,2.12,23.0,22.0,30.0,60.0,14.0,10.0,14.0,28.0,12.5,9.0,12.0,24.0,16.0,11.5,16.0,32.0,150.0
OxfJfLBl,EUROPA CHAMPIONS LEAGUE,QUALIFICATION,2025-07-09,13:00,Zalgiris (Ltu),Hamrun (Mlt),2.3,2.0,6.0,1.48,2.48,3.3,1.28,8.5,1.04,1.65,3.6,5.25,1.06,8.5,1.4,2.85,2.33,1.57,4.8,1.17,11.0,1.03,2.5,1.5,1.14,1.29,2.2,7.0,10.0,26.0,51.0,5.0,7.5,19.0,51.0,6.5,9.5,23.0,51.0,12.0,17.0,41.0,101.0,251.0
IZm15xQ6,EUROPA CHAMPIONS LEAGUE,QUALIFICATION,2025-07-09,14:30,FCSB (Rou),Inter Escaldes (And),1.22,4.0,23.0,1.13,5.1,1.73,2.0,3.4,1.27,1.05,13.0,41.0,1.01,30.0,1.03,10.5,1.22,4.1,1.65,2.18,2.6,1.48,3.4,1.3,1.01,1.03,4.5,21.0,67.0,151.0,151.0,11.0,26.0,81.0,900.0,7.0,17.0,51.0,151.0,5.5,15.0,51.0,151.0,251.0
v90iGgvP,EUROPA CHAMPIONS LEAGUE,QUALIFICATION,2025-07-09,14:30,Ludogorets (Bul),Din. Minsk (Blr),1.73,2.5,8.0,1.29,3.3,2.4,1.5,5.6,1.11,1.33,4.33,9.5,1.02,13.0,1.19,4.5,1.66,2.17,2.75,1.42,5.5,1.13,2.1,1.67,1.04,1.2,3.25,11.0,21.0,41.0,101.0,7.0,9.0,26.0,67.0,6.5,9.5,21.0,51.0,8.5,12.0,29.0,67.0,1000.0
hGG7IqLh,EUROPA CHAMPIONS LEAGUE,QUALIFICATION,2025-07-09,15:45,Shelbourne (Irl),Linfield (Nir),2.5,2.0,4.5,1.45,2.55,3.15,1.3,7.5,1.05,1.9,3.2,4.1,1.05,9.0,1.37,3.0,2.23,1.62,4.35,1.2,9.5,1.04,2.1,1.67,1.22,1.36,1.83,7.0,9.5,21.0,41.0,6.0,6.5,15.0,41.0,8.0,9.5,19.0,51.0,15.0,19.0,34.0,67.0,1000.0
nobj4McD,WORLD - FIFA CLUB WORLD CUP,PLAY OFFS,2025-07-09,16:00,PSG,Real Madrid,2.75,2.4,3.25,1.23,3.6,2.18,1.6,4.8,1.13,2.35,3.6,2.88,1.03,11.0,1.15,5.2,1.55,2.38,2.45,1.53,4.6,1.18,1.5,2.5,1.4,1.29,1.57,17.0,13.0,17.0,29.0,11.0,7.0,11.0,21.0,13.0,9.5,11.0,23.0,23.0,17.0,21.0,34.0,101.0
ERUpklWj,USA 1,-,2025-07-09,20:30,New England Revolution,Inter Miami,3.2,2.5,2.75,1.22,3.9,2.02,1.71,4.35,1.18,2.8,3.8,2.25,1.01,20.0,1.12,6.1,1.43,2.75,2.15,1.68,3.75,1.26,1.4,2.75,1.62,1.25,1.4,21.0,15.0,15.0,23.0,17.0,8.0,9.5,15.0,19.0,11.0,11.0,19.0,29.0,19.0,21.0,29.0,81.0
vZu6WT14,USA 1,-,2025-07-09,23:25,Los Angeles FC,Colorado Rapids,1.83,2.63,6.0,1.22,3.9,2.07,1.68,4.4,1.17,1.42,5.0,7.0,1.01,17.0,1.12,6.0,1.46,2.65,2.23,1.64,4.0,1.23,1.7,2.05,1.1,1.17,2.75,19.0,21.0,41.0,67.0,9.5,9.5,19.0,41.0,8.0,8.5,17.0,41.0,10.0,11.0,21.0,41.0,151.0
