Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X,Odd_12,Odd_X2,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4
M3YUDXQh,CHINA 1,ROUND 15,2025-06-26,08:35,Shanghai Port,Dalian Yingbo,1.8,2.88,5.5,1.23,3.75,1.98,1.75,3.85,1.22,1.4,5.0,6.5,1.02,10.0,1.12,5.4,1.38,2.82,1.9,1.8,2.92,1.36,1.5,2.5,1.11,1.17,2.75,23.0,26.0,41.0,67.0,12.0,11.0,21.0,41.0,10.0,9.0,15.0,34.0,12.0,10.0,17.0,41.0,101.0
UTywCBe5,CHINA 1,ROUND 15,2025-06-26,09:00,Yunnan Yukun,Henan Songshan Longmen,3.4,2.38,2.75,1.33,3.05,2.37,1.52,5.0,1.14,3.0,3.75,2.2,1.04,8.5,1.2,4.0,1.62,2.15,2.5,1.47,4.1,1.2,1.53,2.38,1.67,1.25,1.36,15.0,11.0,13.0,21.0,13.0,7.5,9.0,15.0,17.0,11.0,12.0,21.0,34.0,21.0,23.0,34.0,126.0
EHksQP24,FINLAND 2,-,2025-06-26,14:00,Jazz Pori,Keski-Uusimaa,2.5,2.75,3.2,1.18,4.5,1.78,1.75,3.75,1.25,2.05,4.0,2.7,1.01,26.0,1.08,8.0,1.3,3.5,1.72,1.88,2.75,1.4,1.33,3.25,1.4,1.2,1.67,29.0,21.0,21.0,34.0,17.0,10.0,12.0,19.0,17.0,10.0,11.0,19.0,23.0,15.0,17.0,23.0,67.0
dzEgdp5F,WORLD - FIFA CLUB WORLD CUP,ROUND 3,2025-06-26,16:00,Juventus,Manchester City,4.75,2.2,2.38,1.39,2.92,2.65,1.47,6.0,1.12,4.2,3.5,1.85,1.07,8.75,1.31,3.45,1.93,1.88,3.25,1.35,6.0,1.13,1.8,1.95,1.95,1.29,1.18,10.0,7.0,8.5,15.0,12.0,6.5,8.5,15.0,23.0,15.0,15.0,26.0,51.0,34.0,41.0,51.0,251.0
h272fOZR,WORLD - FIFA CLUB WORLD CUP,ROUND 3,2025-06-26,16:00,Wydad,Al Ain,3.0,2.25,3.4,1.42,2.82,2.8,1.42,6.5,1.1,2.4,3.5,2.88,1.06,9.5,1.28,3.7,1.85,1.98,3.05,1.39,5.6,1.15,1.67,2.1,1.4,1.29,1.53,12.0,10.0,15.0,29.0,9.0,6.5,11.0,21.0,12.0,9.5,13.0,29.0,23.0,19.0,26.0,41.0,151.0
YoGptlin,ICELAND 2,ROUND 10,2025-06-26,16:15,Njardvik,Keflavik,2.85,2.27,3.0,0.0,0.0,2.07,1.6,0.0,0.0,2.4,3.5,2.6,0.0,0.0,1.19,3.65,1.5,2.27,2.15,1.55,3.35,1.23,1.42,2.47,1.47,1.26,1.55,15.5,12.5,16.5,32.0,12.0,7.4,9.75,18.5,15.0,9.5,11.0,21.0,27.0,17.0,20.0,35.0,175.0
CzrXecMb,ARGENTINA COPA,1/16-FINALS,2025-06-26,19:30,Tigre,Banfield,3.2,1.8,4.5,1.72,2.1,4.1,1.23,10.0,1.04,2.4,2.72,3.8,1.19,4.75,1.8,2.02,3.4,1.33,6.9,1.1,13.0,1.03,2.5,1.5,1.29,1.42,1.6,4.75,7.0,18.5,70.0,4.9,6.1,15.5,55.0,10.0,12.0,26.0,90.0,28.0,35.0,80.0,250.0,0.0
GO8VPLGs,BRAZIL 2,ROUND 14,2025-06-26,21:35,CRB,America MG,3.1,2.05,3.75,1.45,2.62,2.9,1.38,6.6,1.09,2.35,3.1,3.0,1.09,6.6,1.4,2.8,2.15,1.65,3.8,1.24,6.9,1.08,1.91,1.8,1.36,1.36,1.62,8.0,8.5,15.0,34.0,7.0,6.0,12.0,29.0,10.0,9.5,15.0,41.0,21.0,21.0,34.0,51.0,351.0
MwZ81use,WORLD - FIFA CLUB WORLD CUP,ROUND 3,2025-06-26,22:00,Al Hilal,Pachuca,2.0,2.63,4.75,1.26,3.75,2.12,1.7,4.35,1.2,1.55,4.5,5.25,1.03,13.5,1.14,5.7,1.45,2.8,2.07,1.75,3.35,1.33,1.5,2.5,1.17,1.2,2.3,21.0,21.0,34.0,51.0,11.0,9.0,17.0,34.0,10.0,8.5,13.0,34.0,13.0,11.0,17.0,34.0,101.0
2yJ731Cr,WORLD - FIFA CLUB WORLD CUP,ROUND 3,2025-06-26,22:00,Salzburg,Real Madrid,7.0,3.0,1.67,1.21,4.3,1.93,1.85,3.75,1.26,8.0,5.25,1.27,1.02,15.0,1.11,6.9,1.34,3.3,1.83,1.98,2.82,1.44,1.62,2.2,3.5,1.14,1.07,23.0,12.0,9.0,9.5,29.0,12.0,9.5,10.0,51.0,23.0,17.0,19.0,101.0,51.0,41.0,41.0,126.0
