Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X,Odd_12,Odd_X2,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4
KEQkCUc3,JAPAN 1,ROUND 30,2025-08-20,07:00,Sanfrecce Hiroshima,Vissel Kobe,3.25,1.95,3.75,1.53,2.38,3.5,1.29,11.0,1.05,2.5,3.0,3.0,1.08,8.0,1.44,2.63,2.4,1.53,4.5,1.18,11.0,1.05,2.05,1.7,1.36,1.36,1.5,7.0,7.5,13.0,34.0,6.5,6.0,12.0,29.0,11.0,10.0,17.0,41.0,26.0,23.0,41.0,67.0,501.0
GtKbA8SF,JAPAN 1,ROUND 30,2025-08-20,07:00,Machida,Gamba Osaka,2.6,2.1,4.5,1.44,2.63,3.25,1.33,9.0,1.07,1.91,3.4,3.9,1.06,10.0,1.33,3.25,2.1,1.7,3.75,1.25,8.0,1.08,1.95,1.8,1.25,1.3,1.83,9.0,10.0,19.0,41.0,6.5,6.5,13.0,34.0,8.5,9.0,17.0,41.0,17.0,17.0,29.0,51.0,351.0
Y9lthpel,EGYPT 1,ROUND 3,2025-08-20,12:00,Ceramica Cleopatra,Enppi,3.0,1.78,4.6,1.65,2.1,3.75,1.23,8.25,1.04,2.22,2.67,3.9,1.16,4.55,1.65,2.1,2.95,1.35,5.5,1.11,9.0,1.03,2.35,1.53,1.26,1.4,1.65,4.55,7.5,19.0,65.0,4.9,5.6,14.5,50.0,8.75,10.25,21.0,75.0,23.0,27.0,55.0,175.0,101.0
Msm6xr1l,DENMARK 2,ROUND 6,2025-08-20,13:00,Hobro,Horsens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83,1.33,1.22,8.5,6.5,8.5,17.0,11.0,6.5,9.0,17.0,21.0,15.0,17.0,29.0,41.0,34.0,41.0,51.0,351.0
2ktcl2fD,EGYPT 1,ROUND 3,2025-08-20,15:00,El Gouna,Ghazl El Mahallah,3.25,1.75,4.3,1.65,2.1,3.7,1.23,8.25,1.04,2.47,2.55,3.5,1.17,4.4,1.7,2.05,3.0,1.34,5.6,1.11,9.25,1.03,2.3,1.55,1.3,1.44,1.53,4.4,6.8,16.5,55.0,5.3,5.4,13.5,45.0,10.25,10.5,20.0,70.0,28.0,29.0,55.0,150.0,101.0
tzhljOP0,EGYPT 1,ROUND 3,2025-08-20,15:00,Wadi Degla,Petrojet,3.65,1.82,3.55,1.62,2.18,3.5,1.26,7.7,1.05,2.9,2.65,2.8,1.15,4.8,1.6,2.2,2.75,1.4,5.0,1.14,8.5,1.04,2.15,1.62,1.44,1.42,1.42,4.8,6.2,12.5,35.0,6.3,5.4,11.0,32.0,13.0,11.25,18.0,50.0,37.0,32.0,55.0,120.0,101.0
dGN46Qxg,ENGLAND 4,ROUND 4,2025-08-20,15:45,Notts Co,Shrewsbury,2.75,2.1,4.33,1.41,2.63,3.25,1.3,9.0,1.05,1.95,3.1,3.5,1.07,8.5,1.36,3.0,2.1,1.7,3.75,1.25,8.0,1.08,1.83,1.83,1.22,1.3,1.69,8.5,10.0,19.0,41.0,6.5,6.5,13.0,34.0,9.0,9.0,15.0,41.0,17.0,17.0,29.0,51.0,301.0
Cl3LmtgC,EUROPA CHAMPIONS LEAGUE,QUALIFICATION,2025-08-20,16:00,Basel (Sui),FC Copenhagen (Den),3.2,2.1,3.1,1.36,3.0,2.75,1.4,6.5,1.1,2.63,3.5,2.55,1.05,8.5,1.29,3.5,1.9,1.9,3.25,1.33,6.0,1.11,1.73,2.0,1.5,1.29,1.44,11.0,9.0,13.0,23.0,9.0,6.5,10.0,21.0,13.0,10.0,15.0,29.0,26.0,21.0,29.0,41.0,500.0
f5z7FOmR,ENGLAND 3,ROUND 4,2025-08-20,16:00,Bolton,Reading,2.0,2.5,5.5,1.29,3.5,2.25,1.57,5.5,1.14,1.53,4.33,5.5,1.03,17.0,1.18,4.5,1.6,2.3,2.5,1.5,4.33,1.2,1.7,2.05,1.14,1.2,2.38,17.0,17.0,29.0,51.0,9.0,8.5,17.0,41.0,8.5,8.5,15.0,41.0,12.0,12.0,21.0,41.0,151.0
lE0cBMvq,EUROPA CHAMPIONS LEAGUE,QUALIFICATION,2025-08-20,16:00,Celtic (Sco),Kairat Almaty (Kaz),1.4,3.1,13.0,1.2,4.33,2.0,1.8,4.0,1.22,1.13,8.0,19.0,1.02,12.0,1.11,6.0,1.4,2.75,1.91,1.8,3.25,1.33,2.25,1.57,1.01,1.06,5.5,21.0,41.0,81.0,151.0,10.0,15.0,41.0,101.0,6.5,12.0,34.0,81.0,6.5,12.0,34.0,81.0,1000.0
rgDB8Vte,EUROPA CHAMPIONS LEAGUE,QUALIFICATION,2025-08-20,16:00,Bodo/Glimt (Nor),Sturm Graz (Aut),1.83,2.63,5.5,1.22,4.0,2.05,1.75,4.33,1.2,1.42,4.75,6.0,1.02,12.0,1.13,5.5,1.4,2.75,2.0,1.73,3.4,1.3,1.62,2.2,1.11,1.17,2.75,21.0,23.0,41.0,67.0,11.0,10.0,19.0,41.0,9.0,9.0,15.0,41.0,11.0,11.0,19.0,41.0,126.0
CnOIG6F7,COPA SUDAMERICANA,PLAY OFFS,2025-08-20,19:00,Cienciano (Per),Bolivar (Bol),2.88,2.38,3.25,1.3,3.4,2.38,1.53,6.0,1.13,2.3,3.6,2.9,1.03,15.0,1.18,4.5,1.65,2.2,2.5,1.5,4.5,1.18,1.53,2.38,1.4,1.29,1.57,15.0,12.0,17.0,29.0,11.0,7.0,11.0,21.0,12.0,9.5,12.0,26.0,23.0,15.0,23.0,34.0,126.0
vs2nq4aK,ARGENTINA 2,ROUND 25,2025-08-20,21:30,San Martin T.,Deportivo Maipu,3.1,1.87,4.33,1.62,2.2,4.0,1.22,13.0,1.04,2.25,2.82,3.5,1.14,5.5,1.57,2.25,2.88,1.4,6.0,1.13,15.0,1.03,2.25,1.57,1.29,1.4,1.57,5.5,7.5,15.0,41.0,5.5,6.0,15.0,41.0,9.5,11.0,21.0,51.0,21.0,23.0,41.0,81.0,201.0
vcEm59Hs,COPA SUDAMERICANA,PLAY OFFS,2025-08-20,21:30,Independiente (Arg),U. De Chile (Chi),2.3,2.05,6.5,1.5,2.38,3.5,1.25,11.0,1.03,1.6,3.5,6.5,1.08,8.0,1.44,2.63,2.4,1.53,4.5,1.18,11.0,1.05,2.38,1.53,1.11,1.29,2.3,7.0,12.0,29.0,67.0,4.75,7.0,21.0,51.0,6.5,8.5,23.0,67.0,12.0,17.0,41.0,81.0,1250.0
hA3oDtSb,COPA SUDAMERICANA,PLAY OFFS,2025-08-20,21:30,U. Catolica (Ecu),Alianza Lima (Per),2.25,2.3,5.0,1.36,3.0,2.63,1.44,7.0,1.1,1.67,3.75,5.25,1.02,11.0,1.19,3.75,1.88,1.93,3.25,1.27,6.0,1.07,1.83,1.83,1.17,1.25,2.15,11.0,15.0,26.0,51.0,7.5,7.0,17.0,41.0,7.5,8.5,15.0,41.0,13.0,12.0,26.0,51.0,251.0
