Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X,Odd_12,Odd_X2,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4
p6oLOluB,CHINA 1,ROUND 16,2025-06-30,08:00,Henan Songshan Longmen,Shandong Taishan,3.2,2.5,2.75,1.26,3.5,2.1,1.65,4.2,1.19,2.88,3.7,2.25,1.03,9.5,1.15,4.8,1.47,2.52,2.1,1.65,3.35,1.28,1.44,2.63,1.62,1.29,1.4,19.0,13.0,15.0,23.0,15.0,8.0,9.5,15.0,19.0,11.0,11.0,19.0,29.0,19.0,21.0,29.0,81.0
j3lTMS9N,CHINA 1,ROUND 16,2025-06-30,08:35,Dalian Yingbo,Zhejiang Professional,3.1,2.25,3.2,1.39,2.77,2.6,1.44,5.6,1.11,2.6,3.4,2.6,1.05,7.7,1.26,3.5,1.78,1.93,2.8,1.38,4.8,1.15,1.62,2.2,1.5,1.3,1.5,12.0,10.0,13.0,26.0,10.0,6.5,10.0,21.0,13.0,10.0,12.0,26.0,26.0,21.0,26.0,41.0,151.0
zyQaH6Xp,CHINA 1,ROUND 16,2025-06-30,08:35,Beijing Guoan,Yunnan Yukun,1.73,2.75,6.5,1.25,3.55,2.1,1.65,4.15,1.19,1.36,5.25,7.5,1.03,9.75,1.13,5.1,1.42,2.67,2.0,1.72,3.15,1.31,1.67,2.1,1.1,1.17,3.0,21.0,23.0,41.0,81.0,10.0,10.0,21.0,41.0,8.5,9.0,17.0,41.0,10.0,10.0,21.0,41.0,151.0
2sIouAPi,CHINA 1,ROUND 16,2025-06-30,09:00,Shenzhen Xinpengcheng,Shanghai Port,4.75,2.5,2.1,1.28,3.35,2.22,1.6,4.55,1.16,4.5,4.33,1.62,1.03,9.25,1.16,4.5,1.52,2.37,2.22,1.6,3.6,1.24,1.57,2.25,2.25,1.2,1.18,19.0,10.0,9.5,13.0,17.0,8.5,8.5,12.0,29.0,15.0,13.0,19.0,51.0,34.0,29.0,41.0,126.0
dlHGfyUh,SWEDEN 1,ROUND 13,2025-06-30,14:00,Mjallby,Malmo FF,3.25,2.2,3.1,1.44,2.67,2.82,1.39,6.4,1.09,2.7,3.3,2.55,1.06,7.9,1.29,3.4,1.85,1.88,3.05,1.35,5.3,1.13,1.67,2.1,1.5,1.33,1.44,11.0,9.5,13.0,26.0,9.5,6.5,10.0,21.0,13.0,10.0,13.0,26.0,26.0,21.0,29.0,41.0,151.0
tEKugOhl,SWEDEN 1,ROUND 13,2025-06-30,14:00,Djurgarden,Norrkoping,2.2,2.4,4.75,1.35,3.0,2.5,1.5,5.5,1.13,1.7,4.0,4.5,1.04,9.25,1.21,4.05,1.65,2.15,2.55,1.47,4.3,1.19,1.67,2.1,1.18,1.22,2.1,15.0,15.0,23.0,51.0,8.5,8.0,15.0,34.0,9.0,8.5,15.0,34.0,13.0,13.0,21.0,41.0,151.0
69VTDo43,NORWAY 1,ROUND 11,2025-06-30,14:00,Brann,Sandefjord,2.1,2.63,4.5,1.26,3.6,2.15,1.65,4.3,1.19,1.65,4.33,4.5,1.03,10.5,1.14,5.1,1.45,2.65,2.07,1.7,3.3,1.3,1.5,2.5,1.18,1.2,2.2,21.0,19.0,29.0,51.0,11.0,9.0,15.0,29.0,11.0,8.5,13.0,29.0,15.0,12.0,17.0,34.0,101.0
S0iCzDIi,WORLD - FIFA CLUB WORLD CUP,PLAY OFFS,2025-06-30,16:00,Inter,Fluminense,2.2,2.2,6.0,1.44,2.72,2.9,1.4,6.8,1.1,1.65,3.75,5.75,1.08,7.9,1.38,3.05,2.12,1.72,3.75,1.28,7.1,1.1,2.05,1.7,1.14,1.25,2.2,8.5,13.0,29.0,67.0,6.0,7.0,19.0,41.0,7.0,8.5,19.0,51.0,12.0,15.0,29.0,67.0,451.0
hzXTmtOh,BOLIVIA 1,ROUND 12,2025-06-30,16:00,Academia del Balompie,Blooming,2.4,2.38,4.0,1.3,3.4,2.32,1.47,6.0,1.13,1.85,3.7,3.8,1.03,15.0,1.2,3.6,1.6,2.05,2.42,1.44,3.75,1.19,1.62,2.2,1.25,1.29,1.91,15.0,15.0,21.0,41.0,9.0,7.5,13.0,29.0,10.0,8.5,13.0,29.0,17.0,13.0,21.0,41.0,151.0
00zxnKh5,BOLIVIA 1,ROUND 12,2025-06-30,18:30,Real Oruro,Wilstermann,2.3,2.25,5.0,1.38,2.57,2.52,1.4,7.0,1.1,1.7,3.6,4.5,1.05,11.0,1.27,3.1,1.8,1.8,2.87,1.31,6.0,1.13,1.8,1.91,1.18,1.29,2.1,11.0,13.0,23.0,51.0,7.0,7.0,15.0,41.0,8.0,8.5,15.0,41.0,13.0,15.0,26.0,51.0,251.0
x8SBPY94,URUGUAY 1,TORNEO INTERMEDIO,2025-06-30,19:00,Cerro Largo,River Plate,2.5,2.0,5.5,1.5,2.5,3.15,1.33,7.2,1.07,1.8,3.5,4.5,1.1,6.1,1.47,2.55,2.42,1.53,4.4,1.19,7.9,1.06,2.25,1.57,1.18,1.29,1.95,7.0,9.0,21.0,51.0,5.5,7.0,17.0,41.0,7.0,9.5,23.0,51.0,13.0,19.0,41.0,81.0,1250.0
Aon490W0,BRAZIL 2,ROUND 14,2025-06-30,19:00,Paysandu PA,Ferroviaria,2.75,2.0,4.75,1.57,2.3,3.45,1.28,7.9,1.06,2.0,3.1,4.0,1.11,5.9,1.5,2.5,2.45,1.52,4.45,1.18,8.0,1.06,2.2,1.62,1.22,1.36,1.8,6.5,9.0,19.0,41.0,5.5,6.5,15.0,41.0,8.0,9.5,19.0,51.0,17.0,19.0,41.0,67.0,0.0
84ICueZo,ARGENTINA 2,ROUND 20,2025-06-30,19:00,Colon Santa Fe,CA Mitre,3.0,1.8,5.5,1.7,2.05,3.95,1.21,8.5,1.04,2.15,2.7,4.2,1.18,4.35,1.75,1.98,3.15,1.31,5.9,1.1,9.5,1.03,2.63,1.44,1.22,1.44,1.67,4.75,7.5,19.0,51.0,4.75,6.0,17.0,51.0,8.0,11.0,26.0,67.0,19.0,26.0,51.0,126.0,0.0
MFOppbNH,BOLIVIA 1,ROUND 12,2025-06-30,21:00,Guabira,Independiente,2.2,2.5,4.5,1.25,3.75,2.15,1.55,5.0,1.17,1.65,4.0,4.5,1.02,19.0,1.14,5.5,1.47,2.32,2.12,1.57,3.35,1.23,1.53,2.38,1.18,1.22,2.2,19.0,19.0,29.0,51.0,10.0,8.0,15.0,34.0,10.0,8.5,13.0,29.0,15.0,12.0,19.0,34.0,101.0
Mqpun5jC,ECUADOR 1,ROUND 18,2025-06-30,21:00,Vinotinto,Aucas,3.75,2.2,2.88,1.42,2.75,2.82,1.4,6.3,1.1,3.1,3.25,2.2,1.06,7.9,1.3,3.35,1.88,1.85,3.1,1.34,5.5,1.13,1.73,2.0,1.67,1.33,1.36,10.0,8.0,11.0,21.0,10.0,6.5,9.5,17.0,17.0,12.0,13.0,26.0,34.0,26.0,34.0,41.0,201.0
xYmdBM1l,BRAZIL 2,ROUND 14,2025-06-30,21:00,Cuiaba,Botafogo SP,2.2,2.1,6.5,1.44,2.65,2.92,1.38,6.6,1.09,1.62,3.6,6.0,1.09,6.7,1.4,2.8,2.2,1.62,3.85,1.23,6.9,1.08,2.2,1.62,1.13,1.29,2.25,8.0,12.0,29.0,67.0,5.5,7.0,19.0,51.0,6.5,9.0,21.0,51.0,11.0,15.0,34.0,81.0,1000.0
Sbld5SC5,WORLD - FIFA CLUB WORLD CUP,PLAY OFFS,2025-06-30,22:00,Manchester City,Al Hilal,1.62,2.88,8.5,1.25,3.85,2.1,1.72,4.3,1.21,1.25,6.0,11.0,1.03,13.5,1.14,5.7,1.45,2.8,2.07,1.75,3.4,1.33,1.91,1.91,1.05,1.13,3.75,21.0,26.0,51.0,126.0,10.0,12.0,26.0,51.0,7.5,9.5,21.0,51.0,8.5,10.0,23.0,51.0,251.0
Ozo5XO4l,USA 1,-,2025-06-29,22:30,Los Angeles FC,Vancouver Whitecaps,2.4,2.38,4.33,1.36,3.05,2.5,1.52,5.6,1.14,1.8,3.6,4.5,1.05,10.25,1.24,4.1,1.72,2.12,2.72,1.47,4.85,1.19,1.62,2.2,1.18,1.29,1.95,13.0,15.0,23.0,41.0,9.0,7.0,15.0,29.0,10.0,8.5,13.0,34.0,15.0,13.0,21.0,41.0,151.0
