Id,Date,Time,League,Round,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X_FT,Odd_12_FT,Odd_X2_FT
Ak6wyF1c,2025-12-08,06:00,ASIA SOUTHEAST ASIAN GAMES WOM,Round 2,Malaysia W,Myanmar W,35.0,4.55,1.13,40.0,10.5,1.01,0.0,0.0,0.0,0.0,2.25,1.45,0.0,0.0,0.0,0.0,1.13,4.94,0.0,0.0,1.67,1.95,2.55,1.45,0.0,0.0,0.0
Kd1hSdID,2025-12-08,06:00,TAJIKISTAN 1,Round 19,Vakhsh,Istiqlol Dushanbe,3.44,2.19,2.71,2.88,3.27,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,3.27,2.88,3.27,2.1
8MNCzNEO,2025-12-08,07:00,ROMANIA 1 WOM,Round 14,Farul Constanta W,Olimpia Gherla W,1.26,3.66,13.0,1.05,10.0,26.0,0.0,0.0,1.55,2.2,0.0,0.0,0.0,0.0,0.0,0.0,1.17,4.4,1.45,2.4,1.95,1.7,1.05,10.0,1.05,10.0,26.0
t0FfhJEj,2025-12-08,07:00,SOUTH KOREA 1,Relegation,Suwon FC,Bucheon FC 1995,2.5,2.0,4.5,1.85,3.3,3.8,1.44,2.6,3.3,1.29,9.0,1.03,1.05,8.0,1.36,2.88,2.25,1.57,4.5,1.17,8.0,1.05,2.0,1.73,1.22,1.29,1.83
Of1Af0bm,2025-12-08,08:00,ASIA SOUTHEAST ASIAN GAMES,Round 2,Philippines U22,Indonesia U22,6.2,2.52,1.75,7.1,4.75,1.32,0.0,0.0,2.02,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05,1.6,0.0,0.0,7.1,4.75,2.87,1.14,1.09
r34oZhW9,2025-12-08,08:30,ASIA SOUTHEAST ASIAN GAMES WOM,Round 2,Philippines W,Vietnam W,4.52,2.28,2.0,3.8,4.0,1.73,0.0,0.0,0.0,0.0,1.61,2.12,0.0,0.0,0.0,0.0,1.61,2.12,0.0,0.0,0.0,0.0,3.8,4.0,2.03,1.14,1.1
j9mevSC5,2025-12-08,08:30,TURKEY 2,Round 16,Hatayspor,Sariyer,7.5,2.63,1.73,8.0,4.5,1.29,1.25,3.75,2.2,1.62,5.0,1.17,1.02,17.0,1.17,5.0,1.57,2.35,2.38,1.53,4.0,1.22,1.83,1.83,3.4,1.17,1.07
GSbCDHnJ,2025-12-08,08:30,ITALY 1 WOM,Round 8,Sassuolo W,Lazio W,3.75,2.05,2.67,3.2,3.2,2.07,1.38,2.45,2.54,1.4,6.0,1.09,1.04,8.4,1.23,3.4,1.83,1.78,2.87,1.32,5.6,1.11,1.69,2.05,1.62,1.29,1.29
S4ytN2Si,2025-12-08,08:30,ITALY 2,Round 15,Modena,Catanzaro,2.3,2.2,5.5,1.66,3.5,5.25,1.4,2.75,3.0,1.36,8.0,1.08,1.06,10.0,1.33,3.25,2.08,1.73,3.75,1.25,8.0,1.08,1.95,1.8,1.17,1.29,2.1
AHOAYdtp,2025-12-08,08:30,TURKEY 2,Round 16,Bandirmaspor,Bodrumspor,4.5,2.1,2.5,3.7,3.25,1.83,1.4,2.75,3.0,1.36,8.0,1.08,1.06,10.0,1.33,3.25,2.05,1.75,3.75,1.25,8.0,1.08,1.83,1.83,1.8,1.3,1.25
