Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X_FT,Odd_12_FT,Odd_X2_FT,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4
0MJHEODs,USA 1,PLAY OFFS,2025-11-25,00:00,San Diego FC,Minnesota United,2.1,2.5,5.0,1.29,3.5,2.25,1.57,5.5,1.14,1.57,4.2,5.0,1.03,15.0,1.18,4.5,1.6,2.3,2.5,1.5,4.33,1.2,1.62,2.2,1.17,1.22,2.25,15.0,17.0,29.0,51.0,9.0,8.0,17.0,34.0,9.0,8.5,13.0,34.0,13.0,12.0,21.0,41.0,151.0
MuGHIYu2,EGYPT 1,ROUND 14,2025-11-25,12:00,Pyramids,Arab Contractors,1.95,2.2,7.0,1.42,2.65,2.82,1.38,6.2,1.09,1.42,4.15,7.5,1.06,7.2,1.31,3.15,1.91,1.8,3.2,1.31,5.5,1.11,2.18,1.62,1.09,1.2,2.87,7.2,16.5,45.0,200.0,5.7,8.25,24.0,100.0,5.9,8.5,23.0,90.0,8.75,12.5,35.0,120.0,81.0
pniBybD4,EUROPA CHAMPIONS LEAGUE,LEAGUE PHASE,2025-11-25,14:45,Ajax,Benfica,4.33,2.38,2.4,1.3,3.4,2.5,1.5,6.0,1.13,4.0,3.7,1.85,1.04,13.0,1.22,4.33,1.73,2.1,2.75,1.44,5.0,1.17,1.62,2.2,1.91,1.29,1.22,13.0,9.0,10.0,17.0,15.0,7.0,8.5,13.0,21.0,13.0,13.0,21.0,41.0,29.0,34.0,41.0,151.0
AVFTpXno,NETHERLANDS 2,ROUND 17,2025-11-25,16:00,Roda,Dordrecht,2.5,2.4,3.75,1.25,3.75,2.25,1.57,5.5,1.14,1.91,3.8,3.5,1.03,17.0,1.17,5.0,1.57,2.35,2.25,1.57,4.0,1.22,1.5,2.5,1.29,1.25,1.8,17.0,15.0,21.0,41.0,11.0,7.5,13.0,26.0,12.0,9.0,12.0,26.0,19.0,13.0,19.0,34.0,101.0
p25dvjnK,FRANCE 2,ROUND 11,2025-11-25,16:00,Bastia,Laval,2.88,1.95,4.5,1.53,2.38,3.75,1.25,11.0,1.05,2.05,2.9,3.5,1.11,6.5,1.5,2.5,2.5,1.5,5.0,1.17,11.0,1.05,2.2,1.62,1.25,1.36,1.67,6.5,8.5,17.0,41.0,6.0,6.0,15.0,41.0,8.5,9.5,19.0,51.0,19.0,21.0,41.0,67.0,1250.0
vmPcjgPN,NETHERLANDS 2,ROUND 17,2025-11-25,16:00,Vitesse,Jong PSV,2.4,2.5,3.75,1.22,4.0,2.1,1.67,4.5,1.18,1.86,4.1,3.3,1.02,19.0,1.13,6.0,1.44,2.7,2.1,1.67,3.5,1.29,1.44,2.63,1.33,1.22,1.83,21.0,17.0,21.0,41.0,12.0,8.5,12.0,23.0,12.0,9.0,12.0,23.0,19.0,13.0,19.0,34.0,101.0
jRhG8zuh,NETHERLANDS 2,ROUND 17,2025-11-25,16:00,Waalwijk,Maastricht,1.83,2.75,6.0,1.22,4.0,2.05,1.75,4.33,1.2,1.39,5.0,6.5,1.02,21.0,1.11,6.5,1.4,2.88,2.0,1.73,3.4,1.3,1.57,2.25,1.11,1.17,2.75,21.0,23.0,41.0,67.0,11.0,10.0,21.0,41.0,9.0,8.5,15.0,41.0,11.0,11.0,19.0,41.0,126.0
bidO6E94,NETHERLANDS 2,ROUND 17,2025-11-25,16:00,Den Haag,De Graafschap,1.8,2.88,5.5,1.17,5.0,1.85,1.95,3.75,1.25,1.37,5.25,6.25,1.01,26.0,1.08,8.0,1.3,3.5,1.73,2.0,2.63,1.44,1.44,2.63,1.13,1.17,2.75,29.0,29.0,41.0,67.0,13.0,11.0,21.0,41.0,11.0,9.0,15.0,34.0,12.0,10.0,17.0,34.0,81.0
AoKZG5aC,ENGLAND 3,ROUND 12,2025-11-25,16:45,Peterborough,Stevenage,3.1,2.05,3.6,1.44,2.63,3.25,1.33,10.0,1.06,2.35,3.05,2.95,1.08,8.0,1.36,3.0,2.2,1.65,4.0,1.22,9.0,1.07,1.91,1.91,1.36,1.36,1.53,8.0,8.5,15.0,34.0,7.5,6.0,12.0,26.0,11.0,10.0,15.0,41.0,23.0,21.0,34.0,51.0,301.0
CWwgwdGE,ENGLAND 3,ROUND 12,2025-11-25,16:45,Luton,Huddersfield,2.75,2.2,3.75,1.4,2.75,2.75,1.4,8.0,1.08,2.05,3.4,3.3,1.05,11.0,1.29,3.5,1.98,1.88,3.4,1.3,6.5,1.11,1.75,2.0,1.33,1.3,1.7,11.0,10.0,17.0,34.0,8.0,6.5,12.0,26.0,10.0,9.0,15.0,34.0,21.0,17.0,26.0,51.0,201.0
